盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.82,0,1.82,0,0,0,1.82,3.89,0,-,-,-,-,2018,27.85,19.75,22.6,8.07,0,8.07,2017,2.02,90.1,0,90.1
2017,1.23,0.27,1.5,0,0,0,1.5,3.21,0,-,-,-,-,2017,20.9,17,18.5,8.12,0,8.12,2016,1.37,110,0,110
2016,1.42,0.28,1.7,0,0,0,1.7,3.64,0,-,-,-,-,2016,18.9,15.3,17.2,9.87,0,9.87,2015,1.58,108,0,108
2015,1.54,0.16,1.7,0,0,0,1.7,3.64,0,10,2.74,0,0,2015,20,14,17.2,9.86,0,9.86,2014,1.71,99.4,0,99.4
2014,1,0,1,0,0,0,1,2.14,0,6.2,2.7,0,0,2014,19.8,16.65,18.1,5.54,0,5.54,2013,1.08,92.5,0,92.5
2013,1.3,0,1.3,0,0,0,1.3,2.78,0,9,2.81,0.1,0,2013,20.2,17.5,18.8,6.92,0,6.92,2012,1.5,86.8,0,86.8
2012,2.1,0,2.1,0,0,0,2.1,4.48,0,15,2.72,0.18,0,2012,24.05,16.65,20.2,10.4,0,10.4,2011,2.6,80.7,0,80.7
2011,1.6,0,1.6,0,0,0,1.6,3.4,0,12,2.73,0.15,0,2011,22.6,16.15,20.3,7.89,0,7.89,2010,2.09,76.4,0,76.4
2010,1.19,0,1.19,0,0,0,1.19,2.52,0,9,2.83,0.1,0,2010,24.5,18,20.5,5.81,0,5.81,2009,1.54,77.4,0,77.4
2009,0.8,0,0.8,0,0,0,0.8,1.65,0,3,1.36,0.09,0,2009,23.85,6.97,14.9,5.36,0,5.36,2008,1.07,74.7,0,74.7
2008,1.6,0,1.6,0,0,0,1.6,-,-,10,2.3,0.4,0,2008,21.35,6.2,15,10.7,0,10.7,2007,2.07,77.3,0,77.3
2007,1.72,0,1.72,0,0,0,1.72,-,-,12,2.48,0.6,-,2007,29.75,17.05,23.1,7.47,0,7.47,2006,2.46,70,0,70
2006,1.31,0,1.31,0.3,0,0.3,1.62,-,-,11,2.64,0.12,-,2006,26.2,18.2,21.6,6.08,1.4,7.48,2005,2.64,49.8,11.5,61.3
2005,1,0,1,0.5,0,0.5,1.5,-,-,4.2,2.06,0.04,-,2005,24.2,14.55,18.4,5.44,2.72,8.16,2004,1.9,52.6,26.3,78.9
2004,1.12,0,1.12,0.56,0,0.56,1.68,-,-,5.5,2.69,0,-,2004,30.8,17.3,23,4.88,2.45,7.32,2003,2.05,54.6,27.4,82
2003,0.7,0,0.7,0.8,0,0.8,1.5,-,-,5.1,2.75,0.04,-,2003,33,23,27.4,2.55,2.92,5.47,2002,2.01,34.8,39.8,74.6
2002,0.8,0,0.8,1.2,0,1.2,2,-,-,0,0,0,-,2002,59,23.3,37.4,2.14,3.2,5.34,2001,2.55,31.4,47.1,78.4
2001,0.5,0,0.5,3,0,3,3.5,-,-,0,0,0,-,2001,90,20.4,52.6,0.95,5.71,6.66,2000,5.13,9.7,58.5,68.2
2000,0,0,0,3,0,3,3,-,-,0,0,0,-,2000,93,39.9,62.2,0,4.83,4.83,1999,4.8,0,62.5,62.5
1999,0,0,0,3,0,3,3,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,5.24,0,57.3,57.3
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,1.08,0.03,1.12,0.59,0,0.59,1.71,,,,,,,平均,33.2,17.8,24.7,6.2,1.2,7.4,平均,2.37,63.8,16.5,80.3
累計,22.8,0.71,23.5,12.4,0,12.4,35.8,,,,,,,累計,,,,,,,累計,47.4,,,
