盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,12.35,7.41,9.35,0,0,0,2017,-0.89,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,11.8,7.84,9.64,0,0,0,2016,0.63,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,14.8,10.1,12.1,0,0,0,2015,1.3,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,16.55,9.95,13,0,0,0,2014,0.82,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,15.1,5.2,10.4,0,0,0,2013,-0.36,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6.5,3.8,4.83,0,0,0,2012,0.01,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5.9,3.79,4.35,0,0,0,2011,-0.71,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9.2,3.76,6.29,0,0,0,2010,-0.31,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,12.7,6.75,8.73,0,0,0,2009,-2.18,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,12.5,2.64,5.23,0,0,0,2008,0.03,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,9.15,2.52,5.35,0,0,0,2007,-0.66,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,17.3,6.5,10.7,0,0,0,2006,-0.2,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,8.47,2.8,4.02,0,0,0,2005,-0.77,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,6.23,2.5,3.8,0,0,0,2004,-4.01,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,11.1,1.64,4.65,0,0,0,2003,-2.65,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,8.5,2.94,5.9,0,0,0,2002,-3.14,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,17.8,4.27,10,0,0,0,2001,-2.98,0,0,0
2001,0,0,0,0,1,1,1,-,-,0,0,0,-,2001,18,5.35,10.6,0,9.39,9.39,2000,0.1,0,1000,1000
2000,0,0,0,0.95,1,1.95,1.95,-,-,0,0,0,-,2000,63.5,7.25,38.3,0,5.09,5.09,1999,1.43,0,136,136
1999,0,0,0,1,1,2,2,-,-,-,-,-,-,1999,67.5,28.9,43,0,4.66,4.66,1998,1.41,0,142,142
1998,0,0,0,2.22,1.53,3.75,3.75,-,-,0,0,0,-,1998,101,26.5,53.3,0,7.03,7.03,1997,2.42,0,155,155
1997,0,0,0,2.19,1.61,3.8,3.8,-,-,0,0,0,-,1997,118.5,40,71.6,0,5.3,5.3,1996,3,0,127,127
1996,0,0,0,1.88,1.12,3,3,-,-,0,0,0,-,1996,47,28.7,37.3,0,8.04,8.04,1995,3.18,0,94.3,94.3
1995,0,0,0,2.23,0.27,2.5,2.5,-,-,0,0,0,-,1995,65,27,47.6,0,5.25,5.25,1994,1.01,0,248,248
1994,0,0,0,1.5,0.4,1.9,1.9,-,-,0,0,0,-,1994,87.5,45,57.9,0,3.28,3.28,1993,3.77,0,50.4,50.4
1993,0,0,0,1.62,0.38,2,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1992,1.86,0,108,108
平均,0,0,0,0.52,0.32,0.84,0.84,,,,,,,平均,30.6,11.7,19.5,0,1.9,1.9,平均,0.08,0,79.3,79.3
累計,0,0,0,13.6,8.31,21.9,21.9,,,,,,,累計,,,,,,,累計,2.1,,,
