盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.1,0,3.1,0,0,0,3.1,9.39,0,-,-,-,-,2018,79,55.8,68.9,4.5,0,4.5,2017,4.11,75.4,0,75.4
2017,2.5,0,2.5,0,0,0,2.5,7.57,0,-,-,-,-,2017,75.5,33.3,50.5,4.95,0,4.95,2016,3.13,79.9,0,79.9
2016,1.6,0,1.6,0,0,0,1.6,4.85,0,-,-,-,-,2016,36.25,21.2,30.6,5.23,0,5.23,2015,1.92,83.3,0,83.3
2015,1.22,0,1.22,0,0,0,1.22,3.82,0,9.53,1.8,0.24,0,2015,27.2,16.05,22.4,5.43,0,5.43,2014,1.62,75.3,0,75.3
2014,2.2,0,2.2,0,0,0,2.2,7.2,0,15,1.83,0.31,0,2014,36.3,21.45,29.8,7.39,0,7.39,2013,2.52,87.3,0,87.3
2013,2.5,0,2.5,0,0,0,2.5,8.11,0,19.3,1.78,0.48,0,2013,35.85,29.3,32.1,7.78,0,7.78,2012,3.34,74.9,0,74.9
2012,1.5,0,1.5,1,0,1,2.5,4.42,29.5,21.7,1.92,0.65,0,2012,37.9,26.6,31.5,4.77,3.18,7.94,2011,3.81,39.4,26.2,65.6
2011,2.04,0,2.04,0.51,0,0.51,2.54,5.67,14.2,24.8,1.7,0,2.01,2011,50.8,24.75,38.9,5.23,1.31,6.54,2010,5.3,38.4,9.6,48
2010,1.5,0,1.5,0,0,0,1.5,4.11,0,14.5,1.8,0.72,0,2010,52.6,29.2,41.7,3.59,0,3.59,2009,2.91,51.5,0,51.5
2009,1.03,0,1.03,0,0,0,1.03,2.81,0,7.5,1.48,0.29,0,2009,32.3,11.3,21.5,4.78,0,4.78,2008,1.74,59.2,0,59.2
2008,2.51,0,2.51,0.63,0,0.63,3.14,-,-,19,1.8,0.23,5.33,2008,39.7,10.7,26.8,9.36,2.34,11.7,2007,3.88,64.7,16.2,80.9
2007,1.32,0,1.32,1.32,0,1.32,2.64,-,-,14,1.83,0.11,-,2007,53,23.7,36.9,3.57,3.57,7.14,2006,3.45,38.2,38.2,76.5
2006,0.51,0,0.51,1.02,0,1.02,1.53,-,-,6.69,2.47,0.05,-,2006,32.8,19.6,24.9,2.03,4.1,6.14,2005,1.52,33.2,67.1,100
2005,0.57,0,0.57,1.18,0,1.18,1.75,-,-,6.28,1.55,0.03,-,2005,26.35,13.15,18.7,3.04,6.33,9.36,2004,3.09,18.4,38.3,56.6
2004,0.1,0,0.1,1.1,0,1.1,1.2,-,-,2.67,1.8,0,-,2004,29.9,16,22.5,0.44,4.89,5.34,2003,1.73,5.8,63.6,69.4
2003,0.2,0,0.2,0.31,0,0.31,0.51,-,-,1.47,1.8,0.06,-,2003,29.6,9.5,15.6,1.31,1.96,3.27,2002,1.03,19.8,29.6,49.4
2002,0,0,0,0,0,0,0,-,-,-,-,-,-,2002,13.95,13,13.5,0,0,0,2001,0.5,0,0,0
2001,0,0,0,1,0.2,1.2,1.2,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,2.13,0,56.3,56.3
2000,0,0,0,0.3,0.7,1,1,-,-,0,-,0,-,-,-,-,-,-,-,-,1999,-,-,-,-
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,1.22,0,1.22,0.42,0.04,0.46,1.68,,,,,,,平均,40.5,22,31,4.3,1.6,5.9,平均,2.65,46.9,19.2,66.1
累計,24.4,0,24.4,8.36,0.9,9.26,33.7,,,,,,,累計,,,,,,,累計,47.7,,,
