盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.43,0,0.43,0,0,0,0.43,-,-,-,-,-,-,2018,3.59,2.3,2.78,15.4,0,15.4,2017,-,-,-,-
2017,0.08,0,0.08,0,0,0,0.08,-,-,-,-,-,-,2017,3.81,2.39,2.86,2.71,0,2.71,2016,-,-,-,-
2016,0,0,0,0,0,0,0,-,-,-,-,-,-,2016,3.68,2.36,2.83,0,0,0,2015,-,-,-,-
2015,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,5.79,2.77,3.68,-,-,-,-,-,-,-,-
2014,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,3.79,2.39,3.09,-,-,-,-,-,-,-,-
2013,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,3.53,1.95,2.46,-,-,-,-,-,-,-,-
2012,0.07,0,0.07,0,0,0,0.07,-,-,-,-,-,-,2012,5.84,2.02,3.49,2.13,0,2.13,2011,-,-,-,-
2011,0.22,0,0.22,0,0,0,0.22,1.9,0,0,-,0,0,2011,11.45,3.96,6.4,3.51,0,3.51,2010,-,-,-,-
平均,0.1,0,0.1,0,0,0,0.1,,,,,,,平均,5.18,2.52,3.45,4.7,0,4.7,平均,,,,
累計,0.8,0,0.8,0,0,0,0.8,,,,,,,累計,,,,,,,累計,,,,
