盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,17.05,9.05,11.4,0,0,0,2017,0.84,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,12.2,8.5,10.3,0,0,0,2016,0.07,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,9.98,7.05,8.45,0,0,0,2015,-0.18,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10.9,6.76,8.95,0,0,0,2014,-0.08,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,13.4,8.61,10.8,0,0,0,2013,-0.55,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11.4,6.25,7.8,0,0,0,2012,-1.36,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,7.41,4.12,5.64,0,0,0,2011,-0.66,0,0,0
2011,0,0,0,0,0,0,0,0,0,0.11,0.22,0,0,2011,9.32,5.61,7.16,0,0,0,2010,0.35,0,0,0
2010,0.67,0,0.67,0,0,0,0.67,0.93,0,1.89,1.81,0.06,0,2010,14.1,8,10.9,6.13,0,6.13,2009,0.63,106,0,106
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,14.55,3.54,6.58,0,0,0,2008,-2.81,0,0,0
2008,0.4,0,0.4,0.3,0,0.3,0.7,-,-,2.62,1.8,0.04,0.39,2008,12,4.33,7.83,5.11,3.83,8.94,2007,0.53,75.5,56.6,132
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,17.4,5.6,10.1,0,0,0,2006,-1.32,0,0,0
2006,0,0,0,0,0,0,0,-,-,-,-,-,-,2006,7.45,2.62,3.7,0,0,0,2005,-3.18,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,4.94,2.53,3.47,0,0,0,2004,0.07,0,0,0
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,14.8,3.63,6.67,0,0,0,2003,-1.65,0,0,0
2003,0,0,0,0.43,0,0.43,0.43,-,-,0,0,0,-,2003,14.05,8.5,10.3,0,4.16,4.16,2002,0.18,0,237,237
2002,0,0,0,0.5,0,0.5,0.5,-,-,0,0,0,-,2002,27.7,9.05,16.4,0,3.05,3.05,2001,0.02,0,2500,2500
2001,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,2001,27.1,8.8,17.2,0,8.71,8.71,2000,1.56,0,96.2,96.2
2000,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,2000,29.8,13.5,19.1,0,7.86,7.86,1999,1.83,0,82,82
1999,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,1.86,0,80.6,80.6
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,0.05,0,0.05,0.27,0,0.27,0.32,,,,,,,平均,14.5,6.63,9.62,0.6,1.5,2,平均,-0.19,9.1,153,162
累計,1.07,0,1.07,5.73,0,5.73,6.8,,,,,,,累計,,,,,,,累計,-3.85,,,
