盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0.84,0.84,0,0,0,0.84,5.47,0,-,-,-,-,2018,36.65,26.1,31.2,2.69,0,2.69,2017,1.12,75.1,0,75.1
2017,0.71,0,0.71,0,0,0,0.71,4.78,0,-,-,-,-,2017,33.55,26.7,28.5,2.5,0,2.5,2016,0.92,77.6,0,77.6
2016,1.12,0,1.12,0,0,0,1.12,7.51,0,-,-,-,-,2016,33.9,24.5,28.9,3.89,0,3.89,2015,1.57,71.5,0,71.5
2015,2.5,0,2.5,0,0,0,2.5,17.1,0,16,0.69,1.72,0,2015,49.65,26,38.8,6.44,0,6.44,2014,3.55,70.4,0,70.4
2014,3.15,0,3.15,0,0,0,3.15,21.5,0,26,0.87,2.14,0,2014,68.9,47.85,55.5,5.67,0,5.67,2013,4.53,69.5,0,69.5
2013,2,0,2,0,0,0,2,13.7,0,11.8,0.9,0.99,0,2013,65,34.8,52.9,3.78,0,3.78,2012,2.2,90.9,0,90.9
2012,1.5,0,1.5,0,0,0,1.5,9.31,0,11.3,0.9,1.46,0,2012,53.5,34.05,43,3.49,0,3.49,2011,2.1,71.4,0,71.4
2011,1.01,0,1.01,0,0,0,1.01,6.27,0,12.4,1.58,1.86,0,2011,69,42.1,55.1,1.83,0,1.83,2010,1.3,77.7,0,77.7
2010,1.5,0,1.5,0,0,0,1.5,9.43,0,8,0.9,1.2,0,2010,76.5,51.9,66.3,2.26,0,2.26,2009,1.44,104,0,104
2009,0,0,0,0.5,0,0.5,0.5,0,31,3.01,0.34,0.45,0,2009,53.8,24.9,40.1,0,1.26,1.26,2008,1.48,0,34.1,34.1
2008,0.5,0,0.5,0.5,0,0.5,1,-,-,10.8,0.9,0,13,2008,60,16.3,40.5,1.24,1.24,2.47,2007,2.17,23,23,46.1
2007,0,0,0,0.2,0.2,0.4,0.4,-,-,1.8,0.9,0,-,2007,63.1,26.6,41.2,0,0.97,0.97,2006,0.38,0,105,105
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,31.85,9.02,15,0,0,0,2005,-0.82,0,0,0
2005,0.5,0,0.5,0.3,0.2,0.5,1,-,-,2.12,0.51,0,-,2005,13.2,8.7,10.8,4.64,4.64,9.28,2004,0.83,60.2,60.2,120
2004,0.5,0,0.5,0.2,0.3,0.5,1.01,-,-,5.48,0.9,0,-,2004,20.1,9.5,13.9,3.61,3.61,7.22,2003,1.28,39.3,39.3,78.6
2003,0,0,0,0,0.3,0.3,0.3,-,-,1.57,0.9,0,-,2003,16.3,8.9,12.3,0,2.45,2.45,2002,0.38,0,78.9,78.9
2002,0,0,0,0.5,0.5,1.01,1.01,-,-,0,0,0,-,2002,23.9,8.6,15.1,0,6.67,6.67,2001,1.06,0,95.1,95.1
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,19.9,4.18,12.1,0,0,0,2000,-1.22,0,0,0
2000,0,0,0,0,1,1,1,-,-,0,0,0,-,2000,34.2,3.92,17.6,0,5.68,5.68,1999,-0.27,0,-370,-370
1999,0,0,0,0.5,0.5,1,1,-,-,0,0,0,-,1999,35.4,17,25.3,0,3.96,3.96,1998,0.44,0,227,227
1998,0,0,0,2,2,4,4,-,-,-,-,-,-,1998,115,30.2,61.2,0,6.53,6.53,1997,4.32,0,92.6,92.6
1997,0,0,0,12,0,12,12,-,-,0,0,0,-,1997,320,64,167,0,7.19,7.19,1996,15.11,0,79.4,79.4
1996,0,0,0,2.2,0,2.2,2.2,-,-,0,0,0,-,1996,169,23.5,89.3,0,2.46,2.46,1995,2.29,0,95.9,95.9
1995,0,0,0,2,0,2,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,2.53,0,79.1,79.1
1994,0,0,0,2.1,0.4,2.5,2.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,2.46,0,102,102
1993,0,0,0,3,0,3,3,-,-,0,-,0,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.58,0.03,0.61,1,0.21,1.21,1.82,,,,,,,平均,63.6,24.8,41.8,1.8,2,3.9,平均,2.05,33.2,29.7,62.9
累計,15,0.84,15.8,26,5.41,31.4,47.3,,,,,,,累計,,,,,,,累計,51.1,,,
