盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.35,0,0.35,0.15,0,0.15,0.5,36.8,158,-,-,-,-,2018,12.75,9.69,11.6,3.01,1.29,4.3,2017,1.05,33.3,14.3,47.6
2017,0.2,0,0.2,0,0,0,0.2,20.5,0,-,-,-,-,2017,10.8,7.61,8.73,2.34,0,2.34,2016,0.48,42.5,0,42.5
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,8.63,5.99,6.74,0,0,0,2015,0.57,0,0,0
2015,0.1,0,0.1,0.41,0,0.41,0.51,9.83,393,3.1,0.04,0.01,0,2015,10.25,6.47,8.6,1.19,4.75,5.93,2014,0.7,14.6,58.3,72.9
2014,0.06,0,0.06,0.54,0,0.54,0.6,5.62,506,4.1,0.04,0.01,0,2014,10.65,8.81,9.51,0.63,5.7,6.34,2013,1.11,5.4,48.9,54.3
2013,0.03,0,0.03,0.26,0,0.26,0.29,2.65,238,4.1,0.04,0.01,0,2013,10.7,8.06,9.73,0.3,2.7,3,2012,1.16,2.5,22.6,25.1
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,10.35,7.39,8.6,0,0,0,2011,0.65,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,15.05,7.46,11.2,0,0,0,2010,0.32,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,14.2,10.25,11.8,0,0,0,2009,0.17,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,17,6.35,11.9,0,0,0,2008,-3.8,0,0,0
2008,0.5,0,0.5,0.5,0,0.5,1,-,-,25.8,0.52,0.01,0,2008,29.15,6.6,18.1,2.76,2.76,5.51,2007,1.02,49,49,98
2007,0.97,0,0.97,0.29,0,0.29,1.26,-,-,30.1,0.51,0.01,-,2007,43.8,21.7,31.7,3.06,0.92,3.97,2006,1.33,72.9,21.9,94.8
2006,0.63,0,0.63,0.63,0,0.63,1.27,-,-,30.7,0.43,0.01,-,2006,39,24.5,30.5,2.07,2.07,4.14,2005,1.74,36.4,36.4,72.7
2005,0.65,0,0.65,0.65,0,0.65,1.3,-,-,27.6,0.43,0.01,-,2005,34.3,23.15,29.5,2.2,2.2,4.4,2004,2.23,29.1,29.1,58.3
2004,0.31,0,0.31,0.72,0,0.72,1.03,-,-,21.6,0.41,0.01,-,2004,34.5,19.9,28.1,1.1,2.57,3.67,2003,2.36,13.1,30.5,43.6
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,23.9,7.9,14,0,0,0,2002,-6.28,0,0,0
2002,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,26.7,6.3,15.2,-,-,-,-,-,-,-,-
2001,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,30.9,18.5,23.2,-,-,-,-,-,-,-,-
2000,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,51.5,19.3,34.5,-,-,-,-,-,-,-,-
1999,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,67.5,37.1,50.7,-,-,-,-,-,-,-,-
1998,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,103.5,43,71.7,-,-,-,-,-,-,-,-
1997,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,125,71,99.2,-,-,-,-,-,-,-,-
1996,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,127,57,94,-,-,-,-,-,-,-,-
1995,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,114,57.5,80,-,-,-,-,-,-,-,-
1994,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,170,101,122,-,-,-,-,-,-,-,-
1993,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,154,81,118,-,-,-,-,-,-,-,-
平均,0.15,0,0.15,0.16,0,0.16,0.31,,,,,,,平均,49.8,25.9,36.9,1.2,1.6,2.7,平均,0.3,18.7,19.4,38.1
累計,3.81,0,3.81,4.16,0,4.16,7.96,,,,,,,累計,,,,,,,累計,4.81,,,
