盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.79,0.2,0.99,0,0,0,0.99,3.44,0,-,-,-,-,2018,32.5,21.35,26.5,3.72,0,3.72,2017,1.01,97.7,0,97.7
2017,1.46,0,1.46,0,0,0,1.46,4.61,0,-,-,-,-,2017,36.95,20.1,26.5,5.51,0,5.51,2016,1.89,77.2,0,77.2
2016,0.6,0,0.6,0,0,0,0.6,1.82,0,-,-,-,-,2016,26.3,15.5,18.8,3.19,0,3.19,2015,0.69,87,0,87
2015,0.2,0.3,0.5,0,0,0,0.5,0.61,0,1.29,1.8,0.1,0,2015,25.35,11.1,19.5,2.57,0,2.57,2014,0.23,217,0,217
2014,1.9,0,1.9,0,0,0,1.9,5.88,0,8.2,1.8,0.62,0,2014,31.65,20.35,27.2,6.98,0,6.98,2013,1.48,128,0,128
2013,2.4,0,2.4,0,0,0,2.4,7.42,0,15.4,1.67,1.15,0,2013,41.05,26.4,33.1,7.26,0,7.26,2012,3.01,79.7,0,79.7
2012,0,0.3,0.3,0,0,0,0.3,0.92,0,0,0,0,0,2012,35.5,19.55,28.3,1.07,0,1.07,2011,0.04,754,0,754
2011,0.88,0,0.88,0,0.29,0.29,1.17,2.61,0,5.48,1.37,0.41,0,2011,44.95,18.85,31.6,2.77,0.92,3.69,2010,1.52,57.6,19.2,76.8
2010,1.88,0,1.88,0,0.21,0.21,2.09,4.74,5.27,9.9,1.52,0.74,0,2010,59.7,39.1,48,3.92,0.44,4.36,2009,2.55,73.8,8.2,82
2009,3.64,0,3.64,0.2,0.29,0.49,4.13,8.92,12.1,19.2,1.69,0.72,1.54,2009,63.3,41,52,7,0.95,7.95,2008,4.83,75.3,10.2,85.5
2008,3.19,0,3.19,0.2,0,0.2,3.39,-,-,-,-,-,-,2008,76.9,29,54.4,5.87,0.37,6.24,2007,4.24,75.3,4.7,80
2007,2.46,0,2.46,0.49,0,0.49,2.95,-,-,15.5,1.8,0.66,-,2007,99.5,44.35,78.1,3.15,0.63,3.78,2006,4.08,60.2,12,72.3
2006,1.2,0,1.2,1,0,1,2.19,-,-,8.67,1.8,0.2,-,2006,74.5,44.5,56.3,2.12,1.77,3.89,2005,3.25,36.8,30.7,67.4
2005,2.85,0,2.85,1.57,0,1.57,4.43,-,-,17.1,1.73,0.84,-,2005,88,38.55,60.2,4.74,2.62,7.36,2004,8.02,35.6,19.6,55.2
2004,1.91,0,1.91,1.91,0,1.91,3.81,-,-,9.53,1.8,0.36,-,2004,103,52.5,77.3,2.47,2.47,4.93,2003,5.83,32.7,32.7,65.4
2003,2,0,2,2,0,2,4,-,-,7.2,1.8,0.27,-,2003,106,51.5,75.1,2.66,2.66,5.33,2002,6,33.3,33.3,66.7
2002,0.5,0,0.5,5,0,5,5.5,-,-,0,0,0,-,2002,270,64.5,132,0.38,3.8,4.17,2001,7.36,6.8,67.9,74.7
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,0.97,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,-3.18,0,0,0
1999,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,-0.44,0,0,0
平均,1.39,0.04,1.43,0.62,0.04,0.66,2.09,,,,,,,平均,71.5,32.8,49.7,3.8,1,4.8,平均,2.67,96.4,11.9,108
累計,27.8,0.8,28.6,12.4,0.8,13.2,41.8,,,,,,,累計,,,,,,,累計,53.4,,,
