盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,15.45,10.6,12.8,0,0,0,2017,-0.03,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,15.35,5.4,11.3,0,0,0,2016,-1.39,0,0,0
2016,0,0.5,0.5,0,0,0,0.5,0.4,0,-,-,-,-,2016,7.78,5.2,6.21,8.06,0,8.06,2015,1.42,35.2,0,35.2
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,10.8,6.51,8.28,0,0,0,2014,0.11,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,16.6,10.4,12.5,0,0,0,2013,2.66,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,18.3,11.2,14.5,0,0,0,2012,1.3,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,19.8,12.5,15.5,0,0,0,2011,1.23,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19.6,10.6,15.1,0,0,0,2010,-1.8,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,13.4,4.74,8.1,0,0,0,2009,-1.4,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,8.5,3.22,5.44,0,0,0,2008,-2.59,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,10.2,2.93,7.49,0,0,0,2007,0.64,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,17.4,8.38,11.1,0,0,0,2006,2.83,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,21.65,0.88,1.76,0,0,0,2005,-0.36,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,1.96,0.9,1.32,0,0,0,2004,-5.76,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,2.52,0.76,1.29,0,0,0,2003,-0.8,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,3.61,0.54,1.54,0,0,0,2002,-2.09,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,5.05,2.1,3.23,0,0,0,2001,-1.58,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,3.92,0.91,2.01,0,0,0,2000,-1.65,0,0,0
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,2000,7.15,1.55,3.96,0,0,0,1999,-1.89,0,0,0
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,1999,16.7,3,8.61,0,0,0,1998,-0.79,0,0,0
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,1998,20.7,7.2,15.7,0,0,0,1997,0.15,0,0,0
1997,0,0,0,0,0,0,0,-,-,-,-,-,-,1997,29.8,16,20.6,0,0,0,1996,-1.74,0,0,0
1996,0,0,0,0,0,0,0,-,-,-,-,-,-,1996,36.29,18.1,22.3,0,0,0,1995,-1.31,0,0,0
1995,0,0,0,4.4,1.6,6,6,-,-,0,0,0,-,1995,107,15.7,51.1,0,11.8,11.8,1994,5.67,0,106,106
1994,0,0,0,2.2,1,3.2,3.2,-,-,0,0,0,-,1994,105.5,48,74.9,0,4.27,4.27,1993,2.06,0,156,156
1993,0,0,0,0,1,1,1,-,-,0,0,0,-,1993,52.5,30.7,42.9,0,2.33,2.33,1992,0.53,0,190,190
1992,0,0,0,0,1,1,1,-,-,0,0,0,-,1992,61,31.6,46.1,0,2.17,2.17,1991,-0.24,0,-411,-411
1991,1,0,1,0,1,1,2,-,-,0,0,0,-,1991,77,33.4,53.5,1.87,1.87,3.74,1990,0.96,105,105,209
1990,0,0,0,1.5,2,3.5,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,5.75,1.75,7.5,7.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,0.5,0,0.5,2,1,3,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1987,1,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,-,-,-,-
平均,0.08,0.02,0.09,0.5,0.32,0.82,0.91,,,,,,,平均,25.9,10.8,17.1,0.4,0.8,1.2,平均,-0.21,5,5.2,10.2
累計,2.5,0.5,3,15.8,10.4,26.2,29.2,,,,,,,累計,,,,,,,累計,-5.88,,,
