盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,23.35,19.15,20.6,0,0,0,2017,-0.93,0,0,0
2017,0.5,0,0.5,0,0,0,0.5,1.27,0,-,-,-,-,2017,23.5,20,21.1,2.37,0,2.37,2016,0.23,217,0,217
2016,0.8,0,0.8,0,0,0,0.8,2.04,0,-,-,-,-,2016,26.35,20.5,23.2,3.44,0,3.44,2015,1.06,75.5,0,75.5
2015,1,0,1,0.2,0,0.2,1.2,2.5,5,11.6,2,0.48,0,2015,36.4,19.1,26.4,3.79,0.76,4.55,2014,2.51,39.8,8,47.8
2014,1.1,0,1.1,0,0,0,1.1,2.53,0,5.69,2,0.23,0,2014,37,25.05,30.6,3.6,0,3.6,2013,1.23,89.4,0,89.4
2013,1,0,1,0.2,0,0.2,1.2,2.26,4.53,4.43,2,0.18,0,2013,29.65,21.8,24.4,4.09,0.82,4.91,2012,0.98,102,20.4,122
2012,1.2,0,1.2,0.2,0,0.2,1.4,2.66,4.44,11.9,2.06,0.48,0,2012,33.55,20.2,25.5,4.7,0.78,5.48,2011,2.6,46.2,7.7,53.8
2011,1.2,0,1.2,0.8,0,0.8,2,2.46,16.4,12,1.98,0.5,0,2011,53.3,22.35,37.4,3.21,2.14,5.34,2010,2.95,40.7,27.1,67.8
2010,1,0,1,0,0,0,1,2.05,0,2.32,2.12,0.15,0,2010,44.3,23.7,30.5,3.27,0,3.27,2009,0.54,185,0,185
2009,0.75,0,0.75,0.75,0,0.75,1.5,1.42,14.2,11.2,2.22,0.54,1.84,2009,26.05,14.9,20.2,3.71,3.71,7.42,2008,2.65,28.3,28.3,56.6
2008,2,0,2,1,0,1,3,-,-,10.7,1.8,0.27,2.13,2008,38.5,15.6,29.3,6.82,3.41,10.2,2007,3.68,54.3,27.2,81.5
2007,1.5,0,1.5,1,0,1,2.5,-,-,14.9,1.8,0.31,-,2007,52,35.8,44.5,3.37,2.25,5.61,2006,5.74,26.1,17.4,43.6
2006,2,0,2,1,0,1,3,-,-,15,2.7,0.46,-,2006,54.3,40.5,46.6,4.29,2.15,6.44,2005,4.67,42.8,21.4,64.2
2005,1.75,0,1.75,1.75,0,1.75,3.5,-,-,15.9,3.27,0.24,-,2005,48.5,32.05,40.3,4.34,4.34,8.69,2004,4.92,35.6,35.6,71.1
2004,1.5,0,1.5,1.5,0,1.5,3,-,-,14,4.38,0.34,-,2004,65,42.4,52.4,2.86,2.86,5.73,2003,4.43,33.9,33.9,67.7
2003,0.8,0,0.8,0.8,0,0.8,1.6,-,-,6.97,4.5,0.17,-,2003,54.5,24.9,35.8,2.24,2.24,4.47,2002,2.34,34.2,34.2,68.4
2002,0.75,0,0.75,0.75,0,0.75,1.5,-,-,-,-,-,-,2002,30.4,18.8,24.2,3.09,3.09,6.19,2001,3.03,24.8,24.8,49.5
2001,0.5,0,0.5,2,0,2,2.5,-,-,-,-,-,-,2001,53.5,17.5,30.8,1.62,6.5,8.12,2000,3.03,16.5,66,82.5
2000,0.3,0,0.3,0.2,1,1.2,1.5,-,-,0,0,0,-,2000,26.7,17.9,21.7,1.38,5.52,6.9,1999,1.19,25.2,101,126
1999,0.5,0,0.5,0.5,0,0.5,1,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,0.29,172,172,345
1998,0.8,0,0.8,2.27,0,2.27,3.07,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
平均,1,0,1,0.71,0.05,0.76,1.76,,,,,,,平均,39.8,23.8,30.8,3.3,2.1,5.4,平均,2.36,64.5,31.3,95.8
累計,21,0,21,14.9,1,15.9,36.9,,,,,,,累計,,,,,,,累計,47.1,,,
