盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.4,0.4,0.8,0,0,0,0.8,0.83,0,-,-,-,-,2018,37.6,24.1,28,2.85,0,2.85,2017,0.4,200,0,200
2017,0.82,0,0.82,0,0,0,0.82,0.8,0,-,-,-,-,2017,25.05,15.5,18.4,4.45,0,4.45,2016,1.16,70.6,0,70.6
2016,1,0,1,0,0,0,1,1.33,0,-,-,-,-,2016,22.6,16.3,18.3,5.46,0,5.46,2015,4.68,21.3,0,21.3
2015,1.2,0,1.2,0,0,0,1.2,1.59,0,9.73,3.39,0.36,0,2015,22.45,9.85,16.9,7.12,0,7.12,2014,2.25,53.3,0,53.3
2014,0,0.31,0.31,0,0,0,0.31,0.39,0,0,0,0,0,2014,26.8,11.3,18.3,1.68,0,1.68,2013,-3.87,-7.9,0,-7.9
2013,0.3,0,0.3,0,0,0,0.3,0.39,0,2.96,4.64,0.15,0,2013,13.8,10.65,12.3,2.45,0,2.45,2012,0.49,61.2,0,61.2
2012,0.35,0,0.35,0,0,0,0.35,0.46,0,3.56,3.58,0.18,0,2012,15.7,10.1,12.3,2.84,0,2.84,2011,0.75,46.7,0,46.7
2011,2,0,2,0,0,0,2,2.68,0,9.3,2.58,0.62,0,2011,25.15,12.45,19,10.5,0,10.5,2010,2.69,74.3,0,74.3
2010,1.2,0,1.2,0,0,0,1.2,1.61,0,4.9,2.41,0.38,0,2010,32.25,21.05,25.6,4.7,0,4.7,2009,1.54,77.9,0,77.9
2009,0.4,0,0.4,0.4,0,0.4,0.8,0.5,5.04,5.2,2.5,0,3.02,2009,25.1,9.57,16,2.5,2.5,4.99,2008,1.11,36,36,72.1
2008,2.39,0,2.39,0.4,0,0.4,2.79,-,-,15,1.92,0.18,6.68,2008,29.3,9.5,20.3,11.8,1.96,13.7,2007,4.05,59,9.8,68.8
2007,2.2,0,2.2,0.3,0,0.3,2.5,-,-,15,2.64,0.15,-,2007,39.8,25.5,31.4,6.99,0.95,7.95,2006,3.15,69.8,9.5,79.3
2006,2.29,0,2.29,0.7,0,0.7,2.98,-,-,18.4,2.9,0.19,-,2006,36.4,25.2,29.9,7.64,2.32,9.96,2005,3.96,57.7,17.6,75.3
2005,2.5,0,2.5,0.5,0,0.5,3,-,-,20,2.61,0.21,-,2005,41.6,25,31.8,7.85,1.57,9.42,2004,5.32,46.9,9.4,56.3
2004,1.8,0,1.8,0.5,0,0.5,2.3,-,-,11,3.42,0.07,-,2004,47.5,26.1,36.1,4.98,1.38,6.36,2003,2.46,73.2,20.3,93.5
2003,1.6,0,1.6,0.5,0,0.5,2.1,-,-,5.55,1.79,0.07,-,2003,34.3,22.2,26.4,6.06,1.89,7.95,2002,2.59,61.8,19.3,81.1
2002,1.5,0,1.5,1.5,0,1.5,3,-,-,0,0,0,-,2002,40.7,26,32.3,4.64,4.64,9.28,2001,4.75,31.6,31.6,63.2
2001,3,0,3,3,0,3,6,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,16.59,18.1,18.1,36.2
平均,1.39,0.04,1.42,0.43,0,0.43,1.86,,,,,,,平均,30.4,17.7,23.1,5.6,1,6.6,平均,3,58.4,9.5,68
累計,24.9,0.71,25.6,7.79,0,7.79,33.4,,,,,,,累計,,,,,,,累計,54.1,,,
