盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,4.94,1.26,6.2,0,0,0,6.2,4.65,0,-,-,-,-,2018,146.5,105,124,4.98,0,4.98,2017,8,77.5,0,77.5
2017,7.94,0,7.94,0,0.2,0.2,8.14,5.84,1.46,-,-,-,-,2017,187.5,126,158,5.03,0.13,5.16,2016,9.34,85,2.1,87.2
2016,7.75,0,7.75,0.25,0,0.25,8,5.24,1.69,-,-,-,-,2016,209,138,169,4.58,0.15,4.73,2015,9.12,85,2.7,87.7
2015,7.5,0,7.5,0.35,0,0.35,7.85,4.9,2.29,9.42,1.62,0.63,0,2015,194.5,127,158,4.74,0.22,4.96,2014,8.88,84.5,3.9,88.4
2014,6.8,0,6.8,0.05,0,0.05,6.85,4.42,0.33,9.07,1.79,0.59,0,2014,202,114,161,4.22,0.03,4.26,2013,7.81,87.1,0.6,87.7
2013,5,0,5,0.35,0,0.35,5.35,3.14,2.2,6.76,1.8,0.44,0,2013,135,58.5,85.5,5.85,0.41,6.26,2012,5.98,83.6,5.9,89.5
2012,4.3,0,4.3,0.3,0,0.3,4.6,2.62,1.83,5.73,1.8,0.37,0,2012,60.4,44.9,55.1,7.8,0.54,8.34,2011,5.25,81.9,5.7,87.6
2011,4.23,0,4.23,0.3,0,0.3,4.52,2.51,1.75,5.64,1.78,0.37,0,2011,69,43.6,53.5,7.91,0.55,8.46,2010,5.42,78,5.4,83.5
2010,1.9,0,1.9,1,0,1,2.9,1.01,5.3,3.11,1.8,0.2,0,2010,68.3,51.2,57.3,3.32,1.74,5.06,2009,3.26,58.3,30.7,89
2009,4.2,0,4.2,0.3,0,0.3,4.5,2.16,1.54,5.38,2.03,0.32,0,2009,69.5,31.8,45.4,9.25,0.66,9.91,2008,5.09,82.5,5.9,88.4
2008,7.01,0,7.01,0.05,0,0.05,7.06,-,-,7.96,1.84,0.24,1.59,2008,94.5,26.35,62.4,11.2,0.08,11.3,2007,8.37,83.8,0.6,84.3
2007,6.7,0,6.7,0.3,0,0.3,7,-,-,7.59,1.84,0.17,-,2007,134,82.5,113,5.94,0.27,6.21,2006,8.44,79.4,3.6,82.9
2006,5,0,5,2,0,2,7,-,-,6.18,1.65,0.14,-,2006,158,108,127,3.95,1.58,5.53,2005,9.4,53.2,21.3,74.5
2005,3.5,0,3.5,1,0,1,4.5,-,-,3.55,1.63,0.07,-,2005,136,66.8,97.8,3.58,1.02,4.6,2004,6.12,57.2,16.3,73.5
2004,1,0,1,2,0.5,2.5,3.5,-,-,2.32,2.3,0,-,-,-,-,-,-,-,-,2003,3.62,27.6,69.1,96.7
2003,2,0,2,0,1,1,3,-,-,1.15,1.99,0.06,-,-,-,-,-,-,-,-,2002,2.28,87.7,43.9,132
平均,4.99,0.08,5.06,0.52,0.11,0.62,5.69,,,,,,,平均,133,80.3,105,5.9,0.5,6.4,平均,6.65,74.5,13.6,88.1
累計,79.8,1.26,81,8.25,1.7,9.94,91,,,,,,,累計,,,,,,,累計,106,,,
