盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.5,0,2.5,0,0,0,2.5,7.74,0,-,-,-,-,2018,44.8,34.4,38,6.57,0,6.57,2017,3.11,80.4,0,80.4
2017,2.8,0,2.8,0,0,0,2.8,8.67,0,-,-,-,-,2017,46.5,38.85,42.4,6.61,0,6.61,2016,3.28,85.4,0,85.4
2016,2.5,0,2.5,0,0,0,2.5,7.74,0,-,-,-,-,2016,47.4,32.5,41.7,6,0,6,2015,3.03,82.5,0,82.5
2015,2.5,0,2.5,0,0,0,2.5,7.74,0,17.9,1.8,1.07,0,2015,44.3,28.15,37.4,6.69,0,6.69,2014,3.21,77.9,0,77.9
2014,2.2,0,2.2,0,0,0,2.2,6.81,0,16.8,1.8,1.01,0,2014,49.25,33.95,40.5,5.43,0,5.43,2013,3.02,72.8,0,72.8
2013,2.2,0,2.2,0,0,0,2.2,6.81,0,20.7,1.8,1.24,0,2013,48.9,30.2,40.9,5.38,0,5.38,2012,3.79,58,0,58
2012,2.2,0,2.2,0,0,0,2.2,6.65,0,18.9,1.8,1.13,0,2012,52.8,34.35,45.8,4.8,0,4.8,2011,3.48,63.2,0,63.2
2011,2.5,0,2.5,0.2,0,0.2,2.7,7.41,5.93,21.4,1.8,1.61,0,2011,58.4,29,45.9,5.44,0.44,5.88,2010,4.06,61.6,4.9,66.5
2010,2,0,2,0.2,0,0.2,2.2,5.76,5.76,7.12,0.91,0.71,0,2010,60,44.05,54.4,3.67,0.37,4.04,2009,2.75,72.6,7.3,79.9
2009,2,0,2,0.5,0,0.5,2.5,5.37,13.4,16.2,1.7,0.61,2.18,2009,59.3,19.85,36.9,5.42,1.35,6.77,2008,3.56,56.2,14,70.2
2008,1.98,0,1.98,0.99,0,0.99,2.98,-,-,16.3,1.43,0.41,4.07,2008,66,17.4,44.1,4.5,2.25,6.75,2007,4.88,40.7,20.3,61
2007,1.94,0,1.94,0.97,0,0.97,2.91,-,-,14,1.67,0.35,-,2007,87.5,48.5,64.5,3.01,1.51,4.52,2006,4.13,47,23.5,70.5
2006,1,0,1,0.6,0,0.6,1.6,-,-,6.87,1.43,0,-,2006,57.5,27.9,43.9,2.28,1.37,3.64,2005,2.73,36.6,22,58.6
2005,0.48,0,0.48,0.48,0,0.48,0.96,-,-,3.75,1.45,0,-,2005,30.55,13.75,21.5,2.23,2.23,4.47,2004,1.63,29.5,29.5,59
2004,0.3,0,0.3,0.5,0,0.5,0.8,-,-,2.76,1.94,0,-,2004,28.5,13.5,19,1.58,2.63,4.2,2003,1.01,29.7,49.5,79.2
2003,0.1,0,0.1,0.41,0,0.41,0.51,-,-,0,0,0,-,2003,27.3,10.2,17.7,0.58,2.31,2.88,2002,0.6,17,68.2,85.2
2002,0.2,0,0.2,0.8,0.5,1.3,1.5,-,-,0,0,0,-,2002,44.9,13.1,26.7,0.75,4.87,5.62,2001,1.45,13.8,89.7,103
2001,0,0,0,2.9,0,2.9,2.9,-,-,0,0,0,-,2001,96,16.7,47.2,0,6.15,6.15,2000,3.9,0,74.4,74.4
2000,0,0,0,0.8,0,0.8,0.8,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,1.2,0,66.7,66.7
1999,0,0,0,0,0,0,0,-,-,0,-,0,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,1.47,0,1.47,0.47,0.02,0.49,1.96,,,,,,,平均,52.8,27,39.4,3.9,1.4,5.4,平均,2.89,48.7,24.7,73.4
累計,29.4,0,29.4,9.35,0.5,9.85,39.3,,,,,,,累計,,,,,,,累計,54.8,,,
