盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,-,-,-,-,-,-,-,-,-,-,-,-,-,2018,7.1,4.39,5.71,-,-,-,-,-,-,-,-
2017,-,-,-,-,-,-,-,-,-,-,-,-,-,2017,12.8,5.69,11.8,-,-,-,-,-,-,-,-
2016,0,0,0,0,0,0,0,-,-,-,-,-,-,2016,12.5,11.2,12.4,0,0,0,2015,-,-,-,-
2015,0,0,0,0,0,0,0,-,-,-,-,-,-,2015,13.75,11.2,12.5,0,0,0,2014,-,-,-,-
2014,0,0,0,0,0,0,0,-,-,-,-,-,-,2014,13.15,11.7,12.5,0,0,0,2013,-,-,-,-
2013,0,0,0,0,0,0,0,-,-,-,-,-,-,2013,13.3,12.4,12.7,0,0,0,2012,-,-,-,-
2012,0,0,0,0,0,0,0,-,-,-,-,-,-,2012,13.6,12.4,12.7,0,0,0,2011,-,-,-,-
2011,0,0,0,0,0,0,0,-,-,-,-,-,-,2011,14.65,12.7,13.3,0,0,0,2010,-,-,-,-
平均,0,0,0,0,0,0,0,,,,,,,平均,12.6,10.2,11.7,0,0,0,平均,,,,
累計,0,0,0,0,0,0,0,,,,,,,累計,,,,,,,累計,,,,
