盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,14.7,9.6,11.6,0,0,0,2017,0.02,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,16.35,10.35,12.7,0,0,0,2016,-1.09,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,13.85,8.44,10.6,0,0,0,2015,-1.83,0,0,0
2015,0.48,0,0.48,0,0,0,0.48,1.33,0,2.66,1.8,0.24,0,2015,18.6,6.21,12.6,3.8,0,3.8,2014,0.53,90.4,0,90.4
2014,0.49,0,0.49,0,0,0,0.49,1.37,0,2.75,1.8,0.25,0,2014,23.9,14.95,19.4,2.55,0,2.55,2013,0.55,89.9,0,89.9
2013,1,0,1,0,0,0,1,2.77,0,5.57,1.8,0.5,0,2013,27.2,16.8,20.8,4.81,0,4.81,2012,1.12,89.3,0,89.3
2012,3.59,0,3.59,0,0,0,3.59,9.96,0,19.6,1.38,2.37,0,2012,44.15,18.6,30.7,11.7,0,11.7,2011,5.19,69.3,0,69.3
2011,3.85,0,3.85,0,0,0,3.85,10.6,0,23,1.39,2.67,0,2011,62.2,31.75,47.7,8.08,0,8.08,2010,5.05,76.2,0,76.2
2010,2.83,0,2.83,0,0,0,2.83,10.5,0,21.1,1.8,1.9,0,2010,64.5,26.8,38.3,7.4,0,7.4,2009,3.16,89.6,0,89.6
2009,0.78,0,0.78,0,0,0,0.78,2.88,0,16.9,4.74,0.34,0,2009,31.75,6.7,17.9,4.37,0,4.37,2008,0.93,84.2,0,84.2
2008,0.7,0,0.7,0.87,0,0.87,1.57,-,-,31.4,4.5,0,4.87,2008,22.35,6.05,14.2,4.94,6.14,11.1,2007,2.01,34.8,43.3,78.1
2007,1,0,1,0.45,0,0.45,1.45,-,-,27.3,4.73,0,-,2007,46.65,19,28.4,3.52,1.59,5.11,2006,1.81,55.2,24.9,80.1
2006,0.75,0,0.75,0.75,0,0.75,1.5,-,-,25.2,5.04,0,-,2006,24.75,14.3,19.3,3.89,3.89,7.78,2005,1.7,44.1,44.1,88.2
2005,0,0,0,0.3,0,0.3,0.3,-,-,4.88,3.62,0,-,2005,19.25,8.5,11.5,0,2.6,2.6,2004,0.47,0,63.8,63.8
2004,0.55,0,0.55,0.55,0,0.55,1.1,-,-,16.8,5.63,0,-,2004,24.4,9.05,16.1,3.41,3.41,6.83,2003,1.04,52.7,52.7,105
2003,0.8,0,0.8,1.2,0,1.2,2,-,-,29.4,5.34,0,-,2003,33.8,17.6,22.2,3.6,5.39,8.99,2002,2.28,35.1,52.6,87.7
2002,0.7,0,0.7,1.8,0,1.8,2.5,-,-,0,0,0,-,2002,72,28,49.6,1.41,3.63,5.05,2001,3.19,21.9,56.4,78.4
2001,0.5,0,0.5,2.5,0,2.5,3,-,-,0,0,0,-,2001,68,24.6,46.8,1.07,5.35,6.41,2000,4.57,10.9,54.7,65.6
2000,0,0,0,4,0,4,4,-,-,0,0,0,-,2000,238,28.8,100,0,3.99,3.99,1999,6.03,0,66.3,66.3
1999,0,0,0,6.05,0,6.05,6.05,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,9.48,0,63.9,63.9
1998,0,0,0,7.21,0,7.21,7.21,-,-,0,-,0,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0,0,0,1.8,0,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1991,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1990,-,-,-,-
1990,0,0,0,1.2,0.3,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,2,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
平均,0.72,0,0.72,1.27,0.01,1.28,2,,,,,,,平均,45.6,16.1,27.9,3.4,1.9,5.3,平均,2.31,42.2,26.1,68.3
累計,18,0,18,31.7,0.3,32,50,,,,,,,累計,,,,,,,累計,46.2,,,
