盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.25,0,0.25,0,0,0,0.25,0.46,0,-,-,-,-,2018,13.7,9.55,11.3,2.22,0,2.22,2017,0.39,64.1,0,64.1
2017,0.2,0,0.2,0,0,0,0.2,0.37,0,-,-,-,-,2017,11.1,7.12,8.69,2.3,0,2.3,2016,0.27,74.1,0,74.1
2016,0.1,0,0.1,0,0,0,0.1,0.18,0,-,-,-,-,2016,8.45,5.8,6.64,1.51,0,1.51,2015,0.18,55.6,0,55.6
2015,0.11,0.14,0.25,0,0,0,0.25,0.46,0,0.41,1.86,0.02,0,2015,9.51,4.63,7.37,3.39,0,3.39,2014,0.12,208,0,208
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,10.75,7,8.94,0,0,0,2013,-0.07,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,9.99,8.21,8.76,0,0,0,2012,0.02,0,0,0
2012,0.36,0,0.36,0,0,0,0.36,0.67,0,0.16,0.33,0.04,0,2012,14.75,7.71,10.3,3.47,0,3.47,2011,0.26,137,0,137
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19.1,8.32,14.3,0,0,0,2010,0.23,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,24.65,7.4,14.3,0,0,0,2009,-0.66,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,11.75,5.21,7.05,0,0,0,2008,0.02,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,8.94,3.97,6.54,0,0,0,2007,-2.05,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,11.4,5.34,8.2,0,0,0,2006,0.02,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,9.51,6,6.78,0,0,0,2005,-1.7,0,0,0
2005,0,0,0,0,0.15,0.15,0.15,-,-,-,-,-,-,2005,11.75,6.01,8.93,0,1.68,1.68,2004,0.16,0,93.9,93.9
2004,0.5,0,0.5,0.17,0.33,0.5,1,-,-,0.79,0.49,0.03,-,2004,27,9,15.2,3.29,3.29,6.58,2003,0.8,62.6,62.6,125
2003,0,0,0,0.31,0.73,1.04,1.04,-,-,0.82,0.95,0.03,-,2003,20.6,12.7,15.6,0,6.7,6.7,2002,0.46,0,227,227
2002,0,0,0,1.2,0.8,2,2,-,-,0,0,0,-,2002,35.3,12.75,21.8,0,9.17,9.17,2001,1.45,0,138,138
2001,0,0,0,2.5,0,2.5,2.5,-,-,0,0,0,-,2001,62,20.9,37.4,0,6.69,6.69,2000,2.65,0,94.3,94.3
2000,0,0,0,2.5,0,2.5,2.5,-,-,0,0,0,-,2000,143,27.6,76.3,0,3.27,3.27,1999,2.2,0,114,114
1999,0,0,0,2,1,3,3,-,-,0,0,0,-,1999,103,37,73.5,0,4.08,4.08,1998,1.6,0,188,188
1998,0,0,0,5,0,5,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0,0,0,6,0,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
1996,5,0,5,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
平均,0.28,0.01,0.29,0.86,0.13,0.99,1.28,,,,,,,平均,28.3,10.6,18.4,0.8,1.7,2.6,平均,0.32,30.1,45.9,75.9
累計,6.52,0.14,6.66,19.7,3.01,22.7,29.4,,,,,,,累計,,,,,,,累計,6.35,,,
