盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,30.25,18.6,25.1,0,0,0,2017,-0.77,0,0,0
2017,0.5,0,0.5,0,0,0,0.5,0.59,0,-,-,-,-,2017,39.7,27.2,31.2,1.6,0,1.6,2016,0.1,500,0,500
2016,1.5,0,1.5,0,0,0,1.5,1.78,0,-,-,-,-,2016,44.1,28.9,33,4.54,0,4.54,2015,1.78,84.3,0,84.3
2015,3,0,3,0,0,0,3,3.56,0,6.45,1.2,0.13,0,2015,77.3,34.2,54.9,5.46,0,5.46,2014,4.51,66.5,0,66.5
2014,2,0,2,0,0,0,2,2.38,0,3.81,1.07,0.08,0,2014,86.8,50.2,67.8,2.95,0,2.95,2013,3.01,66.4,0,66.4
2013,0.6,0,0.6,0,0,0,0.6,0.71,0,1.2,0.63,0.02,0,2013,71.3,25.4,38.2,1.57,0,1.57,2012,1.66,36.1,0,36.1
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,43.3,19.15,32.1,0,0,0,2011,1.59,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,36.05,17.3,25.6,0,0,0,2010,0.79,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,25.3,18.1,21.8,0,0,0,2009,-1.47,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,27.5,11.8,17.7,0,0,0,2008,-2.03,0,0,0
2008,0.1,0,0.1,0.5,0,0.5,0.6,-,-,1.9,2.01,0,0.32,2008,49.9,10.1,26.4,0.38,1.89,2.27,2007,0.98,10.2,50.9,61.1
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,91,22,46.7,0,0,0,2006,0.07,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,24.75,17.25,19,0,0,0,2005,-0.23,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,18.25,12.5,14.3,0,0,0,2004,0.04,0,0,0
2004,0,0,0,0.4,0,0.4,0.4,-,-,0.92,2.49,0,-,2004,27.8,13.8,18.5,0,2.17,2.17,2003,0.4,0,100,100
2003,0.2,0,0.2,1,0,1,1.2,-,-,3.25,2.49,0,-,2003,37.9,20,25.9,0.77,3.87,4.64,2002,1.57,12.7,63.7,76.4
2002,0.17,0,0.17,1.8,0,1.8,1.97,-,-,4.53,2.71,0,-,2002,62.5,25,37.3,0.46,4.82,5.28,2001,2.39,7.1,75.3,82.4
2001,0.22,0,0.22,2.55,0,2.55,2.77,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,3.33,6.6,76.6,83.2
2000,0,0,0,3.6,0,3.6,3.6,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,5.79,0,62.2,62.2
1999,0,0,0,3.24,0,3.24,3.24,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,3.97,0,81.6,81.6
平均,0.41,0,0.41,0.65,0,0.65,1.07,,,,,,,平均,46.7,21.9,31.5,1,0.8,1.8,平均,1.37,39.5,25.5,65
累計,8.29,0,8.29,13.1,0,13.1,21.4,,,,,,,累計,,,,,,,累計,27.5,,,
