盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.1,0,2.1,0,0,0,2.1,1.87,0,-,-,-,-,2018,32.35,28.7,30.8,6.81,0,6.81,2017,2.3,91.3,0,91.3
2017,3,0,3,0,0,0,3,2.68,0,-,-,-,-,2017,36.2,28.8,31.7,9.46,0,9.46,2016,3.39,88.5,0,88.5
2016,2,0,2,0,0,0,2,1.78,0,-,-,-,-,2016,37.6,24.6,29.1,6.87,0,6.87,2015,2.24,89.3,0,89.3
2015,1.8,0,1.8,0,0,0,1.8,1.61,0,3.14,2.02,0.16,0,2015,27.3,22.5,25.4,7.08,0,7.08,2014,1.74,103,0,103
2014,2,0,2,0,0,0,2,1.78,0,2.1,2.04,0.08,0,2014,27.35,23.45,24.5,8.18,0,8.18,2013,1.15,174,0,174
2013,1.8,0,1.8,0,0,0,1.8,1.61,0,3.46,2.03,0.14,0,2013,30.6,22.6,27.2,6.62,0,6.62,2012,1.91,94.2,0,94.2
2012,2.1,0,2.1,0,0,0,2.1,1.87,0,4.32,2.03,0.17,0,2012,29.35,25.05,27.4,7.68,0,7.68,2011,2.38,88.2,0,88.2
2011,2,0,2,0,0,0,2,1.78,0,4.1,2.02,0.16,0,2011,29.4,24,27,7.42,0,7.42,2010,2.27,88.1,0,88.1
2010,2,0,2,0,0,0,2,1.78,0,4.14,2.03,0.17,0,2010,34.7,25,29,6.89,0,6.89,2009,2.29,87.3,0,87.3
2009,2,0,2,0,0,0,2,1.78,0,5,1.97,0.2,0,2009,31.5,17.3,24.7,8.1,0,8.1,2008,2.84,70.4,0,70.4
2008,2.8,0,2.8,0,0,0,2.8,-,-,6,1.63,0.22,0,2008,36,17.1,25.9,10.8,0,10.8,2007,4.13,67.8,0,67.8
2007,2.1,0,2.1,0,0,0,2.1,-,-,4,1.45,0.16,-,2007,49.3,28.6,37.6,5.59,0,5.59,2006,3.1,67.7,0,67.7
2006,2.5,0,2.5,0,0,0,2.5,-,-,5,1.38,0.19,-,2006,32.95,26.3,28.8,8.68,0,8.68,2005,4.07,61.4,0,61.4
2005,1.5,0,1.5,0,0,0,1.5,-,-,3,1.08,0.1,-,2005,30.5,21,24.7,6.08,0,6.08,2004,3.11,48.2,0,48.2
2004,3.5,0,3.5,0.5,0,0.5,4,-,-,6,1.33,0.06,-,2004,64,25.7,40.4,8.66,1.24,9.89,2003,5.9,59.3,8.5,67.8
2003,3,0,3,1.5,0,1.5,4.5,-,-,4,0.92,0.16,-,2003,82.5,50.5,60.2,4.98,2.49,7.48,2002,6.89,43.5,21.8,65.3
2002,2,0,2,0,0,0,2,-,-,0,0,0,-,2002,56.5,53.5,55.3,3.61,0,3.61,2001,2.74,73,0,73
2001,0.5,0,0.5,0.5,0,0.5,1,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,9.84,5.1,5.1,10.2
2000,0,0,0,2.56,0,2.56,2.56,-,-,0,-,0,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,2.04,0,2.04,0.27,0,0.27,2.3,,,,,,,平均,39.3,27.3,32.3,7.3,0.2,7.5,平均,3.46,77.8,2,79.8
累計,38.7,0,38.7,5.06,0,5.06,43.8,,,,,,,累計,,,,,,,累計,62.3,,,
