盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.8,0,2.8,0,0,0,2.8,10.5,0,-,-,-,-,2018,37.8,24,31.7,8.82,0,8.82,2017,3.95,70.9,0,70.9
2017,2.48,0,2.48,0,0,0,2.48,9,0,-,-,-,-,2017,35.3,22.6,28.7,8.62,0,8.62,2016,3.7,67,0,67
2016,0.94,0,0.94,0,0,0,0.94,3,0,-,-,-,-,2016,25.95,11.7,17.7,5.29,0,5.29,2015,1.2,78,0,78
2015,1.1,0,1.1,0,0,0,1.1,3.2,0,2.8,0.93,0.15,0,2015,17.9,9.82,14.7,7.45,0,7.45,2014,1.29,85.2,0,85.2
2014,0.67,0,0.67,0,0,0,0.67,1.7,0,2.69,2.4,0.07,0,2014,21.45,14.7,17.4,3.87,0,3.87,2013,0.68,98.8,0,98.8
2013,0.4,0,0.4,0,0,0,0.4,0.66,0,1.06,0.93,0.04,0,2013,16.85,11.6,14.4,2.8,0,2.8,2012,0.64,62.9,0,62.9
2012,1.19,0,1.19,0,0,0,1.19,2.15,0,3.41,1.36,0.09,0,2012,22,10.1,15,7.95,0,7.95,2011,1.37,86.9,0,86.9
2011,1.46,0,1.46,0,0,0,1.46,2.7,0,5.84,1.53,0.16,0,2011,28.45,13.25,21.1,6.95,0,6.95,2010,2.01,72.8,0,72.8
2010,1.07,0,1.07,0,0,0,1.07,2.05,0,4.47,1.74,0.14,0,2010,32.9,18.7,24.3,4.39,0,4.39,2009,1.7,62.9,0,62.9
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,30.9,5.01,13.8,0,0,0,2008,-0.2,0,0,0
2008,0.51,0,0.51,0,0,0,0.51,-,-,1.82,1.78,0.09,0,2008,15.95,3.1,9.76,5.24,0,5.24,2007,0.68,75.2,0,75.2
2007,0.26,0,0.26,0,0.6,0.6,0.87,-,-,0.95,2.06,0.07,-,2007,28.6,10.45,18,1.47,3.37,4.84,2006,0.4,65.9,151,217
2006,0.71,0,0.71,0.71,0,0.71,1.43,-,-,3.48,1.63,0.09,-,2006,27.4,14.1,18.9,3.77,3.77,7.54,2005,2.22,32.1,32.1,64.3
2005,0.99,0,0.99,0.41,0,0.41,1.4,-,-,3.02,1.64,0.08,-,2005,30.8,14.4,22.9,4.33,1.8,6.13,2004,2.33,42.5,17.7,60.3
2004,0.8,0,0.8,1.2,0,1.2,2,-,-,3.2,1.84,0,-,2004,43.6,14,24.6,3.25,4.88,8.13,2003,2.49,32.1,48.2,80.3
2003,0,0,0,0.5,0,0.5,0.5,-,-,1.1,1.8,0,-,-,-,-,-,-,-,-,2002,1.03,0,48.5,48.5
2002,0,0,0,0.75,0.25,1,1,-,-,0.88,-,0,-,-,-,-,-,-,-,-,2001,-,-,-,-
平均,0.91,0,0.91,0.21,0.05,0.26,1.17,,,,,,,平均,27.7,13.2,19.5,4.9,0.9,5.9,平均,1.59,58.3,18.6,76.9
累計,15.4,0,15.4,3.58,0.86,4.43,19.8,,,,,,,累計,,,,,,,累計,25.5,,,
