盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.02,0,1.02,0,0,0,1.02,8.41,0,-,-,-,-,2018,23.65,20,21.3,4.79,0,4.79,2017,0.6,170,0,170
2017,1.03,0,1.03,0,0,0,1.03,8.8,0,-,-,-,-,2017,23.2,20,21.2,4.87,0,4.87,2016,-0.37,-279,0,-279
2016,1,0,1,0,0,0,1,8.8,0,-,-,-,-,2016,23.9,19.8,21.1,4.74,0,4.74,2015,3.48,28.7,0,28.7
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,28.75,19.15,24.3,0,0,0,2014,-0.32,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,63,25.2,34.6,0,0,0,2013,-0.56,0,0,0
2013,0.45,0,0.45,0,0,0,0.45,4.03,0,13.2,3.7,0.07,0,2013,55.3,17.8,33.9,1.33,0,1.33,2012,0.41,110,0,110
2012,0.45,0,0.45,0,0,0,0.45,4.03,0,14.8,1.2,0.07,0,2012,22.1,16.1,18.7,2.41,0,2.41,2011,1.42,31.7,0,31.7
2011,0.1,0,0.1,0.6,0,0.6,0.7,0.85,50.7,0.63,0.09,0,0,2011,22,15.75,17.6,0.57,3.4,3.97,2010,0.84,11.9,71.4,83.3
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,19.15,10.35,14.4,0,0,0,2009,0.18,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,16.2,6.03,11.9,0,0,0,2008,0.04,0,0,0
2008,0.5,0,0.5,0.5,0,0.5,1,-,-,5,0.53,0.02,0,2008,24,5.46,14.2,3.53,3.54,7.07,2007,1.21,41.3,41.5,82.8
2007,1,0,1,0,0,0,1,-,-,4.21,0.46,0.02,-,2007,29.6,15.8,22.3,4.48,0,4.48,2006,1.2,83.3,0,83.3
2006,1,0,1,0,0,0,1,-,-,9.64,0.64,0.05,-,2006,25.1,11.25,16.4,6.11,0,6.11,2005,2,50,0,50
2005,1.35,0,1.35,0,0,0,1.35,-,-,5.61,0.37,0.03,-,2005,15.6,11.2,13,10.4,0,10.4,2004,1.95,69.2,0,69.2
2004,0.57,0,0.57,0,0,0,0.57,-,-,1.02,0.18,0.01,-,2004,15.8,7.55,12.3,4.62,0,4.62,2003,0.7,81.3,0,81.3
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,9.4,4.98,6.71,0,0,0,2002,-1.18,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,10.7,4.5,5.83,0,0,0,2001,-0.12,0,0,0
2001,0.5,0,0.5,0,0.19,0.19,0.69,-,-,0,0,0,-,2001,12.6,4.5,7.41,6.75,2.6,9.35,2000,0.25,200,77.2,277
2000,1.24,0,1.24,0,0.18,0.18,1.42,-,-,0,0,0,-,2000,26.8,9.6,16.8,7.39,1.07,8.46,1999,1.34,92.5,13.4,106
1999,1.3,0,1.3,0,0.4,0.4,1.7,-,-,-,-,-,-,1999,37.5,21,29.1,4.46,1.37,5.83,1998,1.45,89.7,27.6,117
1998,1,0,1,0.35,0.4,0.75,1.75,-,-,-,-,-,-,1998,61,33.79,46.5,2.15,1.61,3.77,1997,1.57,63.7,47.8,112
1997,1.65,0,1.65,0,0,0,1.65,-,-,0,0,0,-,1997,72,52,64.1,2.57,0,2.57,1996,1.89,87.3,0,87.3
1996,1.85,0,1.85,0,0,0,1.85,-,-,-,-,-,-,1996,62.5,39.5,50.7,3.65,0,3.65,1995,2.14,86.3,0,86.3
1995,0.5,0,0.5,1.75,0.45,2.2,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,2.51,19.9,87.5,107
1994,1,0,1,1,0.5,1.5,2.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,2,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.75,0,0.75,0.16,0.08,0.24,0.99,,,,,,,平均,30.4,17,22.8,3.3,0.6,3.8,平均,0.94,43.2,15.3,58.5
累計,19.5,0,19.5,4.2,2.12,6.33,25.8,,,,,,,累計,,,,,,,累計,22.6,,,
