盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0,0,0,0.5,0.4,0,-,-,-,-,2018,27.1,20,22.3,2.24,0,2.24,2017,-0.25,-200,0,-200
2017,0.5,0,0.5,0,0,0,0.5,0.5,0,-,-,-,-,2017,24.8,20,21.5,2.33,0,2.33,2016,0.31,161,0,161
2016,1,0,1,0,0,0,1,1,0,-,-,-,-,2016,27.25,20,23.8,4.21,0,4.21,2015,1.38,72.5,0,72.5
2015,1.43,0,1.43,0,0,0,1.43,1.43,0,1.44,0.51,0.58,0,2015,52,23.05,34.2,4.18,0,4.18,2014,2.85,50.2,0,50.2
2014,20,0,20,0,0,0,20,20,0,2.31,0.45,0.55,0,2014,100.5,47,72.8,27.5,0,27.5,2013,5.12,391,0,391
2013,7,0,7,0,0,0,7,7,0,3.3,0.45,0.47,0,2013,95.3,82.8,89.7,7.81,0,7.81,2012,7.35,95.2,0,95.2
2012,7,0,7,0,0,0,7,7,0,4.2,0.47,0.7,0,2012,106,86.1,92.6,7.56,0,7.56,2011,8.88,78.8,0,78.8
2011,7,0,7,0,0,0,7,7,0,3.3,0.45,0.54,0,2011,109.5,79.6,92.1,7.6,0,7.6,2010,7.33,95.5,0,95.5
2010,6,0,6,0,0,0,6,6,0,3.13,0.45,0.46,0,2010,125,81.7,98.1,6.12,0,6.12,2009,6.96,86.2,0,86.2
2009,6,0,6,0,0,0,6,6,0,3.71,0.36,0.8,0,2009,120,78.2,94.6,6.34,0,6.34,2008,10.31,58.2,0,58.2
2008,5.8,0,5.8,1.05,0,1.05,6.85,-,-,5.54,0.45,0.7,0.42,2008,206,66,134,4.33,0.78,5.11,2007,13.67,42.4,7.7,50.1
2007,9.2,0,9.2,0.8,0,0.8,10,-,-,4.53,0.45,0.48,-,2007,318,140.5,205,4.49,0.39,4.88,2006,12.2,75.4,6.6,82
2006,5.52,0,5.52,1.51,0,1.51,7.03,-,-,4.32,0.44,0.4,-,2006,198,138.5,160,3.45,0.94,4.38,2005,13.86,39.9,10.9,50.7
2005,4.52,0,4.52,1.51,0,1.51,6.03,-,-,-,-,-,-,2005,158,92.5,124,3.64,1.21,4.85,2004,11.91,38,12.7,50.6
2004,3.79,0,3.79,3.29,0,3.29,7.08,-,-,2.8,0.46,0.29,-,2004,194,88,133,2.85,2.47,5.31,2003,13.3,28.5,24.7,53.2
2003,1,0,1,4,0,4,5,-,-,0,0,0.1,-,2003,162,136,146,0.68,2.74,3.42,2002,10.78,9.3,37.1,46.4
2002,1.5,0,1.5,2.5,0,2.5,4,-,-,0,0,0.12,-,-,-,-,-,-,-,-,2001,13.32,11.3,18.8,30
2001,0.78,0,0.78,3.2,0,3.2,3.98,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,-,-,-,-
2000,0,0,0,10,0,10,10,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,4.66,0,4.66,1.47,0,1.47,6.13,,,,,,,平均,126,75,96.5,6,0.5,6.5,平均,8.19,66.7,7,73.6
累計,88.5,0,88.5,27.9,0,27.9,116,,,,,,,累計,,,,,,,累計,139,,,
