盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2,0,2,0,0,0,2,7.69,0,-,-,-,-,2018,24.95,20.35,22.7,8.81,0,8.81,2017,2.02,99,0,99
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,25,20.7,23.3,0,0,0,2016,1.49,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,22.15,16.7,18.8,0,0,0,2015,0.61,0,0,0
2015,0.8,0,0.8,0.2,0,0.2,1,3.01,7.52,0,0,0,0.38,2015,27.85,15.6,23,3.48,0.87,4.35,2014,2.6,30.8,7.7,38.5
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,30,23.3,26.2,0,0,0,2013,4.16,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,33.5,27.15,29.6,0,0,0,2012,3.8,0,0,0
2012,0.5,0,0.5,0.5,0,0.5,1,1.79,17.9,0,0,0,0.31,2012,34.1,17.3,26.8,1.87,1.87,3.74,2011,2.31,21.6,21.6,43.3
2011,0.2,0,0.2,0.8,0,0.8,1,0.66,26.5,0,0,0,0.62,2011,39,15.5,26.5,0.75,3.01,3.77,2010,2.85,7,28.1,35.1
2010,0.2,0,0.2,0.8,0,0.8,1,0.61,24.5,0,0,0,0.34,2010,37.95,24.45,30,0.67,2.67,3.33,2009,1.7,11.8,47.1,58.8
2009,0,0,0,0,0,0,0,-,-,-,-,-,-,2009,35.6,10.8,23.9,0,0,0,2008,1.9,0,0,0
2008,0,0,0,1.02,0,1.02,1.02,-,-,0,0,0,0.57,2008,61,10,27.3,0,3.72,3.72,2007,2.4,0,42.4,42.4
2007,0,0,0,1.02,0,1.02,1.02,-,-,0,0,0,-,2007,35.9,17.6,28.3,0,3.6,3.6,2006,2.3,0,44.3,44.3
2006,0,0,0,2.05,0,2.05,2.05,-,-,0,0,0,-,2006,43,27.6,34.5,0,5.94,5.94,2005,3.64,0,56.2,56.2
2005,0,0,0,5,0,5,5,-,-,0,0,0,-,2005,65.5,22.95,43.5,0,11.5,11.5,2004,8.13,0,61.5,61.5
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,72.5,35.4,55,0,0,0,2003,1.94,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,43.3,5.7,12.7,0,0,0,2002,0.39,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,9.8,4.71,6.31,0,0,0,2001,-1.72,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,10,3.31,5.93,0,0,0,2000,-1.63,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,2000,15.9,5.1,9.75,0,0,0,1999,-1.89,0,0,0
1999,0,0,0,0,1,1,1,-,-,0,0,0,-,1999,27.8,7.1,13.3,0,7.55,7.55,1998,0.02,0,5000,5000
1998,0,0,0,0,0,0,0,-,-,0,0,0,-,1998,19.39,9.5,14,0,0,0,1997,-0.41,0,0,0
1997,0,0,0,0,0,0,0,-,-,0,0,0,-,1997,28.8,13.5,19.5,0,0,0,1996,-0.28,0,0,0
1996,0,0,0,0,0,0,0,-,-,0,0,0,-,1996,21.8,13.55,16.6,0,0,0,1995,-0.63,0,0,0
1995,0.5,0,0.5,3.5,0,3.5,4,-,-,0,0,0,-,1995,58.5,14.8,26.7,1.87,13.1,15,1994,2.32,21.5,151,172
1994,0,0,0,2.35,0,2.35,2.35,-,-,-,-,-,-,1994,58,41.5,50,0,4.7,4.7,1993,2.89,0,81.2,81.2
1993,0,0,0,2.75,0,2.75,2.75,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,3.85,0,71.5,71.5
平均,0.16,0,0.16,0.77,0.04,0.81,0.97,,,,,,,平均,35.3,17,24.6,0.7,2.3,3,平均,1.72,7.4,216,223
累計,4.2,0,4.2,20,1,21,25.2,,,,,,,累計,,,,,,,累計,44.8,,,
