盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,8.47,7.3,7.8,0,0,0,2017,-0.17,0,0,0
2017,0.4,0,0.4,0.4,0,0.4,0.8,1.16,11.6,-,-,-,-,2017,11.2,8.13,9.18,4.36,4.36,8.72,2016,1.25,32,32,64
2016,0.8,0,0.8,0.8,0,0.8,1.6,2.14,21.4,-,-,-,-,2016,12.95,7.98,10.2,7.87,7.87,15.8,2015,2.52,31.7,31.7,63.5
2015,0.2,0,0.2,0.8,0,0.8,1,0.5,19.8,2.55,0.9,0.05,0,2015,12.15,6.81,9.66,2.07,8.28,10.4,2014,1.15,17.4,69.6,87
2014,0.2,0,0.2,0.8,0,0.8,1,0.46,18.4,2.65,0.48,0.05,0,2014,15.65,11.15,13.2,1.52,6.09,7.61,2013,3.5,5.7,22.9,28.7
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,21.7,14.5,17.1,0,0,0,2012,1.57,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,17.9,12,14.8,0,0,0,2011,1.4,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19.8,13.2,15.3,0,0,0,2010,0.1,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,21.5,12,16.5,0,0,0,2009,0.39,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,15,4.65,9.9,0,0,0,2008,-0.21,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,11,4.58,8.16,0,0,0,2007,-0.63,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,10,6.89,8.39,0,0,0,2006,-3.88,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,9.71,1.8,3.76,0,0,0,2005,-6.79,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,4.44,1.21,2.1,0,0,0,2004,-0.58,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,8,0.76,3.48,0,0,0,2003,-2.52,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,3.3,1.15,2.18,0,0,0,2002,-2.61,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,5.95,0.56,1.71,0,0,0,2001,-1.94,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,11.55,1.23,3.26,0,0,0,2000,-0.49,0,0,0
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,2000,39.9,11.55,22.4,0,0,0,1999,-3.56,0,0,0
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,1999,24,15.7,20.5,0,0,0,1998,-1.51,0,0,0
1998,0,0,0,0.67,1,1.66,1.66,-,-,0,0,0,-,1998,34.29,19.8,26.3,0,6.33,6.33,1997,0.6,0,277,277
1997,0.5,0,0.5,0.7,0.8,1.5,2,-,-,-,-,-,-,1997,46,21.1,29.8,1.68,5.03,6.7,1996,1.04,48.1,144,192
1996,0.5,0,0.5,0.8,0,0.8,1.3,-,-,0,0,0,-,1996,26.4,21.4,23.5,2.13,3.4,5.53,1995,1.53,32.7,52.3,85.1
1995,0,0,0,1.3,0,1.3,1.3,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,1.56,0,83.1,83.1
1994,0,0,0,1,0,1,1,-,-,0,-,0,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.1,0,0.1,0.32,0.07,0.39,0.49,,,,,,,平均,17,8.93,12.1,0.9,1.8,2.7,平均,-0.34,7,29.7,36.7
累計,2.6,0,2.6,8.27,1.8,10.1,12.7,,,,,,,累計,,,,,,,累計,-8.28,,,
