盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,9.79,6.71,8.08,0,0,0,2017,-1.16,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,11.2,8.21,9.47,0,0,0,2016,-0.32,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,13.3,6.8,9.72,0,0,0,2015,-1.99,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,14.5,5.35,9.96,0,0,0,2014,-1.61,0,0,0
2014,1.5,0,1.5,0,0,0,1.5,2.59,0,6.28,1.8,0.47,0,2014,24.3,11.45,18.3,8.19,0,8.19,2013,2.03,73.9,0,73.9
2013,1.5,0,1.5,0.5,0,0.5,2,2.46,8.21,7.77,1.8,0.58,0,2013,29.2,21.2,25.4,5.89,1.96,7.86,2012,2.66,56.4,18.8,75.2
2012,1.51,0,1.51,0.51,0,0.51,2.02,2.33,7.86,8.04,1.8,0.6,0,2012,28.7,22.1,25.6,5.88,1.99,7.87,2011,2.92,51.6,17.4,69.1
2011,1.81,0,1.81,0,0,0,1.81,2.77,0,6.94,1.8,0.52,0,2011,31.95,21,26.3,6.88,0,6.88,2010,2.53,71.5,0,71.5
2010,1.19,0,1.19,0.79,0,0.79,1.99,1.68,11.2,5.89,1.8,0.44,0,2010,40.3,26.3,31.7,3.76,2.51,6.27,2009,2.37,50.3,33.5,83.8
2009,0.99,0,0.99,0.49,0,0.49,1.48,1.31,6.53,3.8,1.8,0.29,0,2009,41,16,30.5,3.24,1.62,4.86,2008,1.62,61.1,30.5,91.6
2008,1,0,1,1.2,0,1.2,2.2,-,-,6.25,1.84,0,4.32,2008,38.6,10.6,23.9,4.18,5.01,9.19,2007,3.23,30.9,37.1,68
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,61.8,21.6,41.7,0,0,0,2006,0.07,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,38.6,16.7,22.8,0,0,0,2005,-2.02,0,0,0
2005,0.99,0,0.99,1.19,0,1.19,2.18,-,-,2.19,0.78,0.13,-,2005,48.8,13.65,27,3.68,4.41,8.09,2004,3.53,28.1,33.7,61.8
2004,0.49,0,0.49,1.78,0,1.78,2.27,-,-,1.83,0.9,0.07,-,2004,85.5,38.3,58,0.85,3.07,3.92,2003,3.49,14.2,51,65.1
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,62,17.5,35.4,0,0,0,2002,-0.19,0,0,0
2002,0.5,0,0.5,1.5,1,2.5,3,-,-,0,0,0,-,2002,85,16.3,34.1,1.47,7.33,8.8,2001,2.78,18,89.9,108
2001,0,0,0,1.9,0,1.9,1.9,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,2.78,0,68.3,68.3
2000,0,0,0,8,0,8,8,-,-,0,-,0,-,-,-,-,-,-,-,-,1999,-,-,-,-
平均,0.6,0,0.6,0.94,0.05,0.99,1.6,,,,,,,平均,39.1,16.5,25.8,2.6,1.6,4.2,平均,1.26,25.3,21.1,46.5
累計,11.5,0,11.5,17.9,1,18.9,30.3,,,,,,,累計,,,,,,,累計,22.7,,,
