盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,42,29.5,34.8,0,0,0,2017,0.01,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,40,33.05,37.3,0,0,0,2016,0.04,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,35.6,29.8,33.7,0,0,0,2015,-0.55,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,37.8,27.9,32,0,0,0,2014,-0.87,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,38.9,30.4,36.2,0,0,0,2013,-0.16,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,39.8,24.7,30.9,0,0,0,2012,-1.29,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,27,23.75,24.9,0,0,0,2011,-0.66,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,30.1,25.2,28.2,0,0,0,2010,0.36,0,0,0
2010,0,0,0,0.3,0,0.3,0.3,0,3.98,1.37,2.02,0.05,0,2010,39.55,27.65,31.3,0,0.96,0.96,2009,0.51,0,58.8,58.8
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,36.8,25.2,29.7,0,0,0,2008,-0.22,0,0,0
2008,0.4,0,0.4,0.5,0.5,1,1.4,-,-,3.71,2.57,0,1.24,2008,42.9,27.55,36.2,1.11,2.76,3.87,2007,1.21,33.1,82.6,116
2007,0.35,0,0.35,0,0,0,0.35,-,-,2.52,4.28,0.06,-,2007,47.9,32.05,41,0.85,0,0.85,2006,0.65,53.8,0,53.8
2006,0.4,0,0.4,0,0,0,0.4,-,-,2.16,4.95,0.05,-,2006,33.6,14.5,24.2,1.66,0,1.66,2005,0.5,80,0,80
2005,0.3,0,0.3,0,0,0,0.3,-,-,1.56,3.68,0.04,-,2005,15.45,6.35,8.6,3.49,0,3.49,2004,0.53,56.6,0,56.6
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,13.2,7.6,9.72,0,0,0,2003,-0.31,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,11.9,7,9.15,0,0,0,2002,0.06,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,29.5,9.1,16.8,0,0,0,2001,-2.61,0,0,0
2001,0,0,0,1.77,0.13,1.9,1.9,-,-,0,0,0,-,2001,46.9,10.5,24.9,0,7.64,7.64,2000,2.7,0,70.4,70.4
2000,0,0,0,1.18,1,2.18,2.18,-,-,0,0,0,-,2000,312,23.3,110,0,1.99,1.99,1999,1.65,0,132,132
1999,0,0,0,0.6,1,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,0.9,0,178,178
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,0.45,0,0,0
1997,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
平均,0.07,0,0.07,0.27,0.12,0.39,0.45,,,,,,,平均,48.5,21.8,31.6,0.4,0.7,1.1,平均,0.14,10.6,24.8,35.5
累計,1.45,0,1.45,5.85,2.63,8.48,9.93,,,,,,,累計,,,,,,,累計,2.9,,,
