盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2,0.24,2.24,0,0,0,2.24,6.4,0,-,-,-,-,2018,50.5,35.25,41.1,5.45,0,5.45,2017,3.11,72.1,0,72.1
2017,0.8,0.62,1.43,0,0,0,1.43,4.05,0,-,-,-,-,2017,53.4,31.5,39.5,3.61,0,3.61,2016,2.19,65.1,0,65.1
2016,0.97,0.19,1.16,0,0,0,1.16,3.28,0,-,-,-,-,2016,37.4,23.8,29.6,3.93,0,3.93,2015,1.85,62.9,0,62.9
2015,2,0.65,2.65,0,0,0,2.65,7.23,0,10.1,0.9,2.5,0,2015,52.4,21,37.3,7.11,0,7.11,2014,4.34,61.2,0,61.2
2014,1.5,0.5,2,0,0,0,2,5.32,0,7.42,1.11,1.84,0,2014,67.9,34.9,49,4.07,0,4.07,2013,2.62,76.2,0,76.2
2013,0,0.6,0.6,0,0,0,0.6,1.6,0,0,0,0,0,2013,48,21.8,34.8,1.73,0,1.73,2012,-0.68,-88.3,0,-88.3
2012,0,0.5,0.5,0,0,0,0.5,1.3,0,0,0,0,0,2012,34.5,18.5,24.9,2.01,0,2.01,2011,-0.87,-57.5,0,-57.5
2011,1,0,1,0,0,0,1,2.47,0,1.64,0.43,1.21,0,2011,60.5,20.95,38.1,2.63,0,2.63,2010,1.55,64.8,0,64.8
2010,1,0,1,0,0,0,1,2.46,0,1.35,0.9,0.33,0,2010,79.3,36.35,53.7,1.86,0,1.86,2009,0.62,161,0,161
2009,1,0,1,0,0,0,1,2.43,0,0.63,1.37,0.16,0,2009,61,19.5,42.2,2.38,0,2.38,2008,0.19,528,0,528
2008,2.2,0,2.2,0.3,0,0.3,2.5,-,-,6.88,0.89,0.88,4.82,2008,68.3,14.15,40.9,5.38,0.73,6.12,2007,3.4,64.7,8.8,73.5
2007,1.83,0,1.83,0.3,0,0.3,2.13,-,-,3.74,0.87,0.72,-,2007,149.5,33.5,80.3,2.28,0.37,2.65,2006,1.99,92,15.1,107
2006,1,0,1,0.34,0,0.34,1.34,-,-,1.56,0.91,0.13,-,2006,44.35,24.6,32.5,3.07,1.05,4.12,2005,0.83,120,41,161
2005,2.5,0,2.5,1.2,0,1.2,3.7,-,-,15.1,0.9,1.11,-,2005,81.1,28,53.4,4.68,2.25,6.93,2004,9.47,26.4,12.7,39.1
2004,2,0,2,1,0,1,3,-,-,9.18,0.9,0.79,-,2004,165,64.5,101,1.99,0.99,2.98,2003,6.45,31,15.5,46.5
2003,1.8,0,1.8,1.2,0,1.2,3,-,-,10.3,0.9,0.62,-,2003,109.5,62.5,85.3,2.11,1.41,3.52,2002,8.3,21.7,14.5,36.1
2002,1.5,0,1.5,3,0,3,4.5,-,-,0,0,0,-,2002,445,91,207,0.73,1.45,2.18,2001,12.83,11.7,23.4,35.1
2001,2.6,0,2.6,6.4,0,6.4,9,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,26.56,9.8,24.1,33.9
2000,0,0,0,6.3,0,6.3,6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
1999,0.21,0,0.21,0.39,0,0.39,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,1.3,0.17,1.46,1.02,0,1.02,2.48,,,,,,,平均,94.6,34.2,58.3,3.2,0.5,3.7,平均,4.71,73.5,8.6,82.1
累計,25.9,3.31,29.2,20.4,0,20.4,49.7,,,,,,,累計,,,,,,,累計,84.7,,,
