盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.47,0.04,0.5,0,0,0,0.5,0.24,0,-,-,-,-,2018,31.8,23.2,26.8,1.87,0,1.87,2017,0.45,111,0,111
2017,1,0.5,1.5,0,0,0,1.5,0.71,0,-,-,-,-,2017,37.9,25,30.1,4.99,0,4.99,2016,2.25,66.7,0,66.7
2016,1,0.5,1.5,0,0,0,1.5,0.69,0,-,-,-,-,2016,43.5,24.6,31.3,4.79,0,4.79,2015,2.15,69.8,0,69.8
2015,2.01,0,2.01,0,0,0,2.01,0.93,0,2.15,2.06,0.19,0,2015,46.65,20.1,33.4,6.01,0,6.01,2014,2.3,87.3,0,87.3
2014,2,0,2,0,0,0,2,0.92,0,2.35,2.08,0.21,0,2014,67,36,47.7,4.19,0,4.19,2013,2.51,79.8,0,79.8
2013,2.2,0,2.2,0,0,0,2.2,0.99,0,2.58,2.08,0.22,0,2013,50.8,34,43,5.11,0,5.11,2012,2.76,79.7,0,79.7
2012,2.5,0,2.5,0,0,0,2.5,1.12,0,2.92,2.06,0.24,0,2012,65,41.6,51.9,4.81,0,4.81,2011,3.19,78.4,0,78.4
2011,4,0,4,0.4,0,0.4,4.4,1.71,1.71,5.25,1.96,0.42,0,2011,131,38.8,84.1,4.76,0.48,5.23,2010,6.35,63,6.3,69.3
2010,3.5,0,3.5,0.5,0,0.5,4,1.41,2.02,4.87,2.29,0.31,0,2010,210,117.5,153,2.28,0.33,2.61,2009,5.83,60,8.6,68.6
2009,2.4,0,2.4,0.6,0,0.6,3,0.78,1.94,4.2,2.7,0.07,0.75,2009,268,158,189,1.27,0.32,1.59,2008,5.05,47.5,11.9,59.4
2008,2.7,0,2.7,1.3,0,1.3,4,-,-,4.43,2.7,0.1,1.4,-,-,-,-,-,-,-,2007,6.87,39.3,18.9,58.2
平均,2.16,0.09,2.26,0.25,0,0.25,2.51,,,,,,,平均,95.2,51.9,69,4,0.1,4.1,平均,3.61,71.2,4.2,75.3
累計,23.8,1.04,24.8,2.8,0,2.8,27.6,,,,,,,累計,,,,,,,累計,39.7,,,
