盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.98,0.02,1,0,0,0,1,2.06,0,-,-,-,-,2018,24,15.8,19.1,5.23,0,5.23,2017,1.12,89.3,0,89.3
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,23.65,9.56,13.3,0,0,0,2016,-0.77,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,13.8,8.7,10.4,0,0,0,2015,-0.07,0,0,0
2015,1.4,0,1.4,0.1,0,0.1,1.5,2.86,2.04,3.29,0.9,0.33,0,2015,21.5,8.86,14.8,9.47,0.68,10.1,2014,1.82,76.9,5.5,82.4
2014,0.11,0,0.11,0,0,0,0.11,0.22,0,0.22,0.6,0.03,0,2014,26.4,14.5,19.5,0.55,0,0.55,2013,0.18,59.4,0,59.4
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,16.75,10,12.3,0,0,0,2012,-2.62,0,0,0
2012,0.15,0,0.15,0.1,0,0.1,0.25,0.3,2.03,0.49,0.9,0.05,0,2012,23.05,10.9,16,0.93,0.62,1.56,2011,0.27,55.6,37,92.6
2011,0.8,0,0.8,0.2,0,0.2,1,1.59,3.98,2.02,0.92,0.24,0,2011,40,13.25,25.5,3.13,0.78,3.92,2010,1.14,70.1,17.5,87.7
2010,0.68,0,0.68,0.29,0,0.29,0.97,1.29,5.55,1.33,0.9,0.16,0,2010,45.85,28.6,36.2,1.88,0.8,2.68,2009,0.81,83.9,36,120
2009,0.6,0,0.6,0.4,0,0.4,1,1.05,7.02,2.35,0.9,0,0.97,2009,33.7,15,25.5,2.36,1.57,3.93,2008,1.49,40.3,26.8,67.1
2008,1,0,1,0.5,0,0.5,1.5,-,-,2.69,0.89,0,3,2008,50.5,11.2,27.7,3.61,1.8,5.41,2007,1.85,54.1,27,81.1
2007,0.5,0,0.5,0.8,0,0.8,1.3,-,-,2.23,0.9,0,-,2007,53.1,28.6,41.2,1.21,1.94,3.16,2006,1.66,30.1,48.2,78.3
2006,0.29,0,0.29,0.87,0,0.87,1.16,-,-,1.36,0.9,0,-,2006,50.5,27.55,34.9,0.83,2.5,3.33,2005,1.15,25.3,75.9,101
2005,1,0,1,0.2,0.3,0.5,1.5,-,-,2.26,0.9,0,-,2005,39.7,20.4,29.9,3.34,1.67,5.01,2004,2.05,48.7,24.3,73
2004,1.49,0,1.49,1.98,0,1.98,3.47,-,-,3.63,0.9,0,-,2004,70.5,20.2,41.9,3.55,4.73,8.28,2003,4.25,35,46.7,81.7
2003,0.2,0,0.2,2,0.5,2.5,2.7,-,-,2.07,0.9,0,-,2003,64,42,52.7,0.38,4.74,5.12,2002,3.4,5.9,73.5,79.4
2002,0.17,0,0.17,1.1,0.42,1.52,1.69,-,-,-,-,-,-,2002,77,34.8,52,0.32,2.92,3.24,2001,2.01,8.4,75.5,83.8
2001,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,1.91,0,78.5,78.5
2000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,0.01,-,-,-
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,0.47,0,0.47,0.5,0.06,0.56,1.03,,,,,,,平均,39.6,18.8,27.8,2.2,1.5,3.6,平均,1.14,37.9,31.8,69.7
累計,9.36,0.02,9.38,10,1.22,11.3,20.6,,,,,,,累計,,,,,,,累計,21.7,,,
