盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.9,0,0.9,0.1,0,0.1,1,110,122,-,-,-,-,2018,21.4,19.3,20.4,4.42,0.49,4.91,2017,1.27,70.9,7.9,78.7
2017,1.2,0,1.2,0.2,0,0.2,1.4,144,240,-,-,-,-,2017,20.75,17.1,19.1,6.27,1.05,7.32,2016,1.45,82.8,13.8,96.6
2016,0.95,0,0.95,0.45,0,0.45,1.4,109,516,-,-,-,-,2016,17.8,14.15,16.3,5.83,2.76,8.59,2015,1.55,61.3,29,90.3
2015,0.7,0,0.7,0.65,0,0.65,1.35,64.8,602,127,0.9,0.07,0,2015,19.85,14.85,17.4,4.03,3.74,7.77,2014,1.52,46.1,42.8,88.8
2014,0.5,0,0.5,0.7,0,0.7,1.2,43.3,606,98,0.9,0.04,0,2014,20.9,17.7,18.5,2.71,3.79,6.49,2013,1.26,39.7,55.6,95.2
2013,0.45,0,0.45,0.65,0,0.65,1.1,36.6,528,91.6,0.9,0.04,0,2013,19.4,16.8,18,2.5,3.61,6.12,2012,1.25,36,52,88
2012,0.4,0,0.4,0.55,0.05,0.6,1,30.7,460,68.4,0.9,0.05,0,2012,19.7,16.2,17.6,2.27,3.41,5.68,2011,1.08,37,55.6,92.6
2011,0.3,0,0.3,0.6,0,0.6,0.9,19.4,389,63.3,0.9,0.04,0,2011,27.55,16.1,22.7,1.32,2.64,3.97,2010,1.09,27.5,55,82.6
2010,0.5,0,0.5,0.25,0,0.25,0.75,31.6,158,25,0.9,0.01,0,2010,27.35,15.8,19.1,2.62,1.31,3.93,2009,0.44,114,56.8,170
2009,0.5,0,0.5,0.25,0,0.25,0.75,30.8,154,66.5,0.9,0.03,0,2009,22.4,12.2,18.3,2.73,1.37,4.1,2008,1.2,41.7,20.8,62.5
2008,1.7,0,1.7,0.12,0,0.12,1.82,-,-,113,0.9,0.07,0,2008,38.8,12.35,25.7,6.6,0.47,7.07,2007,2.06,82.5,5.8,88.3
2007,1,0,1,0.2,0,0.2,1.2,-,-,96.7,0.91,0.04,-,2007,27,20.25,23.5,4.25,0.85,5.1,2006,1.79,55.9,11.2,67
2006,1.25,0,1.25,0.25,0,0.25,1.5,-,-,129,0.91,0.05,-,2006,26.35,20.9,23.5,5.32,1.06,6.38,2005,2.43,51.4,10.3,61.7
2005,0.75,0,0.75,0.5,0,0.5,1.25,-,-,90,0.87,0.05,-,2005,27.6,21.9,24.9,3.01,2.01,5.02,2004,1.86,40.3,26.9,67.2
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,29.9,20.5,25.5,0,0,0,2003,-2.57,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,-,0,-,2003,29,18.1,21.9,0,0,0,2002,-,-,-,-
2002,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,29.4,16.3,21.9,-,-,-,-,-,-,-,-
2001,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,31,13.5,20.2,-,-,-,-,-,-,-,-
2000,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,52,18,31.8,-,-,-,-,-,-,-,-
1999,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,68,35.7,49.1,-,-,-,-,-,-,-,-
1998,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,93.5,44,67.1,-,-,-,-,-,-,-,-
1997,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,197,85,126,-,-,-,-,-,-,-,-
1996,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,172,94,145,-,-,-,-,-,-,-,-
1995,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,189,84,117,-,-,-,-,-,-,-,-
1994,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,266,151,184,-,-,-,-,-,-,-,-
1993,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,216,79,140,-,-,-,-,-,-,-,-
1992,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,207,70,111,-,-,-,-,-,-,-,-
1991,-,-,-,-,-,-,-,-,-,-,-,-,-,1991,290,151,208,-,-,-,-,-,-,-,-
平均,0.4,0,0.4,0.2,0,0.2,0.59,,,,,,,平均,78.8,39.8,55.5,3.4,1.8,5.2,平均,1.18,52.4,29.6,82
累計,11.1,0,11.1,5.47,0.05,5.52,16.6,,,,,,,累計,,,,,,,累計,17.7,,,
