盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0,0,0,0.5,0.5,0,-,-,-,-,2018,26,18.6,22.2,2.25,0,2.25,2017,0.62,80.6,0,80.6
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,28.5,19.35,21.7,0,0,0,2016,0.07,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,29.25,8.81,15.4,0,0,0,2015,0.22,0,0,0
2015,0,0.5,0.5,0,0,0,0.5,0.5,0,1.04,0.9,0.05,0,2015,23.2,9.51,15.7,3.18,0,3.18,2014,1.15,43.5,0,43.5
2014,0,0.5,0.5,0,0,0,0.5,0.5,0,0.54,0.9,0.03,0,2014,30,18.35,24.1,2.07,0,2.07,2013,0.6,83.3,0,83.3
2013,0,0.6,0.6,0,0,0,0.6,0.6,0,0.77,0.9,0.04,0,2013,27.75,19,22.9,2.62,0,2.62,2012,0.85,70.6,0,70.6
2012,0.6,0,0.6,0,0,0,0.6,0.6,0,1.92,0.9,0.1,0,2012,45.75,17.8,29.9,2.01,0,2.01,2011,2.32,25.9,0,25.9
2011,0.79,0,0.79,0,0,0,0.79,0.72,0,2.06,0.9,0.1,0,2011,40.2,22.5,30.8,2.58,0,2.58,2010,2.77,28.7,0,28.7
2010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2009,0.61,-,-,-
平均,0.21,0.18,0.39,0,0,0,0.39,,,,,,,平均,31.3,16.7,22.8,1.8,0,1.8,平均,1.02,41.6,0,41.6
累計,1.89,1.6,3.49,0,0,0,3.49,,,,,,,累計,,,,,,,累計,9.21,,,
