盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,9.5,0,9.5,0,0,0,9.5,26.1,0,-,-,-,-,2018,401.5,263.5,345,2.76,0,2.76,2017,11.12,85.4,0,85.4
2017,10.5,0,10.5,0.2,0,0.2,10.7,28.2,5.38,-,-,-,-,2017,401,263,330,3.18,0.06,3.24,2016,13.67,76.8,1.5,78.3
2016,10.5,0,10.5,0,0,0,10.5,28.2,0,-,-,-,-,2016,483.5,278,365,2.88,0,2.88,2015,15.99,65.7,0,65.7
2015,8,0,8,0,0,0,8,20.9,0,0,0,0.02,0,2015,549,297,434,1.85,0,1.85,2014,11.51,69.5,0,69.5
2014,7,0,7,0.4,0,0.4,7.4,17.6,10,0,0,0.02,0,2014,407,212.5,314,2.23,0.13,2.36,2013,10.91,64.2,3.7,67.8
2013,5,0,5,0.2,0,0.2,5.2,12.3,4.92,0,0,0.01,0,2013,390.5,104,228,2.19,0.09,2.28,2012,7.75,64.5,2.6,67.1
2012,3,0,3,0.7,0,0.7,3.7,6.34,14.8,0,0,0.01,0,2012,107,45.05,74.3,4.04,0.94,4.98,2011,5.6,53.6,12.5,66.1
2011,2,0,2,0.6,0,0.6,2.6,3.99,120,0,0,0.01,0,2011,53.9,30.7,42.8,4.67,1.4,6.07,2010,3.83,52.2,15.7,67.9
2010,1,0,1,0.3,0,0.3,1.3,1.93,5.8,0,0,0,0,2010,48.9,18.7,28.3,3.53,1.06,4.59,2009,1.95,51.3,15.4,66.7
2009,0.4,0,0.4,0.2,0,0.2,0.6,0.76,3.79,0,0,0,0,2009,21.8,9.22,15.7,2.55,1.28,3.83,2008,1.02,39.2,19.6,58.8
2008,1,0,1,0.3,0,0.3,1.3,-,-,-,-,-,-,2008,18.2,8,13.2,7.55,2.26,9.81,2007,2.01,49.8,14.9,64.7
2007,0.8,0,0.8,1.1,0,1.1,1.9,-,-,0,0,0,-,2007,26.5,15.8,20.6,3.88,5.33,9.21,2006,2.33,34.3,47.2,81.5
2006,0.8,0,0.8,1.1,0,1.1,1.9,-,-,0,0,0,-,2006,19.5,13.1,15.2,5.25,7.22,12.5,2005,2.6,30.8,42.3,73.1
2005,0.8,0,0.8,1.4,0,1.4,2.2,-,-,0,0,0,-,2005,19.75,15.05,16.9,4.75,8.31,13,2004,2.25,35.6,62.2,97.8
2004,0.8,0,0.8,0.5,0,0.5,1.3,-,-,0,0,0,-,2004,18.6,13.3,15.7,5.08,3.18,8.26,2003,1.39,57.6,36,93.5
2003,0.88,0,0.88,0,0,0,0.88,-,-,-,-,-,-,2003,19.9,10,12.5,7.02,0,7.02,2002,0.98,89.8,0,89.8
2002,0.7,0,0.7,0,0,0,0.7,-,-,0,0,0,-,2002,13.35,8.15,10.4,6.74,0,6.74,2001,0.79,88.6,0,88.6
2001,0.8,0,0.8,0,0,0,0.8,-,-,0,0,0,-,2001,16.9,7.55,10.5,7.63,0,7.63,2000,1.41,56.7,0,56.7
2000,0.4,0,0.4,0.6,0,0.6,1,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,1.74,23,34.5,57.5
1999,0.5,0,0.5,0.8,0,0.8,1.3,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,1.82,27.5,44,71.4
1998,0,0,0,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,2.03,0,49.3,49.3
平均,3.07,0,3.07,0.45,0,0.45,3.51,,,,,,,平均,168,89.6,127,4.3,1.7,6.1,平均,4.89,53.1,19.1,72.2
累計,64.4,0,64.4,9.4,0,9.4,73.8,,,,,,,累計,,,,,,,累計,103,,,
