盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,7.1,5.13,5.94,0,0,0,2017,-0.58,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,7.78,5.03,5.84,0,0,0,2016,0.11,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,5.85,3.85,4.54,0,0,0,2015,1.01,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8.05,3.92,5.57,0,0,0,2014,-1,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,7.25,5.01,6.02,0,0,0,2013,0.02,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6.97,5.1,5.71,0,0,0,2012,0.07,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,6.18,3.47,4.59,0,0,0,2011,-1.02,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,8.04,3.22,5.95,0,0,0,2010,-0.38,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8.14,5.87,6.96,0,0,0,2009,-0.31,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7.61,3.73,5.51,0,0,0,2008,-1.29,0,0,0
2008,0,0,0,0,0.5,0.5,0.5,-,-,0,0,0,0,2008,13.8,3.39,7.72,0,6.48,6.48,2007,-0.74,0,-67.6,-67.6
2007,0.2,0,0.2,0.2,0.2,0.4,0.6,-,-,3.51,2.7,0.06,-,2007,18.3,6.75,12.8,1.56,3.13,4.69,2006,0.93,21.5,43,64.5
2006,0.28,0,0.28,0,0.28,0.28,0.57,-,-,1.64,1.75,0.04,-,2006,19.4,7.85,11.3,2.51,2.51,5.02,2005,0.73,38.8,38.8,77.7
2005,0.3,0,0.3,0,0.3,0.3,0.6,-,-,1.44,1.27,0.04,-,2005,12.5,7.45,9.74,3.08,3.08,6.16,2004,0.91,33,33,65.9
2004,0,0,0,0,0.5,0.5,0.5,-,-,0,0,0,-,2004,17.2,10.2,12.7,0,3.95,3.95,2003,0.01,0,5000,5000
2003,0,0,0,0,1,1,1,-,-,1.49,1.8,0.02,-,2003,17.2,7.8,10.2,0,9.76,9.76,2002,0.77,0,130,130
2002,0,0,0,0,1,1,1,-,-,0,0,0,-,2002,15.8,4.5,10.2,0,9.84,9.84,2001,-0.51,0,-196,-196
2001,0,0,0,0,1,1,1,-,-,0,0,0,-,2001,10.05,3.16,5.92,0,16.9,16.9,2000,0.64,0,156,156
2000,0.5,0,0.5,0,1,1,1.5,-,-,-,-,-,-,2000,38.9,5.75,17,2.94,5.88,8.82,1999,1.06,47.2,94.3,142
1999,0.5,0,0.5,0,0.5,0.5,1,-,-,0,0,0,-,1999,26,10.2,14.6,3.43,3.43,6.86,1998,0.5,100,100,200
1998,0,0,0,2.5,0,2.5,2.5,-,-,0,0,0,-,1998,79.5,21.7,43.7,0,5.72,5.72,1997,3.46,0,72.3,72.3
1997,0,0,0,3.5,0,3.5,3.5,-,-,0,0,0,-,1997,125,51,93.1,0,3.76,3.76,1996,4.6,0,76.1,76.1
1996,0.4,0,0.4,1.6,0,1.6,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,3.6,11.1,44.4,55.5
1995,0.6,0,0.6,1.6,0,1.6,2.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,2.92,20.5,54.8,75.3
1994,0,0,0,1.6,0,1.6,1.6,-,-,0,-,0,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.11,0,0.11,0.42,0.24,0.66,0.77,,,,,,,平均,21.2,8.37,13.9,0.6,3.4,4,平均,0.65,11.3,232,244
累計,2.78,0,2.78,11,6.28,17.3,20.1,,,,,,,累計,,,,,,,累計,15.5,,,
