盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,1.2,2.2,0,0,0,2.2,7.36,0,-,-,-,-,2018,26.25,22,24.6,8.95,0,8.95,2017,1.21,182,0,182
2017,0.43,1.5,1.93,0.43,0,0.43,2.37,5.55,13.9,-,-,-,-,2017,32,24.3,27,7.15,1.6,8.76,2016,1.45,133,29.9,163
2016,1.78,0.4,2.18,0,0,0,2.18,5.99,0,-,-,-,-,2016,41.4,22.95,30.3,7.19,0,7.19,2015,1.4,156,0,156
2015,0.97,0,0.97,0.49,0,0.49,1.46,2.17,10.8,10.5,1.17,0.14,0,2015,36.9,13,25.3,3.85,1.93,5.78,2014,4.14,23.5,11.8,35.3
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,14.05,10.7,12.3,0,0,0,2013,-0.18,0,0,0
2013,0.2,0,0.2,0,0,0,0.2,0.43,0,1.4,2.22,0.02,0,2013,14.2,8.4,10.2,1.96,0,1.96,2012,0.29,69,0,69
2012,0.2,0,0.2,0,0,0,0.2,0.45,0,1.44,2.78,0.02,0,2012,11.2,7.56,8.96,2.25,0,2.25,2011,0.31,64.9,0,64.9
2011,0.15,0,0.15,0,0,0,0.15,0.24,0,0.76,2.88,0.01,0,2011,15,7.44,10.1,1.49,0,1.49,2010,0.17,88.2,0,88.2
2010,0.2,0,0.2,0,0,0,0.2,0.31,0,1.01,2.8,0.01,0,2010,19.4,6.09,11.8,1.69,0,1.69,2009,0.24,83.3,0,83.3
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7.3,4.09,5.43,0,0,0,2008,-0.81,0,0,0
2008,0.2,0,0.2,0,0,0,0.2,-,-,1.09,2.66,0.01,0,2008,8.53,3.73,6.23,3.28,0,3.28,2007,0.24,85.3,0,85.3
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,9.17,6,7.37,0,0,0,2006,-0.18,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,6.95,4.7,5.38,0,0,0,2005,-3.1,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,8.25,3.67,5.15,0,0,0,2004,0.48,0,0,0
2004,0.15,0,0.15,0,0,0,0.15,-,-,1.93,0.84,0.01,-,2004,14,5.3,8.21,1.84,0,1.84,2003,1.2,12.6,0,12.6
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,12.45,7.5,9.11,0,0,0,2002,1.63,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,13.3,6.4,9.34,0,0,0,2001,0.91,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,6.45,2.53,3.53,0,0,0,2000,0.08,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,2000,13.35,2.53,6.41,0,0,0,1999,-2.42,0,0,0
1999,0,0,0,1.55,0.95,2.5,2.5,-,-,0,0,0,-,1999,29.3,8.8,17.4,0,14.4,14.4,1998,1.91,0,131,131
1998,0,0,0,1.5,1,2.5,2.5,-,-,0,0,0,-,1998,45,24.8,34.2,0,7.32,7.32,1997,1.77,0,141,141
1997,0,0,0,1.3,0.7,2,2,-,-,0,0,0,-,1997,41.5,23.1,31.4,0,6.37,6.37,1996,1.63,0,123,123
1996,0,0,0,1.5,0.5,2,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1995,2.09,0,95.9,95.9
1995,0,0,0,0.9,0.6,1.5,1.5,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,1.23,0,122,122
1994,0,0,0,0.9,0.6,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,1.4,0.6,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.2,0.12,0.32,0.38,0.19,0.57,0.9,,,,,,,平均,19.4,10.3,14.1,1.8,1.4,3.2,平均,0.65,37.4,27.3,64.7
累計,5.3,3.1,8.4,9.97,4.95,14.9,23.3,,,,,,,累計,,,,,,,累計,15.7,,,
