盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.94,0.06,3,0,0,0,3,3.26,0,-,-,-,-,2018,56.3,36.7,45,6.67,0,6.67,2017,3.3,90.9,0,90.9
2017,3.19,0.31,3.5,0,0,0,3.5,3.81,0,-,-,-,-,2017,71.2,35.6,44,7.95,0,7.95,2016,3.8,92.1,0,92.1
2016,3.2,0,3.2,0,0,0,3.2,3.48,0,-,-,-,-,2016,46.55,32.05,39.9,8.01,0,8.01,2015,3.57,89.6,0,89.6
2015,2.8,0,2.8,0,0,0,2.8,3.05,0,3.23,1.04,0.77,0,2015,45.65,25.3,37,7.57,0,7.57,2014,2.86,97.9,0,97.9
2014,2.5,0,2.5,0,0,0,2.5,2.72,0,3.17,1.04,0.71,0,2014,45.9,28.25,37.4,6.68,0,6.68,2013,2.81,89,0,89
2013,0.5,0.5,1,0,0,0,1,1.09,0,0,0,0,0,2013,39.15,18.6,27.6,3.62,0,3.62,2012,0.56,179,0,179
2012,1.5,0,1.5,0,0,0,1.5,1.63,0,1.36,0.82,0.33,0,2012,31,17,21.6,6.96,0,6.96,2011,1.68,89.3,0,89.3
2011,3,0,3,0,0,0,3,2.91,0,3.5,1.06,0.84,0,2011,28.45,17.85,21.9,13.7,0,13.7,2010,3.47,86.5,0,86.5
2010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2009,3.01,-,-,-
平均,2.18,0.1,2.28,0,0,0,2.28,,,,,,,平均,45.5,26.4,34.3,7.6,0,7.6,平均,2.78,102,0,102
累計,19.6,0.87,20.5,0,0,0,20.5,,,,,,,累計,,,,,,,累計,25.1,,,
