盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,7.74,3.82,5.96,0,0,0,2017,-1.98,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,8.48,5.7,7.03,0,0,0,2016,-2.1,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,11.3,6.11,8.19,0,0,0,2015,-1.73,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,13,4.45,9.23,0,0,0,2014,-1.55,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,19.25,9.07,13.7,0,0,0,2013,-2.41,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,18.6,10.6,13.6,0,0,0,2012,-3.73,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,28.2,9.63,16.2,0,0,0,2011,-1.67,0,0,0
2011,1,0,1,0.12,0,0.12,1.12,2.01,2.42,6.47,1.35,0.1,0,2011,68.9,10.05,38,2.63,0.32,2.95,2010,3.16,31.6,3.8,35.4
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,74,45.6,56.8,0,0,0,2009,-0.97,0,0,0
平均,0.11,0,0.11,0.01,0,0.01,0.12,,,,,,,平均,27.7,11.7,18.7,0.3,0,0.3,平均,-1.44,3.5,0.4,3.9
累計,1,0,1,0.12,0,0.12,1.12,,,,,,,累計,,,,,,,累計,-13,,,
