盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.4,0,0.4,0,0,0,0.4,0.49,0,-,-,-,-,2018,29.25,20.1,23.8,1.68,0,1.68,2017,0.61,65.6,0,65.6
2017,0.6,0,0.6,0,0,0,0.6,0.73,0,-,-,-,-,2017,30.9,23,26.6,2.26,0,2.26,2016,1.57,38.2,0,38.2
2016,0.4,0,0.4,0,0,0,0.4,0.49,0,-,-,-,-,2016,42.45,21,27.8,1.44,0,1.44,2015,1.22,32.8,0,32.8
2015,1.2,0,1.2,0,0,0,1.2,1.48,0,12.1,2.7,0.39,0,2015,44.85,13.65,28.6,4.2,0,4.2,2014,3.65,32.9,0,32.9
2014,0.69,0,0.69,0,0,0,0.69,0.86,0,5.19,2.7,0.1,0,2014,48.95,22.5,36.7,1.89,0,1.89,2013,1.56,44.5,0,44.5
2013,1.2,0,1.2,0,0,0,1.2,1.48,0,6.51,2.7,0.13,0,2013,36.8,18.7,27.1,4.43,0,4.43,2012,1.96,61.2,0,61.2
2012,3.5,0,3.5,0,0,0,3.5,4.3,0,20.8,3.04,0.42,0,2012,65.5,34.6,46.8,7.48,0,7.48,2011,5.53,63.3,0,63.3
2011,3.52,0,3.52,0,0,0,3.52,4.34,0,13.8,2.31,0.23,0,2011,74.2,45.55,56.6,6.21,0,6.21,2010,4.85,72.5,0,72.5
2010,2.99,0,2.99,2.99,0,2.99,5.97,2.84,28.4,24.5,2.7,0.57,0,2010,130.5,55,92.3,3.24,3.24,6.47,2009,9.77,30.6,30.6,61.2
2009,3,0,3,1,0,1,4,2.58,8.6,17.8,2.7,0.15,0.23,2009,143,64.6,108,2.78,0.93,3.71,2008,8.44,35.5,11.8,47.4
2008,3,0,3,1,0,1,4,-,-,14.4,2.7,0.09,0.5,-,-,-,-,-,-,-,2007,7.54,39.8,13.3,53.1
平均,1.86,0,1.86,0.45,0,0.45,2.32,,,,,,,平均,64.6,31.9,47.4,3.6,0.4,4,平均,4.25,47,5.1,52
累計,20.5,0,20.5,4.99,0,4.99,25.5,,,,,,,累計,,,,,,,累計,46.7,,,
