盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1.6,0.4,2,0,0,0,2,3.03,0,-,-,-,-,2018,81,44.9,60.4,3.31,0,3.31,2017,3.21,62.3,0,62.3
2017,3.9,0,3.9,0,0,0,3.9,7.38,0,-,-,-,-,2017,66.1,44.2,52.4,7.44,0,7.44,2016,7.19,54.2,0,54.2
2016,1.6,0,1.6,0,0,0,1.6,3.03,0,-,-,-,-,2016,73.7,35.6,54.3,2.95,0,2.95,2015,3.06,52.3,0,52.3
2015,2.2,0,2.2,0,0,0,2.2,4.16,0,7.19,1.04,0.75,0,2015,46.65,18.4,33.6,6.54,0,6.54,2014,4.29,51.3,0,51.3
2014,1.8,0.3,2.1,0,0,0,2.1,2.95,0,6.18,1.05,0.64,0,2014,56.4,34.65,45.9,4.57,0,4.57,2013,4.15,50.6,0,50.6
2013,1,0,1,0,0,0,1,1.41,0,3.42,0.96,0.38,0,2013,46.7,29.75,40.6,2.46,0,2.46,2012,2.52,39.7,0,39.7
2012,1.5,0,1.5,0,0,0,1.5,2.11,0,6.3,1.08,0.63,0,2012,50,23.2,33.9,4.42,0,4.42,2011,4.15,36.1,0,36.1
2011,1.1,0,1.1,0.9,0.2,1.1,2.2,1.39,11.3,6.73,1.07,0.67,0,2011,62.9,26.55,43.2,2.54,2.54,5.09,2010,5.03,21.9,21.9,43.7
2010,2.3,0,2.3,0,0.2,0.2,2.5,2.83,0,6.64,1.08,0.66,0,2010,98.6,56.8,71.6,3.21,0.28,3.49,2009,5.61,41,3.6,44.6
2009,3.14,0,3.14,0.1,0,0.1,3.24,3.46,1.1,9.69,1.35,0.2,1.27,2009,91,62.3,74.7,4.21,0.13,4.34,2008,7.44,42.2,1.3,43.6
2008,2.48,0,2.48,0,0.4,0.4,2.87,-,-,9.73,1.8,0.28,4,-,-,-,-,-,-,-,2007,6.23,39.8,6.4,46.1
平均,2.06,0.06,2.12,0.09,0.07,0.16,2.28,,,,,,,平均,67.3,37.6,51.1,4.2,0.3,4.5,平均,4.81,44.7,3,47.7
累計,22.6,0.7,23.3,1,0.8,1.8,25.1,,,,,,,累計,,,,,,,累計,52.9,,,
