盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.3,0,0.3,0,0,0,0.3,0.49,0,-,-,-,-,2018,39.3,34.7,36,0.83,0,0.83,2017,1.33,22.6,0,22.6
2017,1,0,1,0,0,0,1,1.63,0,-,-,-,-,2017,48.5,36.05,41,2.44,0,2.44,2016,4.58,21.8,0,21.8
2016,1,0,1,0,0,0,1,1.63,0,-,-,-,-,2016,46.8,36.8,41.9,2.39,0,2.39,2015,3.83,26.1,0,26.1
2015,2.68,0,2.68,0,0,0,2.68,4.37,0,0,0,0.06,0,2015,68.6,30.5,49.9,5.37,0,5.37,2014,3.82,70.2,0,70.2
2014,4.5,0,4.5,0,0,0,4.5,7.34,0,3.33,0.37,0.09,0,2014,94.6,43.55,61.5,7.32,0,7.32,2013,5.55,81.1,0,81.1
2013,2,0,2,0,0,0,2,3.26,0,3.42,1.05,0.06,0,2013,91.5,29.4,59.6,3.35,0,3.35,2012,2,100,0,100
2012,2.2,0,2.2,0,0,0,2.2,3.59,0,3.3,0.8,0.06,0,2012,35.15,26.6,30,7.34,0,7.34,2011,2.53,87,0,87
2011,3.5,0,3.5,0,0,0,3.5,5.7,0,3.57,0.55,0.06,0,2011,46.2,27,34.3,10.2,0,10.2,2010,4,87.5,0,87.5
2010,2.33,0,2.33,0,0,0,2.33,3.79,0,3.6,0.86,0.05,0,2010,44,28,37.5,6.21,0,6.21,2009,2.6,89.6,0,89.6
2009,1.1,0,1.1,0,0,0,1.1,1.77,0,3.6,1.2,0.05,0,2009,35.2,18.6,24.5,4.49,0,4.49,2008,1.83,60.1,0,60.1
2008,2,0,2,0,0,0,2,-,-,2.86,0.49,0.05,0,2008,47.1,19.2,33.2,6.03,0,6.03,2007,3.78,52.9,0,52.9
2007,2.12,0,2.12,0,0,0,2.12,-,-,6.8,1.15,0.1,-,2007,56,41,46.9,4.52,0,4.52,2006,4.49,47.3,0,47.3
平均,2.06,0,2.06,0,0,0,2.06,,,,,,,平均,54.4,31,41.4,5,0,5,平均,3.36,62.2,0,62.2
累計,24.7,0,24.7,0,0,0,24.7,,,,,,,累計,,,,,,,累計,40.3,,,
