盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0.2,0,0.2,0.7,55.3,221,-,-,-,-,2018,11.65,9.48,10.7,4.69,1.87,6.56,2017,0.82,61,24.4,85.4
2017,0.34,0,0.34,0.35,0,0.35,0.69,36.7,374,-,-,-,-,2017,9.77,8.87,9.34,3.68,3.75,7.43,2016,0.78,44.1,44.9,89
2016,0.43,0,0.43,0.5,0,0.5,0.93,43.9,508,-,-,-,-,2016,10.7,8.01,9.35,4.62,5.35,9.97,2015,1.07,40.4,46.7,87.1
2015,0.5,0,0.5,0.74,0,0.74,1.24,47.4,697,41,0.32,0.01,0,2015,14.35,9.19,12.1,4.12,6.07,10.2,2014,1.45,34.5,50.8,85.2
2014,0.34,0,0.34,0.81,0,0.81,1.14,27.5,663,58.5,0.54,0.01,0,2014,15.1,12.4,13.7,2.45,5.9,8.35,2013,1.32,25.4,61.2,86.6
2013,0.33,0,0.33,0.8,0,0.8,1.13,25.3,605,50.2,0.53,0.01,0,2013,15.4,12.4,14.1,2.36,5.63,7.99,2012,1.26,26.5,63.2,89.7
2012,0.14,0,0.14,0.32,0,0.32,0.45,9.9,231,24.7,0.8,0,0,2012,13.25,8.56,11.1,1.22,2.85,4.07,2011,0.42,32.3,75.2,108
2011,0.15,0,0.15,0.43,0,0.43,0.58,10.5,301,31.5,0.62,0,0,2011,14.4,8,11.6,1.3,3.71,5,2010,0.73,20.6,58.9,79.5
2010,0.12,0,0.12,0,0,0,0.12,8.09,0,16.1,1.77,0,0,2010,13.55,9.24,11.1,1.04,0,1.04,2009,0.13,88.9,0,88.9
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,13.9,5.31,9.97,0,0,0,2008,-0.53,0,0,0
2008,0.13,0,0.13,0,0,0,0.13,-,-,31.5,1.26,0.09,0,2008,15.6,5.24,11.2,1.13,0,1.13,2007,0.36,35.2,0,35.2
2007,0.3,0,0.3,0,0,0,0.3,-,-,66,2.44,0.27,-,2007,18.65,11.3,15.2,1.99,0,1.99,2006,0.39,77.4,0,77.4
2006,0.71,0,0.71,0,0,0,0.71,-,-,66,1.14,0.52,-,2006,18,14.25,16.3,4.36,0,4.36,2005,0.82,86.6,0,86.6
2005,0.88,0,0.88,0,0,0,0.88,-,-,54,1.17,0.38,-,2005,19.7,13,16.5,5.34,0,5.34,2004,1.24,71,0,71
2004,0.5,0,0.5,0.46,0,0.46,0.96,-,-,54,1.28,0.19,-,2004,21.5,15.2,17.8,2.8,2.58,5.38,2003,1.2,41.6,38.3,79.9
2003,0.65,0,0.65,0,0,0,0.65,-,-,54,1.54,0.13,-,2003,20.2,10.6,14.4,4.51,0,4.51,2002,0.45,144,0,144
2002,0,0,0,0,0.61,0.61,0.61,-,-,0,-,0,-,2002,18.5,13.25,14.7,0,4.15,4.15,2001,-,-,-,-
2001,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,19.8,11.9,15.1,-,-,-,-,-,-,-,-
2000,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,27,11.2,18.1,-,-,-,-,-,-,-,-
1999,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,24.8,10.19,18.3,-,-,-,-,-,-,-,-
1998,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,19.39,11.6,14.7,-,-,-,-,-,-,-,-
平均,0.29,0,0.29,0.22,0.03,0.25,0.53,,,,,,,平均,16.9,10.4,13.6,2.7,2.5,5.1,平均,0.74,51.9,29,80.8
累計,6.01,0,6.01,4.6,0.61,5.21,11.2,,,,,,,累計,,,,,,,累計,11.9,,,
