盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.3,0,0.3,1,0,1,1.3,0.8,26.5,-,-,-,-,2018,68.4,42.2,53.8,0.56,1.86,2.42,2017,1.66,18.1,60.2,78.3
2017,0.2,0,0.2,0.8,0,0.8,1,0.49,19.7,-,-,-,-,2017,76,36.7,50.5,0.4,1.58,1.98,2016,1.96,10.2,40.8,51
2016,0.3,0,0.3,1,0,1,1.3,0.67,22.3,-,-,-,-,2016,44.8,30,36.4,0.82,2.75,3.57,2015,2.27,13.2,44.1,57.3
2015,1.2,0,1.2,0,0,0,1.2,2.68,0,3.33,0.88,0,0,2015,41.55,18.7,27.2,4.42,0,4.42,2014,1.69,71,0,71
2014,1,0,1,0,0,0,1,2.23,0,4.47,1.52,0,0,2014,27.9,17.35,20.4,4.91,0,4.91,2013,1.32,75.8,0,75.8
2013,0.52,0,0.52,0,0,0,0.52,1.16,0,4.17,-,0,0,2013,22.5,12.45,16.5,3.15,0,3.15,2012,-,-,-,-
2012,0.2,0,0.2,0.8,0,0.8,1,0.42,17,4.39,-,0,0,2012,20.95,11.1,14.8,1.35,5.42,6.77,2011,-,-,-,-
2011,0,0,0,1.03,0,1.03,1.03,0,19.8,2.62,-,0,0,2011,32.6,14,22.8,0,4.53,4.53,2010,-,-,-,-
2010,0,0,0,1.8,0,1.8,1.8,0,8.5,0,-,0,0,-,-,-,-,-,-,-,2009,-,-,-,-
平均,0.41,0,0.41,0.71,0,0.71,1.13,,,,,,,平均,41.8,22.8,30.3,2,2,4,平均,1.78,37.7,29,66.7
累計,3.72,0,3.72,6.43,0,6.43,10.2,,,,,,,累計,,,,,,,累計,8.9,,,
