盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.51,0,3.51,0,0,0,3.51,109,0,-,-,-,-,2018,107.5,63.5,85.2,4.12,0,4.12,2017,14.36,24.4,0,24.4
2017,1.5,0,1.5,0,0,0,1.5,41.2,0,-,-,-,-,2017,91.2,43.8,61.7,2.43,0,2.43,2016,8.67,17.3,0,17.3
2016,2.8,0,2.8,0,0,0,2.8,77,0,-,-,-,-,2016,50.6,35.15,40.1,6.99,0,6.99,2015,7.07,39.6,0,39.6
2015,2,0,2,0,0,0,2,48.5,0,0,0,0.97,0,2015,89.3,31.15,55.1,3.62,0,3.62,2014,11.77,17,0,17
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,83,3.5,26.7,0,0,0,2013,0.34,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,6.58,2.48,4.27,0,0,0,2012,-2.24,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,4.49,1.2,2.34,0,0,0,2011,-8.06,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,19.3,1.8,8.98,0,0,0,2010,-4.34,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,34.3,15.25,23.5,0,0,0,2009,-8.67,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,32.7,4.12,12.5,0,0,0,2008,-7.86,0,0,0
2008,0,0,0,0,0,0,0,-,-,-,-,-,-,2008,20.65,3.46,12.8,0,0,0,2007,-2.89,0,0,0
2007,3.29,0,3.29,0.3,0,0.3,3.59,-,-,11.7,0.07,6.24,-,2007,34,16.45,24.9,13.2,1.2,14.4,2006,4.55,72.4,6.6,79
2006,0.2,0,0.2,0.2,0,0.2,0.4,-,-,10.4,0.45,0,-,2006,27.2,17.4,21.7,0.92,0.92,1.84,2005,0.61,32.6,32.6,65.2
2005,0.5,0,0.5,0.5,0,0.5,1,-,-,12.6,0.18,1.15,-,2005,26.4,15.15,21.6,2.31,2.31,4.62,2004,1.98,25.2,25.2,50.4
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,31.8,20.2,25.1,0,0,0,2003,-0.44,0,0,0
2003,0,0,0,0.3,0,0.3,0.3,-,-,10.2,0.44,0,-,2003,30.6,18.4,23,0,1.3,1.3,2002,0.85,0,35.3,35.3
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,55.5,19.5,33.6,0,0,0,2001,-3.93,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,40,7.9,21.5,0,0,0,2000,0.68,0,0,0
2000,0,0,0,0,0,0,0,-,-,-,-,-,-,2000,77.5,18.4,37.9,0,0,0,1999,0.74,0,0,0
1999,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-1.66,0,0,0
1998,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,-,-,-,-
1997,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,-,-,-,-
平均,0.63,0,0.63,0.06,0,0.06,0.69,,,,,,,平均,45.4,17.8,28.6,1.8,0.3,2.1,平均,0.58,11.4,5,16.4
累計,13.8,0,13.8,1.3,0,1.3,15.1,,,,,,,累計,,,,,,,累計,11.5,,,
