盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.63,0,0.63,1,0,1,1.63,0.35,5.49,-,-,-,-,2018,93.5,52.2,73.8,0.85,1.35,2.21,2017,2.59,24.3,38.6,62.9
2017,1.68,0,1.68,0,0,0,1.68,0.92,0,-,-,-,-,2017,135.5,57.2,99.6,1.69,0,1.69,2016,2.74,61.3,0,61.3
2016,0.45,0,0.45,1,0,1,1.45,0.22,4.99,-,-,-,-,2016,91.5,47.2,66.7,0.67,1.5,2.17,2015,3.26,13.8,30.7,44.5
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,95.9,71.3,84,0,0,0,2014,1.35,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2013,0.37,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2012,-1.57,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2011,-2.93,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,2010,-1.32,0,0,0
2010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2009,1.88,-,-,-
平均,0.31,0,0.31,0.22,0,0.22,0.53,,,,,,,平均,104,57,81,0.8,0.7,1.5,平均,0.71,12.4,8.7,21.1
累計,2.76,0,2.76,2,0,2,4.76,,,,,,,累計,,,,,,,累計,6.37,,,
