盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0,0,0,0.5,1.58,0,-,-,-,-,2018,14.3,10.05,11.2,4.45,0,4.45,2017,0.65,76.9,0,76.9
2017,0.28,0,0.28,0,0,0,0.28,0.89,0,-,-,-,-,2017,11.55,8.79,10.1,2.77,0,2.77,2016,0.3,93.3,0,93.3
2016,0.26,0,0.26,0,0,0,0.26,0.82,0,-,-,-,-,2016,9.29,7.57,8.48,3.07,0,3.07,2015,0.13,200,0,200
2015,0.6,0,0.6,0,0,0,0.6,1.94,0,4.52,1.8,0.09,0,2015,10.8,6.81,9.3,6.45,0,6.45,2014,0.77,77.9,0,77.9
2014,0.75,0,0.75,0,0,0,0.75,2.43,0,4.75,9.25,0.1,0,2014,12.1,9.41,10.4,7.2,0,7.2,2013,0.16,469,0,469
2013,0.22,0,0.22,0,0,0,0.22,0.71,0,0,0,0,0,2013,11.45,9.24,9.81,2.24,0,2.24,2012,0.22,100,0,100
2012,0.3,0,0.3,0,0,0,0.3,0.97,0,0.28,0.18,0.01,0,2012,11.85,8.71,9.87,3.04,0,3.04,2011,0.48,62.5,0,62.5
2011,0.6,0,0.6,0,0,0,0.6,1.94,0,6.64,1.8,0.13,0,2011,15.6,8.13,12,5.01,0,5.01,2010,1.14,52.6,0,52.6
2010,0.5,0,0.5,0,0,0,0.5,1.62,0,4.37,1.8,0.09,0,2010,18.5,11.65,14.3,3.51,0,3.51,2009,0.75,66.7,0,66.7
2009,0.26,0,0.26,0,0,0,0.26,0,0,0,0,0,0,2009,14.95,7.23,11.2,2.33,0,2.33,2008,0.21,124,0,124
2008,1.6,0,1.6,0,0,0,1.6,-,-,14.1,1.8,0.28,0,2008,26.9,8.31,18,8.88,0,8.88,2007,2.38,67.2,0,67.2
2007,1.2,0,1.2,0,0,0,1.2,-,-,11.5,1.8,0.23,-,2007,39.6,15.8,26.2,4.58,0,4.58,2006,1.93,62.2,0,62.2
2006,0.8,0,0.8,0,0,0,0.8,-,-,7.94,1.8,0.16,-,2006,18.4,10.8,13,6.17,0,6.17,2005,1.34,59.7,0,59.7
2005,0.45,0,0.45,0,0,0,0.45,-,-,4.51,1.67,0.09,-,2005,11.45,8.5,9.68,4.65,0,4.65,2004,0.82,54.9,0,54.9
2004,0.5,0,0.5,0,0,0,0.5,-,-,4.13,1.8,0.08,-,2004,12.8,8.5,10.1,4.96,0,4.96,2003,0.71,70.4,0,70.4
2003,0.71,0,0.71,0,0,0,0.71,-,-,4.77,1.71,0.1,-,2003,12.45,8,9.27,7.69,0,7.69,2002,0.86,82.9,0,82.9
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,10,5.05,7.18,0,0,0,2001,-0.33,0,0,0
2001,0.5,0,0.5,0.5,0,0.5,1,-,-,0,0,0,-,2001,12.8,4,7.68,6.51,6.57,13.1,2000,1.4,35.7,36,71.8
2000,0.5,0,0.5,0.5,0,0.5,1,-,-,-,-,-,-,2000,28.3,8.55,16.7,3,3,6,1999,0.6,83.3,83.3,167
1999,0.35,0,0.35,0.5,0.5,1,1.35,-,-,0,0,0,-,1999,22.5,12.4,16.7,2.1,5.99,8.09,1998,1.45,24.1,69,93.1
1998,0,0,0,1,1,2,2,-,-,0,0,0,-,1998,39.29,19.3,27.8,0,7.19,7.19,1997,1.82,0,110,110
1997,0,0,0,1.5,1,2.5,2.5,-,-,0,0,0,-,1997,47.8,26.1,36.3,0,6.89,6.89,1996,2.05,0,122,122
1996,0.5,0,0.5,0,1,1,1.5,-,-,0,0,0,-,1996,32,19.6,26.3,1.9,3.8,5.7,1995,1.43,35,69.9,105
1995,0,0,0,0.5,1.5,2,2,-,-,0,0,0,-,1995,36.6,15.9,26.3,0,7.6,7.6,1994,1.04,0,193,193
1994,0,0,0,1.5,1,2.5,2.5,-,-,0,0,0,-,1994,68,31.3,49.5,0,5.05,5.05,1993,2.29,0,109,109
1993,0,0,0,2,0,2,2,-,-,0,0,0,-,1993,72.5,43.8,59.7,0,3.35,3.35,1992,2.54,0,78.7,78.7
1992,0,0,0,1.96,0,1.96,1.96,-,-,0,0,0,-,-,-,-,-,-,-,-,1991,2.64,0,74.4,74.4
1991,0,0,0,1.55,0,1.55,1.55,-,-,0,0,0,-,-,-,-,-,-,-,-,1990,1.67,0,92.6,92.6
1990,0,0,0,2,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
平均,0.39,0,0.39,0.47,0.21,0.67,1.07,,,,,,,平均,23.9,12.8,18,3.5,1.9,5.4,平均,1.12,67.8,37.1,105
累計,11.4,0,11.4,13.5,6,19.5,30.9,,,,,,,累計,,,,,,,累計,31.4,,,
