盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2,0,2,0,0,0,2,58.9,0,-,-,-,-,2018,39.75,32.3,36.4,5.49,0,5.49,2017,4.38,45.7,0,45.7
2017,1.5,0,1.5,0,0,0,1.5,44.2,0,-,-,-,-,2017,43.95,36,40.1,3.74,0,3.74,2016,4.43,33.9,0,33.9
2016,1.5,0,1.5,0,0,0,1.5,44.2,0,-,-,-,-,2016,49.8,36.1,42.1,3.57,0,3.57,2015,3.24,46.3,0,46.3
2015,1.5,0,1.5,0,0,0,1.5,44.2,0,170,1.97,3.35,0,2015,53.6,37,45,3.33,0,3.33,2014,2.93,51.2,0,51.2
2014,1,0,1,0,0,0,1,29.4,0,72.2,0.68,1.42,0,2014,44.75,29.25,36.4,2.74,0,2.74,2013,3.62,27.6,0,27.6
2013,1.5,0,1.5,0,0,0,1.5,44.2,0,120,1.18,2.35,0,2013,45.3,27.45,32.8,4.58,0,4.58,2012,3.47,43.2,0,43.2
2012,1.3,0,1.3,0,0,0,1.3,38.2,0,80.7,1.39,1.59,0,2012,32.2,23.5,27.2,4.77,0,4.77,2011,2.01,64.7,0,64.7
2011,1.2,0,1.2,0,0,0,1.2,34.8,0,63.3,0.8,1.25,0,2011,29.25,20.1,25.1,4.78,0,4.78,2010,2.77,43.3,0,43.3
2010,1.5,0,1.5,0.2,0,0.2,1.7,42,56,128,1.82,2.52,0,2010,29.6,22,26.2,5.73,0.76,6.49,2009,2.52,59.5,7.9,67.5
2009,0.5,0,0.5,0.5,0,0.5,1,13.3,133,60,1.18,0,4.1,2009,26.45,13.5,20.4,2.45,2.45,4.91,2008,1.85,27,27,54.1
2008,1,0,1,1,0,1,2,-,-,169,3.52,0,27.3,2008,32.5,12.6,23.8,4.2,4.2,8.41,2007,1.97,50.8,50.8,102
2007,1.79,0,1.79,0.2,0,0.2,1.99,-,-,156,2.71,0,-,2007,38.8,26,33.9,5.27,0.59,5.85,2006,2.55,70.1,7.8,77.9
2006,1.5,0,1.5,0.5,0,0.5,2,-,-,144,3.4,0,-,2006,37.4,20.3,26.4,5.67,1.89,7.56,2005,1.98,75.7,25.2,101
2005,1,0,1,1,0,1,2,-,-,43.7,1.03,0,-,2005,29.1,19.6,24,4.16,4.16,8.32,2004,2.22,45,45,90.1
2004,1.01,0,1.01,1.02,0,1.02,2.03,-,-,170,2.67,0,-,2004,40.2,25.5,31.8,3.19,3.19,6.39,2003,3.56,28.5,28.5,57
2003,0.5,0,0.5,1.5,0,1.5,2,-,-,113,2.7,0,-,2003,43.9,24.7,35.2,1.42,4.26,5.68,2002,2.75,18.2,54.5,72.7
2002,0,0,0,1.01,1.01,2.03,2.03,-,-,0,0,0,-,2002,35.5,19.8,26.9,0,7.54,7.54,2001,2.28,0,89,89
2001,0,0,0,0,1.02,1.02,1.02,-,-,0,0,0,-,2001,36.3,18.8,25.5,0,3.98,3.98,2000,1.88,0,54.1,54.1
2000,0,0,0,3,1,4,4,-,-,0,0,0,-,2000,79.5,21.5,54.1,0,7.4,7.4,1999,4.18,0,95.7,95.7
1999,0,0,0,3,1,4,4,-,-,0,0,0,-,1999,118,58,73.9,0,5.42,5.42,1998,4.47,0,89.5,89.5
1998,0,0,0,5,0,5,5,-,-,0,0,0,-,1998,185,71.5,115,0,4.35,4.35,1997,6.36,0,78.6,78.6
1997,0,0,0,3.5,0,3.5,3.5,-,-,0,0,0,-,1997,221,69.5,137,0,2.56,2.56,1996,3.88,0,90.2,90.2
1996,0,0,0,2,0,2,2,-,-,0,0,0,-,1996,72,36.6,47.5,0,4.21,4.21,1995,2.19,0,91.3,91.3
1995,0,0,0,2,0,2,2,-,-,0,0,0,-,1995,62.5,32.79,48.1,0,4.16,4.16,1994,2.27,0,88.1,88.1
1994,0,0,0,1.5,0,1.5,1.5,-,-,0,0,0,-,1994,59,43,47.6,0,3.15,3.15,1993,2.35,0,63.7,63.7
1993,0,0,0,2,0,2,2,-,-,0,0,0,-,1993,58.5,34.4,46.3,0,4.32,4.32,1992,2.05,0,97.6,97.6
1992,0,0,0,2,0,2,2,-,-,0,0,0,-,1992,81,36.5,55.5,0,3.6,3.6,1991,1.93,0,104,104
1991,1,0,1,2,0,2,3,-,-,0,0,0,-,1991,104,47,70.7,1.41,2.83,4.24,1990,4.23,23.6,47.3,70.9
1990,0,0,0,2,0,2,2,-,-,0,-,0,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,8.5,1,9.5,9.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1985,0,0,0,1.7,0,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1984,-,-,-,-
平均,0.69,0,0.69,1.46,0.16,1.62,2.31,,,,,,,平均,61.7,32,44.8,2.4,2.7,5.1,平均,3.01,26.9,44.1,71.1
累計,21.3,0,21.3,45.1,5.03,50.2,71.5,,,,,,,累計,,,,,,,累計,84.3,,,
