盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,6.26,4.86,5.23,0,0,0,2017,-0.35,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,6.53,4.45,5.01,0,0,0,2016,-0.41,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,5.57,4.1,4.76,0,0,0,2015,-0.79,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,6.23,2.8,4.55,0,0,0,2014,-0.99,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8.1,5.35,6.37,0,0,0,2013,-1.33,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8.58,6.2,7.17,0,0,0,2012,-1.22,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,6.8,4.1,5.13,0,0,0,2011,0.01,0,0,0
2011,0.2,0,0.2,0.2,0,0.2,0.4,1.24,12.4,0.65,0.18,0.03,0,2011,9.18,3.71,6.94,2.88,2.88,5.76,2010,0.59,33.9,33.9,67.8
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,9.1,6.31,7.85,0,0,0,2009,0.06,0,0,0
2009,0,0,0,0,0,0,0,-,-,-,-,-,-,2009,8.78,2.75,4.85,0,0,0,2008,-0.48,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,10.2,2.24,5.61,0,0,0,2007,-0.3,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,11.8,3.89,7.55,0,0,0,2006,-1.3,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,5.5,2.55,3.97,0,0,0,2005,-1.63,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,9.55,3.26,5.93,0,0,0,2004,0.51,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,13.4,6,9.15,0,0,0,2003,0.72,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,9.1,3,5.64,0,0,0,2002,-4.44,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,4.95,0.75,3.15,0,0,0,2001,-4.44,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,3.73,0.46,1.78,0,0,0,2000,0,0,0,0
2000,0,0,0,0.6,0,0.6,0.6,-,-,-,-,-,-,2000,12.8,1.61,6.55,0,9.17,9.17,1999,0.66,0,90.9,90.9
1999,0,0,0,0.14,1,1.14,1.14,-,-,0,0,0,-,1999,14,6.6,9.82,0,11.6,11.6,1998,0.17,0,671,671
1998,0,0,0,0,0,0,0,-,-,0,0,0,-,1998,14.7,7.1,11,0,0,0,1997,-0.8,0,0,0
1997,0,0,0,0,0,0,0,-,-,0,0,0,-,1997,26.9,10,16.7,0,0,0,1996,0.44,0,0,0
1996,0,0,0,0,0,0,0,-,-,0,0,0,-,1996,24.1,16.1,19.1,0,0,0,1995,0.9,0,0,0
1995,0,0,0,0,0,0,0,-,-,0,0,0,-,1995,38.9,16,24,0,0,0,1994,0.42,0,0,0
1994,0,0,0,0,0,0,0,-,-,0,0,0,-,1994,36.5,20.1,24,0,0,0,1993,0.02,0,0,0
1993,0,0,0,0,0,0,0,-,-,0,0,0,-,1993,28.8,16.39,21.2,0,0,0,1992,0.84,0,0,0
1992,0,0,0,0,0.5,0.5,0.5,-,-,0,0,0,-,1992,35.79,17.2,25.7,0,1.95,1.95,1991,1.42,0,35.3,35.3
1991,0,0,0,0,0,0,0,-,-,0,0,0,-,1991,50,20,35.9,0,0,0,1990,0.59,0,0,0
1990,0,0,0,1.2,0,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,2.7,0,2.7,2.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
平均,0.01,0,0.01,0.16,0.05,0.21,0.22,,,,,,,平均,15.2,7.07,10.5,0.1,0.9,1,平均,-0.4,1.2,29.7,30.9
累計,0.2,0,0.2,4.84,1.5,6.34,6.54,,,,,,,累計,,,,,,,累計,-11.1,,,
