盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3,0,3,0,0,0,3,12.2,0,-,-,-,-,2018,105,52.6,69.3,4.33,0,4.33,2017,6.64,45.2,0,45.2
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,136.5,56.3,95.8,0,0,0,2016,-4.27,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,90.9,45.05,62.4,0,0,0,2015,-57.86,0,0,0
2015,0.47,0,0.47,0,0,0,0.47,1.66,0,3.03,1.09,0,0,2015,254,66.4,152,0.31,0,0.31,2014,0.84,56.1,0,56.1
2014,4.98,0,4.98,0,0,0,4.98,16.5,0,36.1,0.5,0,0,2014,311,147,205,2.42,0,2.42,2013,21.9,22.7,0,22.7
2013,20.91,0,20.91,0,0,0,20.91,68.7,0,44.7,-,0,0,2013,642,152,409,5.11,0,5.11,2012,-,-,-,-
2012,19.73,0,19.73,2.96,0,2.96,22.68,47.1,70.6,67.8,-,6.11,0,2012,536,310.5,418,4.72,0.71,5.43,2011,-,-,-,-
2011,0,0,0,0.5,0,0.5,0.5,0,11.2,42,-,2.12,0,2011,982,325,697,0,0.07,0.07,2010,-,-,-,-
2010,-,-,-,-,-,-,-,-,-,-,-,-,-,2010,755,456,625,-,-,-,-,-,-,-,-
平均,5.45,0,5.45,0.38,0,0.38,5.84,,,,,,,平均,424,179,304,2.1,0.1,2.2,平均,-6.55,24.8,0,24.8
累計,49.1,0,49.1,3.46,0,3.46,52.5,,,,,,,累計,,,,,,,累計,-32.8,,,
