盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,5.02,0,5.02,0,0,0,5.02,15.4,0,-,-,-,-,2018,121,76.3,99.9,5.02,0,5.02,2017,10.07,49.8,0,49.8
2017,2.48,1.98,4.46,0,0.5,0.5,4.95,13,14.4,-,-,-,-,2017,144.5,83.8,112,3.98,0.44,4.42,2016,8.42,52.9,5.9,58.8
2016,2.5,2,4.49,0,0.5,0.5,4.99,11.4,12.7,-,-,-,-,2016,94.3,65.3,83.2,5.4,0.6,6,2015,10.83,41.5,4.6,46.1
2015,2.07,0,2.07,0,0.41,0.41,2.49,5.43,10.9,15,1.01,0.56,0,2015,142,68.8,96.3,2.15,0.43,2.58,2014,6.71,30.9,6.2,37.1
2014,2.5,0,2.5,0,1,1,3.5,5.05,20.2,19.1,0.99,0.8,0,2014,104,58.9,80.3,3.11,1.24,4.36,2013,9.64,25.9,10.4,36.3
2013,1.99,0,1.99,0,0.5,0.5,2.48,3.8,9.51,19.1,1.11,0.76,0,2013,121,82.5,100,1.98,0.5,2.48,2012,9.24,21.5,5.4,26.9
2012,1.96,0,1.96,0,0.49,0.49,2.45,3.52,8.81,18.2,1.58,0.61,0,2012,143,77,116,1.69,0.42,2.11,2011,7.29,26.9,6.7,33.6
2011,1.76,0,1.76,0,0.44,0.44,2.2,2.85,0,10.5,1.82,0.42,0,2011,99,49.1,70.1,2.51,0.63,3.13,2010,4.06,43.3,10.8,54.1
2010,1.53,0,1.53,0,0.51,0.51,2.04,2.05,0,7.65,1.94,0.29,0,2010,62.2,34.75,46,3.33,1.11,4.43,2009,2.93,52.3,17.4,69.7
2009,0.8,0,0.8,0.2,1,1.2,2,0.96,2.4,6.16,2.52,0.11,0,2009,57.7,10.3,28.4,2.82,4.23,7.05,2008,2.05,39,58.5,97.6
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,24.15,7.78,16.5,0,0,0,2007,0.53,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,20.15,13.5,16.6,0,0,0,2006,-0.48,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,18.7,9.01,12.7,0,0,0,2005,-2.15,0,0,0
2005,1.2,0,1.2,0.1,0.5,0.6,1.8,-,-,7,2.61,0.13,-,2005,26.9,9.2,17.7,6.76,3.38,10.2,2004,3.1,38.6,19.3,58
2004,0.3,0,0.3,1.2,0,1.2,1.5,-,-,-,-,-,-,2004,54,21.2,35.9,0.83,3.34,4.17,2003,2.39,12.6,50.2,62.8
2003,0,0,0,1,0.2,1.2,1.2,-,-,3,2.8,0,-,2003,45.9,29.9,40.4,0,2.97,2.97,2002,1.92,0,62.5,62.5
2002,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
平均,1.42,0.23,1.65,0.15,0.36,0.5,2.15,,,,,,,平均,79.9,43.6,60.8,2.5,1.2,3.7,平均,4.78,27.2,16.1,43.3
累計,24.1,3.98,28.1,2.5,6.04,8.54,36.6,,,,,,,累計,,,,,,,累計,76.5,,,
