盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,15,0,15,0,0,0,15,111,0,-,-,-,-,2018,284,239.5,271,5.53,0,5.53,2017,20.93,71.7,0,71.7
2017,17,0,17,0,0,0,17,126,0,-,-,-,-,2017,308,241,274,6.21,0,6.21,2016,25.85,65.8,0,65.8
2016,15,0,15,0,0,0,15,111,0,-,-,-,-,2016,291.5,252,274,5.47,0,5.47,2015,23.02,65.2,0,65.2
2015,17,0,17,0,0,0,17,126,0,50.3,0.26,9.56,0,2015,359,243.5,300,5.67,0,5.67,2014,26.21,64.9,0,64.9
2014,19.5,0,19.5,0,0,0,19.5,145,0,186,0.87,9.28,0,2014,358,267,310,6.28,0,6.28,2013,28.66,68,0,68
2013,19.17,0,19.17,0,0,0,19.17,143,0,194,0.87,9.71,0,2013,382,204,289,6.64,0,6.64,2012,29.79,64.4,0,64.4
2012,14.5,0,14.5,0,0,0,14.5,109,0,142,0.85,7.08,0,2012,342,212,287,5.05,0,5.05,2011,21.99,65.9,0,65.9
2011,14,0,14,2.2,0,2.2,16.2,86.4,136,142,0.86,7.11,0,2011,311,178,247,5.67,0.89,6.56,2010,7.72,181,28.5,210
2010,2.1,0,2.1,0,0,0,2.1,89.2,0,69.8,0.56,6.98,0,2010,289.5,49,168,1.25,0,1.25,2009,2.94,71.4,0,71.4
2009,2,0,2,0.02,0,0.02,2.02,84.4,8.44,52.8,0.32,2.51,18.4,2009,66.5,29.5,47.7,4.2,0.04,4.24,2008,3.88,51.5,0.5,52.1
2008,2.49,0,2.49,1,0,1,3.49,-,-,211,0.76,9.12,120,2008,101,32.05,73.6,3.39,1.35,4.74,2007,7.52,33.1,13.3,46.4
2007,1.49,0,1.49,0.5,0,0.5,1.99,-,-,139,0.72,6.89,-,2007,116,75.4,90.9,1.64,0.55,2.19,2006,5.65,26.4,8.8,35.2
2006,1,0,1,1,0,1,2,-,-,125,0.72,6.21,-,2006,110,67.5,84,1.19,1.19,2.38,2005,6.03,16.6,16.6,33.2
2005,1.5,0,1.5,1,0,1,2.5,-,-,85.5,0.57,3.25,-,2005,105,79,88.7,1.69,1.13,2.82,2004,5.91,25.4,16.9,42.3
2004,1.5,0,1.5,1,0,1,2.5,-,-,80.9,0.7,3.79,-,2004,90.5,65,77.6,1.93,1.29,3.22,2003,5.07,29.6,19.7,49.3
2003,1.25,0,1.25,1.25,0,1.25,2.5,-,-,70.3,0.7,3.73,-,2003,119,58.5,79.4,1.57,1.57,3.15,2002,5.02,24.9,24.9,49.8
2002,4,0,4,0,0,0,4,-,-,0,0,0,-,2002,187,58.5,111,3.61,0,3.61,2001,8.19,48.8,0,48.8
2001,2.5,0,2.5,2.5,0,2.5,5,-,-,0,0,0,-,2001,181,94.5,144,1.73,1.73,3.47,2000,9.98,25.1,25.1,50.1
2000,2.4,0,2.4,3.6,0,3.6,6,-,-,0,0,0,-,2000,426,94.5,255,0.94,1.41,2.35,1999,12.47,19.2,28.9,48.1
1999,3,0,3,4,0,4,7,-,-,0,0,0,-,1999,402,248,323,0.93,1.24,2.16,1998,14.26,21,28.1,49.1
1998,0,0,0,15,0,15,15,-,-,0,0,0,-,1998,780,208,439,0,3.41,3.41,1997,22.4,0,67,67
1997,0,0,0,15,0,15,15,-,-,0,0,0,-,1997,890,275,498,0,3.01,3.01,1996,31.97,0,46.9,46.9
1996,5.5,0,5.5,9.5,0,9.5,15,-,-,0,0,0,-,1996,338,115.5,243,2.26,3.9,6.16,1995,32.51,16.9,29.2,46.1
1995,3,0,3,3.2,0,3.2,6.2,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,16.79,17.9,19.1,36.9
1994,1,0,1,4.6,0,4.6,5.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,7.29,0,7.29,7.29,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,6.38,0,6.38,2.79,0,2.79,9.18,,,,,,,平均,297,147,216,3.2,1,4.2,平均,15.6,44.8,15.6,60.4
累計,166,0,166,72.7,0,72.7,239,,,,,,,累計,,,,,,,累計,375,,,
