盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,1,0,1,0.5,0,0.5,1.5,5.62,28.1,-,-,-,-,2018,21.9,16.8,19.2,5.22,2.61,7.82,2017,2.47,40.5,20.2,60.7
2017,0.5,0,0.5,0,0,0,0.5,2.81,0,-,-,-,-,2017,18.9,14.2,15.3,3.27,0,3.27,2016,1.36,36.8,0,36.8
2016,0.7,0,0.7,0,0,0,0.7,3.94,0,-,-,-,-,2016,16.3,13.55,14.3,4.9,0,4.9,2015,1.36,51.5,0,51.5
2015,1.2,0,1.2,0,0,0,1.2,6.75,0,2.88,0.33,0.07,0,2015,18,13.65,16.1,7.45,0,7.45,2014,1.55,77.4,0,77.4
2014,1.2,0,1.2,0,0,0,1.2,6.75,0,3.1,0.42,0.06,0,2014,18.2,14.15,15.8,7.57,0,7.57,2013,1.3,92.3,0,92.3
2013,0.5,0,0.5,0.2,0,0.2,0.7,2.76,11,2.3,0.34,0.06,0,2013,14.4,12.75,13.5,3.69,1.48,5.17,2012,1.23,40.7,16.3,56.9
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,13.8,10.85,12.6,0,0,0,2011,0.29,0,0,0
2011,1,0,1,0,0,0,1,5.51,0,1.8,0.26,0.07,0,2011,19.8,12.1,15.9,6.29,0,6.29,2010,1.28,78.1,0,78.1
2010,1.5,0,1.5,0,0,0,1.5,8.27,0,0.8,0.08,0.08,0,2010,19.4,11.55,15.5,9.7,0,9.7,2009,1.8,83.3,0,83.3
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,14.2,7.1,10.8,0,0,0,2008,0.39,0,0,0
2008,1,0,1,0.5,0,0.5,1.5,-,-,1.1,0.09,0.11,0,2008,20.5,6.81,14.3,7,3.5,10.5,2007,2.4,41.7,20.8,62.5
2007,0.5,0,0.5,0.5,0,0.5,1,-,-,0.58,0.08,0.06,-,2007,19.7,12.45,14.6,3.42,3.42,6.83,2006,1.4,35.7,35.7,71.4
2006,0.8,0,0.8,0,0,0,0.8,-,-,0.7,0.11,0.06,-,2006,13,10.7,11.9,6.74,0,6.74,2005,1.45,55.2,0,55.2
2005,0.8,0,0.8,0,0,0,0.8,-,-,0.6,0.15,0.04,-,2005,13.9,11.1,12.4,6.45,0,6.45,2004,1.08,74.1,0,74.1
2004,0.9,0,0.9,0,0,0,0.9,-,-,0,0,0,-,2004,18.4,12,13.6,6.62,0,6.62,2003,1.11,81.1,0,81.1
2003,0.9,0,0.9,0,0,0,0.9,-,-,0,0,0,-,2003,13.2,10.75,12,7.51,0,7.51,2002,1.03,87.4,0,87.4
2002,0.7,0,0.7,0,0,0,0.7,-,-,0,0,0,-,2002,12,9.3,10.4,6.71,0,6.71,2001,0.87,80.5,0,80.5
2001,1.09,0,1.09,0,0,0,1.09,-,-,0,0,0,-,2001,10.6,7.4,8.92,12.2,0,12.2,2000,1.08,101,0,101
2000,0.7,0,0.7,0,0,0,0.7,-,-,-,-,-,-,2000,13.5,6.25,8.3,8.43,0,8.43,1999,1.09,64.2,0,64.2
1999,0.9,0,0.9,0,0,0,0.9,-,-,0,0,0,-,-,-,-,-,-,-,-,1998,0.95,94.7,0,94.7
平均,0.79,0,0.79,0.08,0,0.08,0.88,,,,,,,平均,16.3,11.2,13.4,6,0.6,6.5,平均,1.27,60.8,4.7,65.5
累計,15.9,0,15.9,1.7,0,1.7,17.6,,,,,,,累計,,,,,,,累計,25.5,,,
