盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.31,0,0.31,0,0,0,0.31,4.36,0,-,-,-,-,2018,11.25,9.28,10.2,3.02,0,3.02,2017,0.28,110,0,110
2017,0.3,0,0.3,0,0,0,0.3,4.3,0,-,-,-,-,2017,13.1,10.1,11.1,2.69,0,2.69,2016,0.87,34.5,0,34.5
2016,0.3,0,0.3,0,0,0,0.3,4.24,0,-,-,-,-,2016,12.85,8.5,11.3,2.65,0,2.65,2015,1.02,29.4,0,29.4
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,15.8,8.4,11.8,0,0,0,2014,1.72,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,15.95,10.6,13.1,0,0,0,2013,-3.17,0,0,0
2013,0.1,0,0.1,0,0,0,0.1,1.39,0,2.12,1.8,0.05,0,2013,14.6,6.39,9.08,1.1,0,1.1,2012,0.09,111,0,111
2012,0.1,0,0.1,0,0,0,0.1,1.39,0,0,0,0.01,0,2012,8.89,5.71,6.76,1.48,0,1.48,2011,0.02,500,0,500
2011,0.1,0,0.1,0,0,0,0.1,1.46,0,6.4,0.9,0.51,0,2011,11.55,5.67,8.56,1.2,0,1.2,2010,0.51,20.2,0,20.2
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,12.6,8.3,9.76,0,0,0,2009,-0.89,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,9.78,5.5,7.97,0,0,0,2008,0.07,0,0,0
2008,0.6,0,0.6,0.2,0,0.2,0.8,-,-,20,1.8,0.2,3.01,2008,12.15,5,8.8,6.82,2.27,9.09,2007,0.81,74.1,24.7,98.8
2007,0.5,0,0.5,0.2,0,0.2,0.7,-,-,23.7,2.82,0.24,-,2007,15.7,9.91,12.5,4,1.6,5.59,2006,0.62,80.6,32.3,113
2006,0.5,0,0.5,0.2,0,0.2,0.7,-,-,18.5,1.8,0.19,-,2006,15.2,10.6,12.3,4.07,1.63,5.69,2005,0.78,64.1,25.6,89.7
2005,0.7,0,0.7,0.2,0.3,0.5,1.2,-,-,32.1,1.8,0.24,-,2005,16.8,11.1,13.7,5.11,3.65,8.75,2004,1.42,49.3,35.2,84.5
2004,0.7,0,0.7,0.8,0,0.8,1.5,-,-,-,-,-,-,2004,21.6,12.8,16.3,4.29,4.9,9.19,2003,2.12,33,37.7,70.8
2003,0.5,0,0.5,0.8,0.2,1,1.5,-,-,25.2,1.8,0,-,2003,23.1,14.6,18.5,2.71,5.42,8.13,2002,1.37,36.5,73,110
2002,0.2,0,0.2,1,0.3,1.3,1.5,-,-,0,0,0,-,2002,34.7,16,22.9,0.87,5.67,6.55,2001,1.58,12.7,82.3,94.9
2001,0.5,0,0.5,1.5,0,1.5,2,-,-,0,0,0,-,2001,30.9,12,19.6,2.55,7.65,10.2,2000,1.21,41.3,124,165
2000,0.5,0,0.5,2.5,0,2.5,3,-,-,0,0,0,-,2000,83,15.6,44.1,1.13,5.67,6.81,1999,5.59,8.9,44.7,53.7
1999,0,0,0,2,0.5,2.5,2.5,-,-,0,0,0,-,1999,76,29,45.2,0,5.54,5.54,1998,2.42,0,103,103
1998,0,0,0,1.5,1,2.5,2.5,-,-,0,0,0,-,1998,107,35.1,63.9,0,3.92,3.92,1997,1.66,0,151,151
1997,0,0,0,0.7,1.3,2,2,-,-,0,0,0,-,1997,76.5,27.1,46.8,0,4.28,4.28,1996,1.52,0,132,132
1996,0.5,0,0.5,0.2,1.3,1.5,2,-,-,0,0,0,-,1996,37.4,24,29.4,1.7,5.09,6.79,1995,1.49,33.6,101,134
1995,0,0,0,0.5,2,2.5,2.5,-,-,0,0,0,-,1995,64,25.7,37,0,6.76,6.76,1994,4.25,0,58.8,58.8
1994,0,0,0,1,1,2,2,-,-,0,0,0,-,1994,84.5,57,68.2,0,2.93,2.93,1993,2.06,0,97.3,97.3
1993,0,0,0,0,0,0,0,-,-,0,0,0,-,1993,74.5,25.1,37.1,0,0,0,1992,0.38,0,0,0
1992,0.6,0,0.6,0.6,0,0.6,1.2,-,-,0,0,0,-,1992,58.5,20.1,37.4,1.61,1.61,3.21,1991,1.1,54.3,54.3,109
1991,0,0,0,0.61,0.59,1.2,1.2,-,-,0,0,0,-,1991,76.5,26.4,49.8,0,2.41,2.41,1990,1.3,0,92.5,92.5
1990,0,0,0,1.8,0.2,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,-,-,-,-
1989,0,0,0,12.33,0.06,12.39,12.39,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1987,1.2,0,1.2,0,0,0,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,-,-,-,-
平均,0.26,0,0.26,0.92,0.28,1.21,1.47,,,,,,,平均,36.9,16.3,24.4,1.7,2.5,4.2,平均,1.15,46.2,45.3,91.5
累計,8.21,0,8.21,28.6,8.75,37.4,45.6,,,,,,,累計,,,,,,,累計,32.2,,,
