盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0.5,0.5,0,0,0,0.5,3.23,0,-,-,-,-,2018,35.8,24.7,28,1.79,0,1.79,2017,-3.03,-16.5,0,-16.5
2017,0,0.8,0.8,0,0,0,0.8,5.17,0,-,-,-,-,2017,29.8,23.05,25.3,3.16,0,3.16,2016,-1.07,-74.8,0,-74.8
2016,1,0,1,0,0,0,1,6.46,0,-,-,-,-,2016,35.45,22.4,28.5,3.51,0,3.51,2015,1.33,75.2,0,75.2
2015,1.3,0,1.3,0,0,0,1.3,8.4,0,0,0,0.03,0,2015,57.3,21.3,40,3.25,0,3.25,2014,2.5,52,0,52
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,58.2,34.6,43.6,0,0,0,2013,-1.29,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,45.8,30.7,36.2,0,0,0,2012,-3.19,0,0,0
2012,2,0,2,0,0,0,2,12.9,0,0,0,0.04,0,2012,77.5,31.5,51.5,3.89,0,3.89,2011,4.91,40.7,0,40.7
2011,0.38,0,0.38,0,0.3,0.3,0.68,2.37,0,0,0,0,0,2011,120.5,58.7,94.8,0.4,0.32,0.72,2010,3.3,11.5,9.1,20.6
2010,5.4,0,5.4,0,0,0,5.4,33.7,0,0,0,0.06,0,2010,154,99.9,125,4.33,0,4.33,2009,3.37,160,0,160
2009,7.1,0,7.1,0.2,0,0.2,7.3,1.22,12.2,0,0,0.07,0,2009,127,60,96.9,7.32,0.21,7.53,2008,10.86,65.4,1.8,67.2
2008,12.54,0,12.54,0,0,0,12.54,-,-,3.37,0.04,0.02,0,2008,228,61.5,131,9.6,0,9.6,2007,13.94,89.9,0,89.9
2007,15.19,0,15.19,0.26,0,0.26,15.45,-,-,3.36,0.03,0.13,-,2007,253,180,210,7.22,0.13,7.34,2006,17.65,86.1,1.5,87.6
2006,6,0,6,0,0,0,6,-,-,3.36,0.08,0.03,-,2006,373,203,256,2.35,0,2.35,2005,7.75,77.4,0,77.4
2005,0.7,0,0.7,0.6,0,0.6,1.3,-,-,1.71,0.27,0,-,-,-,-,-,-,-,-,2004,1.28,54.7,46.9,102
2004,0.1,0,0.1,0.1,0,0.1,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,2003,0.52,19.2,19.2,38.5
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,2002,0.26,0,0,0
2002,0.45,0,0.45,0.4,0,0.4,0.85,-,-,-,-,-,-,-,-,-,-,-,-,-,2001,-,-,-,-
2001,1.65,0,1.65,1.6,0,1.6,3.25,-,-,-,-,-,-,-,-,-,-,-,-,-,2000,-,-,-,-
2000,1.8,0,1.8,1.7,0,1.7,3.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1999,-,-,-,-
1999,5.5,0,5.5,0,0,0,5.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,3.06,0.06,3.12,0.24,0.02,0.26,3.38,,,,,,,平均,123,65.5,89.8,3.6,0.1,3.7,平均,3.69,40.1,4.9,45
累計,61.1,1.3,62.4,4.86,0.3,5.16,67.6,,,,,,,累計,,,,,,,累計,59.1,,,
