盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.8,0,0.8,0,0,0,0.8,0.67,0,-,-,-,-,2018,31.15,24.5,28.1,2.84,0,2.84,2017,1.42,56.3,0,56.3
2017,0.8,0,0.8,0,0,0,0.8,0.67,0,-,-,-,-,2017,34.05,28.8,31,2.58,0,2.58,2016,1.47,54.4,0,54.4
2016,1,0,1,0,0,0,1,0.83,0,-,-,-,-,2016,46.95,31,37.4,2.67,0,2.67,2015,2.02,49.5,0,49.5
2015,1,0,1,0,0,0,1,0.83,0,3.21,1.8,0.13,0,2015,63.9,26.6,44.6,2.24,0,2.24,2014,2.14,46.7,0,46.7
2014,0.7,0,0.7,0,0,0,0.7,0.58,0,2.4,1.8,0.11,0,2014,66.2,31.6,45.3,1.55,0,1.55,2013,1.6,43.8,0,43.8
2013,0.5,0,0.5,0,0,0,0.5,0.42,0,3.53,1.8,0.14,0,2013,39.2,31.1,34.2,1.46,0,1.46,2012,2.35,21.3,0,21.3
2012,1.75,0,1.75,0,0,0,1.75,1.46,0,3.32,1.43,0.17,0,2012,37.2,29.2,32.6,5.37,0,5.37,2011,2.79,62.7,0,62.7
2011,1.1,0,1.1,1,0,1,2.1,0.83,7.58,3.58,1.98,0.16,0,2011,44.8,27.65,35.4,3.11,2.82,5.93,2010,2.38,46.2,42,88.2
2010,1.7,0,1.7,0.5,0,0.5,2.2,1.23,3.61,3.57,1.68,0.16,0,2010,50.2,26.5,36.5,4.66,1.37,6.03,2009,2.94,57.8,17,74.8
2009,1.2,0,1.2,0.6,0,0.6,1.8,0.81,4.07,2.72,1.71,0.06,0.22,2009,36.75,18,28.8,4.17,2.08,6.25,2008,2.34,51.3,25.6,76.9
2008,1.26,0,1.26,0.24,0,0.24,1.5,-,-,2.19,1.43,0.04,0.52,2008,41.5,17.8,26.9,4.69,0.89,5.58,2007,2.33,54.1,10.3,64.4
2007,0.65,0,0.65,0,0,0,0.65,-,-,0.95,1.79,0.04,-,2007,43.35,12.05,23.3,2.79,0,2.79,2006,0.81,80.2,0,80.2
2006,1,0,1,0.2,0,0.2,1.2,-,-,1.7,1.61,0.01,-,2006,15.85,10.4,13,7.69,1.54,9.23,2005,1.65,60.6,12.1,72.7
2005,0.5,0,0.5,0.5,0,0.5,1,-,-,1.34,1.21,0.01,-,2005,19.9,13,15.2,3.29,3.29,6.58,2004,1.83,27.3,27.3,54.6
2004,0,0,0,2,0,2,2,-,-,2.2,1.75,0,-,2004,31,13.5,21.9,0,9.13,9.13,2003,2.78,0,71.9,71.9
2003,0,0,0,2.5,0,2.5,2.5,-,-,1.84,1.81,0,-,2003,39,28,31.6,0,7.91,7.91,2002,3.07,0,81.4,81.4
2002,0,0,0,1.8,0,1.8,1.8,-,-,0,0,0,-,2002,55.5,29.8,40,0,4.5,4.5,2001,2.34,0,76.9,76.9
2001,0,0,0,1.05,0,1.05,1.05,-,-,0,0,0,-,-,-,-,-,-,-,-,2000,1.39,0,75.5,75.5
2000,0,0,0,2.25,0,2.25,2.25,-,-,0,0,0,-,-,-,-,-,-,-,-,1999,2.77,0,81.2,81.2
1999,0,0,0,2,0,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,-,-,-,-
平均,0.7,0,0.7,0.73,0,0.73,1.43,,,,,,,平均,41,23.5,30.9,2.9,2,4.9,平均,2.13,37.5,27.4,64.9
累計,14,0,14,14.6,0,14.6,28.6,,,,,,,累計,,,,,,,累計,40.4,,,
