盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.75,0,0.75,0.3,0,0.3,1.05,91.5,366,-,-,-,-,2018,19,16.15,17.6,4.27,1.71,5.97,2017,1.17,64.1,25.6,89.7
2017,0.75,0,0.75,0.3,0,0.3,1.05,88.9,355,-,-,-,-,2017,16.9,14,15.7,4.78,1.91,6.69,2016,1.16,64.7,25.9,90.5
2016,0.3,0,0.3,0.7,0,0.7,1,33.2,775,-,-,-,-,2016,15.15,12.7,14.1,2.13,4.98,7.11,2015,1.22,24.6,57.4,82
2015,0.5,0,0.5,0.4,0.1,0.5,1,52.7,527,64.5,0.63,0.02,0,2015,16.8,12.55,15.3,3.28,3.28,6.56,2014,1.13,44.2,44.2,88.5
2014,0.5,0,0.5,0,0.5,0.5,1,43.1,431,49.5,0.58,0.02,0,2014,18.15,15.8,16.5,3.03,3.03,6.06,2013,1,50,50,100
2013,0.4,0,0.4,0.4,0.2,0.6,1,32.5,488,54.4,0.72,0.03,0,2013,17.6,15.5,16.6,2.41,3.61,6.02,2012,1.07,37.4,56.1,93.5
2012,0.04,0.46,0.5,0,0.5,0.5,1,33,330,2.36,0.9,0,0,2012,19.45,15,17.2,2.9,2.9,5.81,2011,0.04,1250,1250,2500
2011,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,19.35,16.8,18.1,-,-,-,-,-,-,-,-
平均,0.4,0.06,0.46,0.26,0.16,0.42,0.89,,,,,,,平均,17.8,14.8,16.4,3.3,3.1,6.3,平均,0.97,219,216,435
累計,3.24,0.46,3.7,2.1,1.3,3.4,7.1,,,,,,,累計,,,,,,,累計,6.79,,,
