盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,-,-,-,-,-,-,-,-,-,-,-,-,-,2018,1.33,0.95,1.14,-,-,-,-,-,-,-,-
2017,-,-,-,-,-,-,-,-,-,-,-,-,-,2017,2.02,0.77,1.38,-,-,-,-,-,-,-,-
2016,-,-,-,-,-,-,-,-,-,-,-,-,-,2016,2.55,1.86,2.18,-,-,-,-,-,-,-,-
2015,-,-,-,-,-,-,-,-,-,-,-,-,-,2015,5.85,1.81,3.42,-,-,-,-,-,-,-,-
2014,-,-,-,-,-,-,-,-,-,-,-,-,-,2014,7.61,3.41,5.15,-,-,-,-,-,-,-,-
2013,-,-,-,-,-,-,-,-,-,-,-,-,-,2013,14.75,7.41,9.79,-,-,-,-,-,-,-,-
2012,-,-,-,-,-,-,-,-,-,-,-,-,-,2012,13.55,6.55,9.17,-,-,-,-,-,-,-,-
2011,-,-,-,-,-,-,-,-,-,-,-,-,-,2011,19.1,9.88,12.6,-,-,-,-,-,-,-,-
平均,0,0,0,0,0,0,0,,,,,,,平均,8.35,4.08,5.6,,,,平均,,,,
累計,0,0,0,0,0,0,0,,,,,,,累計,,,,,,,累計,,,,
