盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0.7,0.7,0,0,0,0.7,21.5,0,-,-,-,-,2018,33.75,21.3,24.9,2.81,0,2.81,2017,0.93,75.3,0,75.3
2017,0,0.5,0.5,0,0,0,0.5,15.4,0,-,-,-,-,2017,24.9,13,15.9,3.14,0,3.14,2016,-1.62,-30.9,0,-30.9
2016,0,0.5,0.5,0,0,0,0.5,15.4,0,-,-,-,-,2016,16.2,10.1,13.3,3.76,0,3.76,2015,0.2,250,0,250
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,22.15,9.31,16,0,0,0,2014,0.66,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,25.7,17.3,20.7,0,0,0,2013,-7.54,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,28.2,14.8,21.9,0,0,0,2012,-1.07,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,46.15,22.3,31.6,0,0,0,2011,-2.52,0,0,0
2011,3.65,0,3.65,0,0,0,3.65,96.8,0,89.5,0.59,9,0,2011,91,27.3,49,7.46,0,7.46,2010,5.71,64,0,64
2010,3.1,0,3.1,0.01,0,0.01,3.11,83.4,2.69,122,1.08,8,2.65,2010,105.5,71.4,86.5,3.59,0.01,3.6,2009,4.31,71.9,0.2,72.2
2009,2,0,2,0.1,0,0.1,2.1,52.9,26.4,85.8,0.73,6,16.2,2009,96.6,38.9,65.6,3.05,0.15,3.2,2008,4.72,42.4,2.1,44.5
2008,3.6,0,3.6,0.15,0,0.15,3.75,-,-,117,0.9,5.45,33,2008,70.3,37,55.5,6.48,0.27,6.76,2007,5.48,65.7,2.7,68.4
2007,3.85,0,3.85,0.15,0,0.15,4,-,-,94.8,0.93,4.25,-,2007,78.6,55.1,64.1,6.01,0.23,6.24,2006,4.45,86.5,3.4,89.9
2006,3,0,3,0.2,0,0.2,3.2,-,-,93.6,1.1,3.75,-,2006,85,41.2,60.2,4.99,0.33,5.32,2005,3.83,78.3,5.2,83.6
2005,2.3,0,2.3,0.12,0.48,0.6,2.9,-,-,55.5,0.79,0.89,-,2005,85.5,48.8,61.4,3.74,0.98,4.72,2004,3.38,68,17.8,85.8
2004,2.52,0,2.52,0.25,0.25,0.5,3.03,-,-,69.9,0.96,1.12,-,2004,55.5,41.6,49,5.15,1.03,6.18,2003,3.61,69.9,14,83.9
2003,2.07,0,2.07,1.03,0,1.03,3.1,-,-,73.6,0.85,0.74,-,2003,57,29.5,42.3,4.89,2.44,7.33,2002,4.46,46.3,23.2,69.5
2002,1.01,0,1.01,0,1.01,1.01,2.03,-,-,0,0,0,-,2002,66,25,40.5,2.51,2.51,5.01,2001,1.7,59.7,59.7,119
2001,2,0,2,2,0,2,4,-,-,-,-,-,-,2001,84.5,21.5,47.8,4.19,4.19,8.37,2000,4.67,42.8,42.8,85.7
2000,1.5,0,1.5,1.5,0,1.5,3,-,-,0,0,0,-,2000,241,44,140,1.07,1.07,2.15,1999,3.52,42.6,42.6,85.2
1999,1,0,1,1,0,1,2,-,-,0,0,0,-,1999,196,46,81.8,1.22,1.22,2.45,1998,2.24,44.6,44.6,89.3
1998,0.5,0,0.5,2,0,2,2.5,-,-,0,0,0,-,1998,80,45,59.5,0.84,3.36,4.2,1997,3.02,16.6,66.2,82.8
1997,0.5,0,0.5,2,0,2,2.5,-,-,0,0,0,-,1997,136,53,86.2,0.58,2.32,2.9,1996,3.01,16.6,66.4,83.1
1996,1,0,1,2,0,2,3,-,-,0,0,0,-,1996,67.5,37.4,57.4,1.74,3.48,5.23,1995,5.42,18.4,36.9,55.3
1995,1,0,1,1,0,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,4.16,24.1,24.1,48.1
1994,2,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,2,0,2,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,1.49,0.07,1.55,0.52,0.07,0.59,2.14,,,,,,,平均,78,33.5,51.8,2.9,1,3.9,平均,2.36,48,18.8,66.9
累計,38.6,1.7,40.3,13.5,1.75,15.3,55.6,,,,,,,累計,,,,,,,累計,56.7,,,
