盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,3.01,0,3.01,0,0,0,3.01,2.61,0,-,-,-,-,2018,150.5,88.1,121,2.49,0,2.49,2017,5.4,55.7,0,55.7
2017,2.7,0,2.7,0,0,0,2.7,2.04,0,-,-,-,-,2017,148.5,40.75,82.9,3.25,0,3.25,2016,3.01,89.6,0,89.6
2016,1.56,0,1.56,0,0,0,1.56,1.18,0,-,-,-,-,2016,57.7,33.85,44,3.55,0,3.55,2015,1.71,91.4,0,91.4
2015,1.02,0,1.02,0,0,0,1.02,0.72,0,0,0,0.04,0,2015,71.5,32.3,46,2.23,0,2.23,2014,3.62,28.3,0,28.3
2014,0.5,0,0.5,0,0,0,0.5,0.26,0,0,0,0.01,0,2014,42.8,18.85,28.9,1.73,0,1.73,2013,0.28,178,0,178
2013,0.3,0,0.3,0,0.5,0.5,0.8,0.15,2.43,0,0,0,0,2013,22.15,17.25,19.3,1.56,2.59,4.15,2012,0.03,1000,1667,2667
2012,1.2,0,1.2,0,0,0,1.2,0.58,0,0,0,0.02,0,2012,30.5,17.5,22,5.45,0,5.45,2011,1.81,66.3,0,66.3
2011,1,0,1,0,0,0,1,0.44,0,0,0,0.03,0,2011,25.2,20.1,22.2,4.5,0,4.5,2010,2.64,37.9,0,37.9
2010,0.5,0,0.5,0,0,0,0.5,0.21,0,0,0,0.02,0,-,-,-,-,-,-,-,2009,1.49,33.6,0,33.6
2009,0.5,0,0.5,0.5,0,0.5,1,0.18,1.83,0,0,0.02,0,-,-,-,-,-,-,-,2008,1.28,39.1,39.1,78.1
平均,1.23,0,1.23,0.05,0.05,0.1,1.33,,,,,,,平均,68.6,33.6,48.3,3.1,0.3,3.4,平均,2.13,162,171,333
累計,12.3,0,12.3,0.5,0.5,1,13.3,,,,,,,累計,,,,,,,累計,21.3,,,
