盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.27,0,0.27,0.4,0,0.4,0.67,16.5,246,-,-,-,-,2018,11.35,8.3,9.26,2.89,4.32,7.21,2017,0.82,32.7,48.8,81.5
2017,0.1,0,0.1,0.3,0,0.3,0.4,6.09,179,-,-,-,-,2017,8.63,8.1,8.34,1.22,3.6,4.82,2016,0.87,11.7,34.5,46.2
2016,0.1,0,0.1,0.5,0,0.5,0.6,5.68,284,-,-,-,-,2016,8.66,7.51,8.19,1.22,6.11,7.33,2015,0.9,11.1,55.6,66.7
2015,0,0,0,0.73,0,0.73,0.73,0,387,38.2,0.72,3.05,0,2015,10.35,7.55,9.03,0,8.08,8.08,2014,1,0,73,73
2014,0,0,0,0.4,0,0.4,0.4,0,204,20.9,0.58,1.68,0,2014,9.8,8.76,9.12,0,4.38,4.38,2013,0.71,0,56.3,56.3
2013,0,0,0,0.4,0,0.4,0.4,0,196,20.2,0.59,1.61,0,2013,9.73,8.43,9,0,4.45,4.45,2012,0.7,0,57.1,57.1
2012,0,0,0,0.4,0,0.4,0.4,0,188,18.5,0.62,1.48,0,2012,10.2,7.85,8.79,0,4.55,4.55,2011,0.71,0,56.3,56.3
2011,0,0,0,0.45,0,0.45,0.45,0,181,14,0.7,1.12,0,2011,14,8.38,10.8,0,4.18,4.18,2010,0.5,0,90,90
2010,0,0,0,0.4,0,0.4,0.4,0,155,10,0.7,0.8,0,2010,13.3,7.6,9.17,0,4.36,4.36,2009,0.37,0,108,108
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,10,5.62,7.76,0,0,0,2008,0.02,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,14.55,5.15,9.99,0,0,0,2007,0.27,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,11.75,8.91,9.95,0,0,0,2006,0.28,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,11.2,5.84,8.02,0,0,0,2005,-3.74,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,13.3,7.52,10.3,0,0,0,2004,-2.22,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,16.1,8.3,11.4,0,0,0,2003,0.04,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,9.85,6,7.7,0,0,0,2002,-0.31,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,10.8,4.7,6.55,0,0,0,2001,-3.94,0,0,0
2001,0.2,0,0.2,0.35,0.47,0.82,1.02,-,-,0,0,0,-,2001,14.9,5.3,8.47,2.36,9.63,12,2000,0.84,23.8,97.1,121
2000,0,0,0,1.47,0.53,2,2,-,-,-,-,-,-,2000,25.2,10,16.9,0,11.8,11.8,1999,1.55,0,129,129
1999,0.9,0,0.9,0,0,0,0.9,-,-,-,-,-,-,1999,27.6,14.9,19.5,4.61,0,4.61,1998,1.94,46.4,0,46.4
1998,0,0,0,0,1,1,1,-,-,0,0,0,-,1998,44.8,17.8,30.6,0,3.27,3.27,1997,2.15,0,46.6,46.6
1997,0.9,0,0.9,1,0,1,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,1.93,46.5,51.7,98.2
1996,1,0,1,1,0,1,2,-,-,0,-,0,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0,0,0,1.82,0,1.82,1.82,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.13,0,0.13,0.37,0.08,0.45,0.58,,,,,,,平均,14.6,8.22,10.9,0.6,3.3,3.9,平均,0.25,7.8,41.1,48.9
累計,3.47,0,3.47,9.62,2,11.6,15.1,,,,,,,累計,,,,,,,累計,5.39,,,
