盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0.5,0,0.5,0,0,0,0.5,7.9,0,-,-,-,-,2018,14.35,11.95,13,3.83,0,3.83,2017,0.38,132,0,132
2017,0.38,0,0.38,0,0,0,0.38,6,0,-,-,-,-,2017,16.3,13.3,14.4,2.65,0,2.65,2016,0.68,55.9,0,55.9
2016,0.32,0,0.32,0,0,0,0.32,5.05,0,-,-,-,-,2016,16.35,13,14.5,2.21,0,2.21,2015,0.37,86.5,0,86.5
2015,0.45,0,0.45,0,0,0,0.45,7.11,0,13.8,1.77,0.45,0,2015,24.85,13.15,18.5,2.43,0,2.43,2014,0.49,91.8,0,91.8
2014,0.65,0,0.65,0,0,0,0.65,10.3,0,21.5,1.71,0.7,0,2014,36.6,15.95,26.3,2.47,0,2.47,2013,0.8,81.2,0,81.2
2013,0.15,0,0.15,0,0,0,0.15,2.37,0,4.89,1.8,0.13,0,2013,33.2,16.7,24.8,0.61,0,0.61,2012,0.17,88.2,0,88.2
2012,0.55,0,0.55,0,0,0,0.55,8.69,0,17.7,1.8,0.49,0,2012,18.55,13.8,16.1,3.41,0,3.41,2011,0.62,88.7,0,88.7
2011,0.8,0,0.8,0.5,0,0.5,1.3,12,75.2,38.9,1.8,1.07,0,2011,20.4,13,16.1,4.97,3.11,8.07,2010,1.44,55.6,34.7,90.3
2010,0.7,0,0.7,0,0,0,0.7,10.5,0,20.1,1.8,0.55,0,2010,16.9,10.6,14.1,4.96,0,4.96,2009,0.74,94.6,0,94.6
2009,0.65,0,0.65,0,0,0,0.65,9.78,0,19.7,1.8,0.54,0,2009,13.7,9.34,11.7,5.57,0,5.57,2008,0.73,89,0,89
2008,0.8,0,0.8,0,0,0,0.8,-,-,26.3,1.9,0.68,0,2008,19.15,9.17,13.6,5.87,0,5.87,2007,0.92,87,0,87
2007,0.55,0,0.55,0,0,0,0.55,-,-,18.3,1.84,0.48,-,2007,20.3,11.1,14.3,3.84,0,3.84,2006,0.64,85.9,0,85.9
2006,0.12,0,0.12,0,0,0,0.12,-,-,3.06,4.18,0.03,-,2006,14.7,5.9,8.1,1.48,0,1.48,2005,0.05,240,0,240
2005,0.4,0,0.4,0,0,0,0.4,-,-,14.6,1.74,0.4,-,2005,9.8,5.8,7.71,5.19,0,5.19,2004,0.53,75.5,0,75.5
2004,0.3,0,0.3,0,0,0,0.3,-,-,10.2,1.76,0.28,-,2004,14.4,7.6,9.91,3.03,0,3.03,2003,0.37,81.1,0,81.1
2003,0,0,0,0,0.3,0.3,0.3,-,-,0,0,0,-,2003,13.2,7.45,9.62,0,3.12,3.12,2002,0.11,0,273,273
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,11.1,3.97,6.62,0,0,0,2001,-0.26,0,0,0
2001,0.2,0,0.2,0,0.2,0.2,0.4,-,-,0,0,0,-,2001,8.2,3.67,5.05,3.96,3.96,7.92,2000,0.26,76.9,76.9,154
2000,0.26,0,0.26,0,0.74,0.74,1,-,-,0,0,0,-,2000,17.7,3.82,10,2.59,7.37,9.96,1999,0.31,83.9,239,323
1999,0,0,0,0.35,1,1.35,1.35,-,-,-,-,-,-,-,-,-,-,-,-,-,1998,0.42,0,321,321
1998,0,0,0,0.8,0.8,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1997,0.81,0,198,198
1997,0,0,0,0.6,1,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,1.09,0,147,147
1996,0,0,0,0.7,0.9,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,0.89,0,180,180
1995,0,0,0,0.6,1,1.6,1.6,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,0.73,0,219,219
1994,0,0,0,0.8,1.2,2,2,-,-,0,0,0,-,-,-,-,-,-,-,-,1993,1.12,0,178,178
1993,0,0,0,1,1,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,2.12,0,94.2,94.2
1992,0,0,0,1.5,1.5,3,3,-,-,0,0,0,-,-,-,-,-,-,-,-,1991,1.9,0,158,158
1991,0,0,0,1.7,1.7,3.4,3.4,-,-,0,0,0,-,1991,80,53,66.8,0,5.09,5.09,1990,2.28,0,149,149
1990,0,0,0,1.5,0,1.5,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1989,2.18,0,68.9,68.9
1989,0,0,0,1.7,0,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,0,0,0,1.2,0,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1986,0,0,0,1.8,0,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1985,-,-,-,-
平均,0.24,0,0.24,0.46,0.35,0.82,1.06,,,,,,,平均,21,12.1,16.1,3,1.1,4.1,平均,0.79,54.9,80.6,136
累計,7.78,0,7.78,14.8,11.3,26.1,33.9,,,,,,,累計,,,,,,,累計,22.9,,,
