盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.5,0,2.5,0,0,0,2.5,4.55,0,-,-,-,-,2018,101,66.7,81.6,3.06,0,3.06,2017,3.93,63.6,0,63.6
2017,2.5,0,2.5,0,0,0,2.5,4.55,0,-,-,-,-,2017,98.8,41,63.5,3.93,0,3.93,2016,4,62.5,0,62.5
2016,2,0,2,0,0,0,2,3.64,0,-,-,-,-,2016,45.6,23.5,36.2,5.52,0,5.52,2015,3.16,63.3,0,63.3
2015,2.2,0,2.2,0,0,0,2.2,4.01,0,6.2,0.87,0.06,0,2015,47.5,20.55,33.7,6.54,0,6.54,2014,3.95,55.7,0,55.7
2014,1.6,0,1.6,0,0,0,1.6,2.88,0,4.46,0.92,0.04,0,2014,50.9,37,41.8,3.82,0,3.82,2013,2.69,59.5,0,59.5
2013,1,0,1,0,0,0,1,1.8,0,2.79,1,0.03,0,2013,40.85,19.95,30.9,3.24,0,3.24,2012,1.56,64.1,0,64.1
2012,0.3,0,0.3,0,0,0,0.3,0.53,0,0.83,0.56,0.01,0,2012,30.8,17.9,21.8,1.37,0,1.37,2011,0.83,36.1,0,36.1
2011,1.8,0,1.8,0,0,0,1.8,3.21,0,4.96,0.76,0.05,0,2011,43.7,16.2,29.8,6.04,0,6.04,2010,3.73,48.3,0,48.3
2010,1.2,0,1.2,0,0,0,1.2,2.08,0,3.22,1.02,0.03,0,2010,59.2,33.55,41.9,2.86,0,2.86,2009,1.83,65.6,0,65.6
2009,0.3,0,0.3,0,0,0,0.3,0,0,0.79,0.74,0.01,0,2009,48,9.75,22.2,1.35,0,1.35,2008,0.63,47.6,0,47.6
2008,1.8,0,1.8,0,0,0,1.8,-,-,4.77,0.97,0.05,0,2008,34.65,8.29,21.6,8.35,0,8.35,2007,2.82,63.8,0,63.8
2007,2,0,2,0,0,0,2,-,-,5.37,1.02,0.05,-,2007,62.9,21.3,46.3,4.32,0,4.32,2006,3.06,65.4,0,65.4
2006,1,0,1,0,0,0,1,-,-,2.64,1.09,0.03,-,2006,59.3,13.3,29.9,3.35,0,3.35,2005,1.42,70.4,0,70.4
2005,0.8,0,0.8,0,0,0,0.8,-,-,2.11,0.73,0.02,-,2005,14.9,10.3,12.3,6.53,0,6.53,2004,1.69,47.3,0,47.3
2004,0,0,0,0.41,0,0.41,0.41,-,-,1.09,0.9,0,-,2004,19.2,14.1,16.3,0,2.5,2.5,2003,0.72,0,56.5,56.5
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,18.1,8,12.3,0,0,0,2002,-0.16,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,18.2,6.65,10.6,0,0,0,2001,-0.48,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,17.3,5.2,9.65,0,0,0,2000,0.36,0,0,0
2000,0,0,0,0.6,0.6,1.2,1.2,-,-,0,0,0,-,2000,55,6.2,28.3,0,4.25,4.25,1999,0.84,0,143,143
1999,0,0,0,1,0.5,1.5,1.5,-,-,0,0,0,-,1999,36.5,20.3,28.5,0,5.27,5.27,1998,1.17,0,128,128
1998,0,0,0,1.5,1,2.5,2.5,-,-,0,0,0,-,1998,66,30.1,44.4,0,5.63,5.63,1997,1.79,0,140,140
1997,0,0,0,1,1,2,2,-,-,0,0,0,-,1997,87,36.5,57.9,0,3.46,3.46,1996,1.16,0,172,172
1996,0,0,0,1.85,0.15,2,2,-,-,0,0,0,-,1996,40.79,27.1,33.8,0,5.91,5.91,1995,2.5,0,80,80
1995,0,0,0,1.76,0.25,2.01,2.01,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,1.96,0,102,102
1994,0,0,0,1,0.8,1.8,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,2.7,0.3,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0.81,0,0.81,0.45,0.18,0.63,1.44,,,,,,,平均,47.7,21.5,32.8,2.6,1.2,3.8,平均,1.88,33.9,34.2,68.1
累計,21,0,21,11.8,4.6,16.4,37.4,,,,,,,累計,,,,,,,累計,45.2,,,
