盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,55.9,42.3,49.5,0,0,0,2017,-2.56,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,80.5,50,62.2,0,0,0,2016,-0.98,0,0,0
2016,0.25,0,0.25,0,0,0,0.25,0.28,0,-,-,-,-,2016,88.9,43,60.5,0.41,0,0.41,2015,0.27,92.6,0,92.6
2015,1,0,1,2.5,0,2.5,3.51,0.89,22.2,1.53,0.43,0.15,0,2015,184,69.5,128,0.78,1.96,2.75,2014,3.98,25.2,62.9,88.1
2014,1,0,1,2.5,0,2.5,3.5,0.71,17.7,1.3,0.43,0.13,0,2014,259.5,124,170,0.59,1.47,2.05,2013,4.25,23.5,58.8,82.4
2013,1,0,1,5,0,5,6,0.47,23.5,1.43,0.44,0.14,0,2013,221,114,167,0.6,2.99,3.59,2012,6.89,14.5,72.6,87.1
2012,1.5,0,1.5,10,0,10,11.5,0.35,23.5,1.36,0.45,0.14,0,2012,420,153.5,260,0.58,3.84,4.42,2011,14.43,10.4,69.3,79.7
2011,0.4,0,0.4,3.5,0,3.5,3.9,0.06,5.38,0.43,0.45,0.04,0,2011,179,143,159,0.25,2.19,2.45,2010,6.29,6.4,55.6,62
2010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2009,-1.23,-,-,-
平均,0.57,0,0.57,2.61,0,2.61,3.18,,,,,,,平均,186,92.4,132,0.4,1.6,2,平均,3.48,21.6,39.9,61.5
累計,5.15,0,5.15,23.5,0,23.5,28.7,,,,,,,累計,,,,,,,累計,31.3,,,
