盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,12,7.81,9.6,0,0,0,2017,0.27,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,8.85,6.62,7.36,0,0,0,2016,0.03,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,7.16,6.1,6.62,0,0,0,2015,-0.21,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,8.65,5.93,7.47,0,0,0,2014,-0.43,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8.46,7.2,7.86,0,0,0,2013,-0.02,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,8.89,6.8,7.36,0,0,0,2012,-0.57,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,8.3,6.49,7.27,0,0,0,2011,0.29,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,9.55,6.81,8.35,0,0,0,2010,-0.09,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,9.78,6.85,8.25,0,0,0,2009,0.28,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,8.36,3.3,5.64,0,0,0,2008,-1.26,0,0,0
2008,0.5,0,0.5,0,0,0,0.5,-,-,4.08,2.14,0.06,0,2008,11.55,3.15,7.36,6.8,0,6.8,2007,1.06,47.2,0,47.2
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,12.8,7.52,9.37,0,0,0,2006,0.18,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,8.55,3.4,5.31,0,0,0,2005,-0.22,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,6.75,3.81,4.59,0,0,0,2004,-0.26,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,10.1,5.05,6.55,0,0,0,2003,-0.06,0,0,0
2003,0.5,0,0.5,0,0,0,0.5,-,-,3.62,2.7,0.05,-,2003,11.3,6,7.75,6.45,0,6.45,2002,0.75,66.7,0,66.7
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,10.45,4.14,6.88,0,0,0,2001,0.69,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,7.45,3.14,4.89,0,0,0,2000,0.36,0,0,0
2000,0,0,0,0,0,0,0,-,-,0,0,0,-,2000,11,2.62,5.96,0,0,0,1999,0.33,0,0,0
1999,0,0,0,0,0,0,0,-,-,0,0,0,-,1999,13.1,6.2,8.76,0,0,0,1998,-2.05,0,0,0
1998,0,0,0,0,0,0,0,-,-,0,0,0,-,1998,21.2,8.6,15.5,0,0,0,1997,0.51,0,0,0
1997,0,0,0,0,0,0,0,-,-,0,0,0,-,1997,28.5,14.5,20.3,0,0,0,1996,0.05,0,0,0
1996,0,0,0,0,0,0,0,-,-,0,0,0,-,1996,28.8,18.5,22.9,0,0,0,1995,-0.41,0,0,0
1995,0,0,0,0.9,0.1,1,1,-,-,-,-,-,-,1995,41.3,14.75,25.4,0,3.94,3.94,1994,1.09,0,91.4,91.4
1994,0,0,0,0.27,0.23,0.5,0.5,-,-,0,0,0,-,1994,49.8,27,37,0,1.35,1.35,1993,0.33,0,153,153
1993,0,0,0,1,0,1,1,-,-,0,0,0,-,1993,55,27.8,37.1,0,2.7,2.7,1992,1.3,0,77.1,77.1
1992,0,0,0,1.3,0.57,1.87,1.87,-,-,0,0,0,-,1992,95,35,63,0,2.97,2.97,1991,1.88,0,99.6,99.6
1991,0,0,0,0,0,0,0,-,-,0,0,0,-,1991,90,20.6,47.7,0,0,0,1990,-1.66,0,0,0
1990,0,0,0,0,0,0,0,-,-,0,0,0,-,-,-,-,-,-,-,-,1989,0.11,0,0,0
1989,0,0,0,2.8,0,2.8,2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,1988,-,-,-,-
1988,0,0,0,2.85,0.15,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1987,-,-,-,-
1987,0,0,0,2.05,0,2.05,2.05,-,-,-,-,-,-,-,-,-,-,-,-,-,1986,-,-,-,-
1986,0,0,0,1.7,0,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1985,-,-,-,-
1985,0,0,0,2.05,0,2.05,2.05,-,-,-,-,-,-,-,-,-,-,-,-,-,1984,-,-,-,-
1984,0.87,0,0.87,1.88,0,1.88,2.75,-,-,-,-,-,-,-,-,-,-,-,-,-,1983,-,-,-,-
平均,0.05,0,0.05,0.48,0.03,0.51,0.56,,,,,,,平均,21.5,9.85,14.7,0.5,0.4,0.9,平均,0.08,3.9,14.5,18.4
累計,1.87,0,1.87,16.8,1.05,17.8,19.7,,,,,,,累計,,,,,,,累計,2.27,,,
