盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,2.5,0,2.5,0,0,0,2.5,5.19,0,-,-,-,-,2018,79.2,49.45,64.6,3.87,0,3.87,2017,3.32,75.3,0,75.3
2017,2.4,0,2.4,0,0,0,2.4,4.98,0,-,-,-,-,2017,84.7,37.7,52.9,4.54,0,4.54,2016,2.95,81.4,0,81.4
2016,1.8,0,1.8,0,0,0,1.8,3.74,0,-,-,-,-,2016,42,25.45,34.2,5.27,0,5.27,2015,2.26,79.6,0,79.6
2015,1.2,0,1.2,0,0,0,1.2,2.49,0,4.98,1.45,0.37,0,2015,40.4,17.7,27.5,4.36,0,4.36,2014,1.65,72.7,0,72.7
2014,1.2,0,1.2,0,0,0,1.2,2.49,0,4.98,1.92,0.37,0,2014,36.75,24.05,30.1,3.98,0,3.98,2013,1.25,96,0,96
2013,1.7,0,1.7,0,0,0,1.7,3.53,0,7.06,1.12,0.53,0,2013,40.3,20.9,29.8,5.7,0,5.7,2012,3.02,56.3,0,56.3
2012,1.7,0,1.7,0,0,0,1.7,3.53,0,7.06,1.66,0.49,0,2012,42.5,20.3,31.7,5.36,0,5.36,2011,2.05,82.9,0,82.9
2011,3,0,3,0,0,0,3,6.23,0,13.9,1.63,0.97,0,2011,60.1,19,38.5,7.79,0,7.79,2010,4.13,72.6,0,72.6
2010,1.7,0,1.7,0.2,0,0.2,1.9,3.4,4,7.69,1.8,0.11,3.48,2010,66.5,48,56.5,3.01,0.35,3.36,2009,1.74,97.7,11.5,109
平均,1.91,0,1.91,0.02,0,0.02,1.93,,,,,,,平均,54.7,29.2,40.6,4.9,0,4.9,平均,2.49,79.4,1.3,80.7
累計,17.2,0,17.2,0.2,0,0.2,17.4,,,,,,,累計,,,,,,,累計,22.4,,,
