盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,4.8,2.16,3.42,0,0,0,2017,0.55,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,4.1,2.45,3.01,0,0,0,2016,0.33,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,3.6,1.5,2.21,0,0,0,2015,-1.45,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,5.4,1.46,3.63,0,0,0,2014,-0.3,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,8.84,3.88,4.79,0,0,0,2013,-1.19,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,5.46,3.5,4.06,0,0,0,2012,-1.56,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,5.68,2.55,3.66,0,0,0,2011,-1.3,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,8.75,3.34,5.98,0,0,0,2010,0.35,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,8.52,5.03,6.39,0,0,0,2009,0.06,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,7,3.1,5.48,0,0,0,2008,-2.9,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,12.15,2.25,6.96,0,0,0,2007,0.15,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,15.05,6.16,11.5,0,0,0,2006,1.27,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,13.9,5.2,9.75,0,0,0,2005,-0.6,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,15.7,3.62,7.55,0,0,0,2004,0.79,0,0,0
2004,0,0,0,0,0,0,0,-,-,0,0,0,-,2004,24.2,11.4,16,0,0,0,2003,1.33,0,0,0
2003,0,0,0,0,0,0,0,-,-,0,0,0,-,2003,13.7,4.3,8.34,0,0,0,2002,0.04,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,5.7,0.53,3.1,0,0,0,2001,-1.89,0,0,0
2001,0,0,0,0,0,0,0,-,-,0,0,0,-,2001,4.6,0.59,2.81,0,0,0,2000,-1.67,0,0,0
2000,0,0,0,0.3,0.2,0.5,0.5,-,-,-,-,-,-,2000,17.5,2.57,9.29,0,5.38,5.38,1999,0.49,0,102,102
1999,0,0,0,0,0.5,0.5,0.5,-,-,-,-,-,-,1999,19.39,11.5,14.3,0,3.51,3.51,1998,0.02,0,2500,2500
1998,0,0,0,0.5,0.5,1,1,-,-,0,0,0,-,1998,25.5,11.45,16.5,0,6.07,6.07,1997,0.43,0,233,233
1997,0,0,0,1,0,1,1,-,-,0,0,0,-,1997,32.79,13.2,20.6,0,4.86,4.86,1996,0.33,0,303,303
1996,0,0,0,1,0,1,1,-,-,0,0,0,-,1996,20.9,15,17.2,0,5.81,5.81,1995,1.68,0,59.5,59.5
1995,0,0,0,1,0,1,1,-,-,0,0,0,-,-,-,-,-,-,-,-,1994,2.21,0,45.2,45.2
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,0.17,0,0,0
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0,0,0,0.15,0.05,0.19,0.19,,,,,,,平均,12.3,5.08,8.11,0,1.1,1.1,平均,-0.11,0,130,130
累計,0,0,0,3.8,1.2,5,5,,,,,,,累計,,,,,,,累計,-2.66,,,
