盈餘發放年度,現金股利盈餘,現金股利公積,現金股利合計,股票股利盈餘,股票股利公積,股票股利合計,股利合計,股利總計現金(億),股利總計股票(千張),董監酬勞合計(百萬),董監酬勞合計佔淨利(%),員工紅利現金(億),員工紅利股票(千張),股價年度,股價統計(元)最高,股價統計(元)最低,股價統計(元)年均,年均殖利率(%)現金,年均殖利率(%)股票,年均殖利率(%)合計,盈餘年度,EPS(元),盈餘分配率(%)配息,盈餘分配率(%)配股,盈餘分配率(%)合計
2018,0,0,0,0,0,0,0,0,0,-,-,-,-,2018,55.3,11.85,30.9,0,0,0,2017,-12.31,0,0,0
2017,0,0,0,0,0,0,0,0,0,-,-,-,-,2017,158,7.46,36.4,0,0,0,2016,-1.94,0,0,0
2016,0,0,0,0,0,0,0,0,0,-,-,-,-,2016,13.65,6.81,8.65,0,0,0,2015,1.78,0,0,0
2015,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,15.15,6.1,9.58,0,0,0,2014,-0.79,0,0,0
2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,28.1,12.25,17.1,0,0,0,2013,-1.48,0,0,0
2013,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,18.5,5.03,7.85,0,0,0,2012,-1.57,0,0,0
2012,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,9.45,6.43,7.69,0,0,0,2011,-3.34,0,0,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,13.85,5.61,9.09,0,0,0,2010,-2.11,0,0,0
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,2010,20,8.17,13.4,0,0,0,2009,-2.87,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,12.15,4.35,7.24,0,0,0,2008,-4.96,0,0,0
2008,0,0,0,0,0,0,0,-,-,0,0,0,0,2008,21,4.79,13.3,0,0,0,2007,-3.07,0,0,0
2007,0,0,0,0,0,0,0,-,-,0,0,0,-,2007,18.7,8.37,13.5,0,0,0,2006,-3.57,0,0,0
2006,0,0,0,0,0,0,0,-,-,0,0,0,-,2006,27.05,10,20.1,0,0,0,2005,-3.57,0,0,0
2005,0,0,0,0,0,0,0,-,-,0,0,0,-,2005,31.7,10,23.4,0,0,0,2004,-6.91,0,0,0
2004,0,0,0,0,0,0,0,-,-,-,-,-,-,2004,28.1,9.4,19.9,0,0,0,2003,-3.98,0,0,0
2003,0,0,0,0,0,0,0,-,-,-,-,-,-,2003,31.2,19.6,25.5,0,0,0,2002,-1.67,0,0,0
2002,0,0,0,0,0,0,0,-,-,0,0,0,-,2002,32.2,23,28.7,0,0,0,2001,-1.05,0,0,0
2001,0,0,0,0,0,0,0,-,-,-,-,-,-,2001,34,14.2,23.2,0,0,0,2000,-1.41,0,0,0
2000,0,0,0,0.48,0.32,0.8,0.8,-,-,-,-,-,-,2000,29,8.1,15.8,0,5.06,5.06,1999,0.68,0,118,118
1999,0,0,0,0.9,0.3,1.2,1.2,-,-,-,-,-,-,1999,21.5,6,11.5,0,10.4,10.4,1998,1.29,0,93,93
1998,0,0,0,1.6,0,1.6,1.6,-,-,0,0,0,-,1998,35.29,18.89,26.1,0,6.13,6.13,1997,1.56,0,103,103
1997,0,0,0,1,0.7,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,1996,1.26,0,135,135
1996,0,0,0,0.85,0,0.85,0.85,-,-,-,-,-,-,-,-,-,-,-,-,-,1995,-,-,-,-
1995,0,0,0,0,1.9,1.9,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,1994,-,-,-,-
1994,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1993,-,-,-,-
1993,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,1992,-,-,-,-
平均,0,0,0,0.19,0.12,0.31,0.31,,,,,,,平均,31.1,9.83,17.6,0,1,1,平均,-2.27,0,20.4,20.4
累計,0,0,0,4.83,3.22,8.05,8.05,,,,,,,累計,,,,,,,累計,-50,,,
